term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0043401,"steroid hormone mediated signaling pathway",1.050%,-6.010, 4.347,2.262,-2.1042,0.860,0.445,43401,0
GO:0031325,"positive regulation of cellular metabolic process",16.590%, 0.263, 5.579,3.459,-2.0384,0.824,0.459,31325,0
GO:1901223,"negative regulation of NIK/NF-kappaB signaling",0.063%,-7.474, 0.577,1.079,-2.4421,0.853,0.467,1901223,0
GO:0031323,"regulation of cellular metabolic process",33.837%, 0.564, 6.272,3.768,-2.1042,0.831,0.470,31323,0
GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.092%, 1.634, 4.628,1.230,-2.0218,0.764,0.496,1900153,0
GO:0015772,"oligosaccharide transport",0.017%, 1.285,-6.878,0.602,-2.0285,0.897,0.516,15772,0
GO:0006955,"immune response",11.858%,-4.760,-3.179,3.313,-3.9996,0.602,0.537,6955,0
GO:0051056,"regulation of small GTPase mediated signal transduction",1.760%,-6.729, 1.549,2.486,-2.1538,0.814,0.542,51056,0
GO:1902531,"regulation of intracellular signal transduction",10.006%,-5.908, 1.687,3.239,-3.9471,0.785,0.543,1902531,0
GO:0018209,"peptidyl-serine modification",1.685%, 5.484, 0.337,2.467,-2.2459,0.830,0.605,18209,0
GO:0080090,"regulation of primary metabolic process",33.566%, 1.205, 6.361,3.765,-2.0826,0.837,0.608,80090,0
GO:0006468,"protein phosphorylation",10.854%, 5.198, 1.412,3.275,-2.4007,0.796,0.619,6468,0
GO:0050855,"regulation of B cell receptor signaling pathway",0.081%,-4.907,-1.085,1.176,-2.1042,0.661,0.627,50855,0
GO:0002682,"regulation of immune system process",8.344%,-4.361,-4.671,3.160,-2.1042,0.624,0.653,2682,0
GO:0030183,"B cell differentiation",0.658%,-4.954,-5.002,2.061,-3.5030,0.639,0.678,30183,0
GO:0030098,"lymphocyte differentiation",1.818%,null,null,2.500,-2.4421,0.603,0.779,30183,1
GO:0009966,"regulation of signal transduction",15.915%,-5.572, 2.003,3.441,-2.4107,0.780,0.690,9966,0
