term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0044839,"cell cycle G2/M phase transition",1.402%,null,null,2.387,-4.3103,0.864,0.857,44772,1
GO:0007346,"regulation of mitotic cell cycle",2.989%,null,null,2.715,-4.7435,0.845,0.766,44772,1
GO:0010564,"regulation of cell cycle process",3.393%,null,null,2.770,-3.0629,0.842,0.776,44772,1
GO:1902749,"regulation of cell cycle G2/M phase transition",0.704%,null,null,2.090,-5.0215,0.850,0.843,44772,1
GO:1902750,"negative regulation of cell cycle G2/M phase transition",0.490%,null,null,1.934,-4.2915,0.849,0.952,44772,1
GO:1901987,"regulation of cell cycle phase transition",1.991%,null,null,2.539,-2.9392,0.839,0.897,44772,1
GO:1901988,"negative regulation of cell cycle phase transition",1.229%,null,null,2.330,-2.6416,0.839,0.922,44772,1
GO:0010972,"negative regulation of G2/M transition of mitotic cell cycle",0.479%,null,null,1.924,-4.5194,0.847,0.950,44772,1
GO:1901990,"regulation of mitotic cell cycle phase transition",1.870%,null,null,2.512,-3.4945,0.833,0.890,44772,1
GO:1901991,"negative regulation of mitotic cell cycle phase transition",1.183%,null,null,2.314,-2.8485,0.836,0.912,44772,1
GO:0010389,"regulation of G2/M transition of mitotic cell cycle",0.658%,null,null,2.061,-5.3795,0.846,0.781,44772,1
GO:0000086,"G2/M transition of mitotic cell cycle",1.350%,null,null,2.371,-4.5705,0.860,0.909,44772,1
GO:1903047,"mitotic cell cycle process",5.286%,null,null,2.962,-7.3569,0.850,0.834,44772,1
GO:0045786,"negative regulation of cell cycle",3.318%,null,null,2.760,-2.2777,0.845,0.788,44772,1
GO:0022411,"cellular component disassembly",3.035%, 0.180,-4.980,2.722,-4.6938,0.925,0.050,22411,0
GO:0051301,"cell division",3.260%,-0.546, 0.194,2.753,-4.0412,0.962,0.050,51301,0
GO:0045333,"cellular respiration",1.044%, 3.798, 0.084,2.260,-3.2347,0.899,0.050,45333,0
GO:0015980,"energy derivation by oxidation of organic compounds",1.575%,null,null,2.438,-2.6299,0.895,0.865,45333,1
GO:0022900,"electron transport chain",0.658%,null,null,2.061,-2.9099,0.904,0.786,45333,1
GO:0022904,"respiratory electron transport chain",0.646%,null,null,2.053,-2.5683,0.904,0.851,45333,1
GO:0006732,"coenzyme metabolic process",1.870%,-0.368,-0.008,2.512,-2.9699,0.955,0.054,6732,0
GO:0006637,"acyl-CoA metabolic process",0.565%,null,null,1.996,-2.6016,0.922,0.808,6732,1
GO:0009056,"catabolic process",11.471%,-0.835, 0.322,3.299,-6.2375,0.962,0.055,9056,0
GO:0006091,"generation of precursor metabolites and energy",2.129%,-0.328,-0.220,2.568,-2.9828,0.959,0.055,6091,0
GO:0006790,"sulfur compound metabolic process",2.141%,-0.819, 0.146,2.571,-2.2576,0.959,0.055,6790,0
GO:0043488,"regulation of mRNA stability",0.814%, 2.136,-1.148,2.152,-3.4548,0.924,0.058,43488,0
GO:0043487,"regulation of RNA stability",0.866%,null,null,2.179,-3.1258,0.924,0.730,43488,1
GO:0001775,"cell activation",7.900%,-0.103,-0.139,3.137,-16.2554,0.959,0.058,1775,0
GO:0007049,"cell cycle",10.000%,-0.384,-0.249,3.239,-5.7219,0.958,0.072,7049,0
GO:1901564,"organonitrogen compound metabolic process",13.324%, 5.104,-1.574,3.364,-5.0215,0.923,0.073,1901564,0
GO:1901135,"carbohydrate derivative metabolic process",7.276%,-0.423,-0.135,3.101,-3.8441,0.961,0.075,1901135,0
GO:0007229,"integrin-mediated signaling pathway",0.548%,-1.189, 2.741,1.982,-3.8253,0.931,0.082,7229,0
GO:0006793,"phosphorus metabolic process",18.702%, 0.308,-0.023,3.511,-3.1271,0.947,0.083,6793,0
GO:0098542,"defense response to other organism",2.874%,-0.913, 6.353,2.698,-6.5479,0.867,0.101,98542,0
GO:0043207,"response to external biotic stimulus",4.859%,null,null,2.926,-5.7219,0.903,0.933,98542,1
GO:0051707,"response to other organism",4.853%,null,null,2.925,-5.7382,0.903,0.875,98542,1
GO:0009617,"response to bacterium",3.156%,null,null,2.739,-2.9318,0.907,0.888,98542,1
GO:0009615,"response to virus",1.771%,null,null,2.489,-2.3804,0.913,0.759,98542,1
GO:0032496,"response to lipopolysaccharide",1.760%,null,null,2.486,-2.5474,0.890,0.815,98542,1
GO:0002237,"response to molecule of bacterial origin",1.841%,null,null,2.505,-2.3653,0.890,0.833,98542,1
GO:0042742,"defense response to bacterium",1.546%,null,null,2.430,-3.3300,0.874,0.746,98542,1
GO:0034097,"response to cytokine",4.714%,-0.737, 3.422,2.913,-5.7219,0.929,0.109,34097,0
GO:0009607,"response to biotic stimulus",5.107%,-1.225, 2.952,2.947,-5.4650,0.956,0.119,9607,0
GO:0035606,"peptidyl-cysteine S-trans-nitrosylation",0.012%, 0.943,-0.641,0.477,-2.9318,0.952,0.124,35606,0
GO:0018119,"peptidyl-cysteine S-nitrosylation",0.069%,null,null,1.114,-2.6269,0.946,0.890,35606,1
GO:2000379,"positive regulation of reactive oxygen species metabolic process",0.502%, 0.375, 1.888,1.944,-2.8900,0.917,0.131,2000379,0
GO:2000377,"regulation of reactive oxygen species metabolic process",0.906%,null,null,2.199,-2.3563,0.931,0.846,2000379,1
GO:0044237,"cellular metabolic process",59.486%, 0.498,-0.114,4.013,-2.7826,0.950,0.139,44237,0
GO:0038061,"NIK/NF-kappaB signaling",0.716%,-0.502, 1.879,2.097,-3.5927,0.936,0.143,38061,0
GO:0032511,"late endosome to vacuole transport via multivesicular body sorting pathway",0.035%,-4.517,-3.628,0.845,-2.8596,0.947,0.151,32511,0
GO:0031100,"animal organ regeneration",0.450%,-1.701, 1.542,1.898,-2.5644,0.962,0.156,31100,0
GO:0006950,"response to stress",21.310%,-1.265, 3.659,3.567,-5.2051,0.947,0.159,6950,0
GO:0070126,"mitochondrial translational termination",0.502%, 3.890,-5.102,1.944,-7.0895,0.806,0.168,70126,0
GO:0043624,"cellular protein complex disassembly",1.183%,null,null,2.314,-3.9028,0.904,0.882,70126,1
GO:0032984,"macromolecular complex disassembly",1.587%,null,null,2.441,-3.9225,0.903,0.718,70126,1
GO:0006415,"translational termination",0.594%,null,null,2.017,-6.2997,0.826,0.842,70126,1
GO:0070125,"mitochondrial translational elongation",0.502%,null,null,1.944,-6.4953,0.838,0.930,70126,1
GO:0043687,"post-translational protein modification",0.600%, 1.684,-1.164,2.021,-5.3031,0.941,0.172,43687,0
GO:0017014,"protein nitrosylation",0.069%, 1.341,-0.901,1.114,-2.6269,0.950,0.185,17014,0
GO:0009605,"response to external stimulus",12.043%,-1.522, 3.748,3.320,-4.5126,0.951,0.196,9605,0
GO:0032119,"sequestering of zinc ion",0.069%,-3.348,-2.612,1.114,-2.4486,0.926,0.211,32119,0
GO:0043603,"cellular amide metabolic process",5.488%, 4.950,-1.463,2.979,-2.9225,0.922,0.223,43603,0
GO:0015833,"peptide transport",1.529%,-5.249,-4.239,2.425,-4.3640,0.905,0.225,15833,0
GO:0090087,"regulation of peptide transport",1.177%,null,null,2.312,-2.7826,0.877,0.933,15833,1
GO:0042886,"amide transport",1.673%,null,null,2.464,-4.3597,0.918,0.718,15833,1
GO:0006839,"mitochondrial transport",1.829%,-5.781,-4.774,2.502,-2.3946,0.923,0.230,6839,0
GO:0051641,"cellular localization",14.905%,-5.127,-4.099,3.412,-3.4370,0.918,0.238,51641,0
GO:0043933,"macromolecular complex subunit organization",14.259%, 0.433,-5.755,3.393,-4.2341,0.939,0.244,43933,0
GO:0032386,"regulation of intracellular transport",2.914%,-5.918,-4.984,2.704,-4.7435,0.852,0.245,32386,0
GO:0032388,"positive regulation of intracellular transport",1.731%,null,null,2.479,-3.8248,0.842,0.757,32386,1
GO:1903533,"regulation of protein targeting",1.743%,null,null,2.481,-2.3794,0.834,0.870,32386,1
GO:0033157,"regulation of intracellular protein transport",2.147%,null,null,2.572,-2.8230,0.830,0.869,32386,1
GO:2001044,"regulation of integrin-mediated signaling pathway",0.069%,-1.388, 3.629,1.114,-3.5007,0.930,0.248,2001044,0
GO:0098869,"cellular oxidant detoxification",0.531%,-0.637, 2.682,1.968,-2.2757,0.949,0.262,98869,0
GO:0071705,"nitrogen compound transport",4.472%,-5.896,-4.858,2.890,-3.4548,0.914,0.262,71705,0
GO:0061418,"regulation of transcription from RNA polymerase II promoter in response to hypoxia",0.456%, 4.551, 4.610,1.903,-5.3233,0.830,0.272,61418,0
GO:0043618,"regulation of transcription from RNA polymerase II promoter in response to stress",0.664%,null,null,2.064,-4.5603,0.844,0.949,61418,1
GO:0036293,"response to decreased oxygen levels",1.991%,null,null,2.539,-2.3653,0.956,0.814,61418,1
GO:0071103,"DNA conformation change",1.477%, 0.097,-5.462,2.410,-5.5880,0.915,0.278,71103,0
GO:0006323,"DNA packaging",0.981%,null,null,2.233,-5.6578,0.915,0.727,71103,1
GO:0098813,"nuclear chromosome segregation",1.685%,null,null,2.467,-3.0807,0.868,0.917,71103,1
GO:0006334,"nucleosome assembly",0.664%,null,null,2.064,-3.3154,0.883,0.862,71103,1
GO:0000819,"sister chromatid segregation",1.287%,null,null,2.350,-3.4956,0.814,0.750,71103,1
GO:0051304,"chromosome separation",0.404%,null,null,1.851,-2.2265,0.885,0.784,71103,1
GO:0030261,"chromosome condensation",0.190%,null,null,1.531,-2.7826,0.925,0.763,71103,1
GO:0031497,"chromatin assembly",0.762%,null,null,2.124,-2.9845,0.891,0.942,71103,1
GO:0000070,"mitotic sister chromatid segregation",0.802%,null,null,2.146,-3.1281,0.815,0.875,71103,1
GO:0016567,"protein ubiquitination",4.737%, 1.717,-1.007,2.915,-3.6180,0.921,0.281,16567,0
GO:0032446,"protein modification by small protein conjugation",5.234%,null,null,2.958,-2.9699,0.921,0.858,16567,1
GO:0000209,"protein polyubiquitination",1.673%,null,null,2.464,-2.7618,0.930,0.783,16567,1
GO:0060218,"hematopoietic stem cell differentiation",0.098%,-3.809, 3.933,1.255,-5.9249,0.875,0.287,60218,0
GO:2000736,"regulation of stem cell differentiation",0.242%,null,null,1.633,-3.2579,0.940,0.713,60218,1
GO:1901532,"regulation of hematopoietic progenitor cell differentiation",0.092%,null,null,1.230,-5.2767,0.852,0.743,60218,1
GO:0061024,"membrane organization",7.299%, 0.353,-6.299,3.102,-2.3001,0.944,0.290,61024,0
GO:0000727,"double-strand break repair via break-induced replication",0.029%, 1.739, 3.048,0.778,-2.8541,0.882,0.298,727,0
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",0.641%,-2.744, 3.347,2.049,-2.8697,0.884,0.302,60071,0
GO:0090175,"regulation of establishment of planar polarity",0.646%,null,null,2.053,-2.7826,0.932,0.975,60071,1
GO:0006342,"chromatin silencing",0.508%, 5.008,-4.989,1.949,-2.7259,0.830,0.316,6342,0
GO:0045814,"negative regulation of gene expression, epigenetic",0.600%,null,null,2.021,-2.6670,0.921,0.815,6342,1
GO:0044281,"small molecule metabolic process",12.072%, 3.546, 0.097,3.321,-6.4602,0.901,0.318,44281,0
GO:0006521,"regulation of cellular amino acid metabolic process",0.352%, 6.360,-1.465,1.792,-5.9544,0.840,0.319,6521,0
GO:0010565,"regulation of cellular ketone metabolic process",0.964%,null,null,2.225,-3.2689,0.862,0.826,6521,1
GO:0044106,"cellular amine metabolic process",0.716%,null,null,2.097,-3.9160,0.907,0.936,6521,1
GO:0033238,"regulation of cellular amine metabolic process",0.450%,null,null,1.898,-5.4237,0.887,0.887,6521,1
GO:0072527,"pyrimidine-containing compound metabolic process",0.456%, 4.560,-1.589,1.903,-2.3763,0.913,0.327,72527,0
GO:0016192,"vesicle-mediated transport",11.385%,-5.860,-4.855,3.295,-9.9806,0.902,0.330,16192,0
GO:0016050,"vesicle organization",2.256%, 0.197,-6.685,2.593,-4.3285,0.927,0.330,16050,0
GO:0042795,"snRNA transcription from RNA polymerase II promoter",0.404%, 3.584,-0.985,1.851,-2.3472,0.914,0.341,42795,0
GO:0009301,"snRNA transcription",0.404%,null,null,1.851,-2.2944,0.915,0.967,42795,1
GO:0009308,"amine metabolic process",0.762%, 3.774,-1.425,2.124,-3.5059,0.920,0.344,9308,0
GO:1990266,"neutrophil migration",0.554%,-6.330, 0.508,1.987,-3.3300,0.842,0.344,1990266,0
GO:0097530,"granulocyte migration",0.692%,null,null,2.083,-3.4039,0.839,0.903,1990266,1
GO:0002474,"antigen processing and presentation of peptide antigen via MHC class I",0.560%,-4.469, 5.060,1.991,-9.7339,0.889,0.344,2474,0
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",0.439%,null,null,1.886,-8.4751,0.891,0.847,2474,1
GO:0002478,"antigen processing and presentation of exogenous peptide antigen",0.975%,null,null,2.230,-5.9249,0.883,0.916,2474,1
GO:0048002,"antigen processing and presentation of peptide antigen",1.062%,null,null,2.267,-5.4293,0.883,0.932,2474,1
GO:0042590,"antigen processing and presentation of exogenous peptide antigen via MHC class I",0.456%,null,null,1.903,-8.7654,0.890,0.953,2474,1
GO:0019884,"antigen processing and presentation of exogenous antigen",1.016%,null,null,2.248,-5.5880,0.883,0.923,2474,1
GO:0071824,"protein-DNA complex subunit organization",1.379%, 1.094,-6.246,2.380,-2.5486,0.933,0.349,71824,0
GO:0033036,"macromolecule localization",16.624%,-5.492,-4.389,3.460,-2.3472,0.917,0.353,33036,0
GO:0044267,"cellular protein metabolic process",28.505%, 2.452,-1.204,3.694,-2.6670,0.913,0.360,44267,0
GO:0006575,"cellular modified amino acid metabolic process",0.992%, 4.127,-1.664,2.238,-2.2797,0.914,0.368,6575,0
GO:0022616,"DNA strand elongation",0.144%, 3.628,-0.606,1.415,-2.2363,0.913,0.369,22616,0
GO:0006996,"organelle organization",19.411%, 0.346,-5.604,3.527,-3.6480,0.937,0.370,6996,0
GO:0051276,"chromosome organization",3.566%, 0.223,-6.727,2.792,-4.2907,0.924,0.371,51276,0
GO:0019882,"antigen processing and presentation",1.339%,-3.974, 4.347,2.367,-6.5447,0.896,0.382,19882,0
GO:0043620,"regulation of DNA-templated transcription in response to stress",0.692%, 4.855, 3.667,2.083,-4.2455,0.847,0.389,43620,0
GO:0000280,"nuclear division",3.508%, 0.232,-7.029,2.785,-3.6027,0.912,0.395,280,0
GO:0007088,"regulation of mitotic nuclear division",0.894%,null,null,2.193,-2.5435,0.803,0.782,280,1
GO:0007052,"mitotic spindle organization",0.583%,null,null,2.009,-2.3578,0.831,0.742,280,1
GO:1902850,"microtubule cytoskeleton organization involved in mitosis",0.583%,null,null,2.009,-3.2099,0.831,0.742,280,1
GO:0048285,"organelle fission",3.774%, 0.211,-6.145,2.816,-3.4554,0.923,0.400,48285,0
GO:0072655,"establishment of protein localization to mitochondrion",1.096%,-5.438,-4.537,2.281,-3.4039,0.878,0.402,72655,0
GO:0051204,"protein insertion into mitochondrial membrane",0.190%,null,null,1.531,-2.6416,0.820,0.826,72655,1
GO:0006626,"protein targeting to mitochondrion",0.860%,null,null,2.176,-2.9699,0.817,0.961,72655,1
GO:0090151,"establishment of protein localization to mitochondrial membrane",0.075%,null,null,1.146,-2.9235,0.833,0.761,72655,1
GO:0007005,"mitochondrion organization",3.756%, 0.189,-5.707,2.814,-2.6310,0.923,0.403,7005,0
GO:0051205,"protein insertion into membrane",0.271%,-4.605,-6.744,1.681,-2.2280,0.846,0.407,51205,0
GO:0006952,"defense response",8.904%,-0.539, 5.057,3.189,-6.2375,0.921,0.408,6952,0
GO:0034109,"homotypic cell-cell adhesion",0.433%,-0.431, 0.202,1.881,-2.5679,0.983,0.418,34109,0
GO:0006753,"nucleoside phosphate metabolic process",3.993%, 7.173,-0.756,2.841,-4.9814,0.790,0.419,6753,0
GO:1901293,"nucleoside phosphate biosynthetic process",1.916%,null,null,2.522,-2.7554,0.801,0.840,6753,1
GO:0034404,"nucleobase-containing small molecule biosynthetic process",1.757%,null,null,2.484,-3.5007,0.825,0.830,6753,1
GO:0009117,"nucleotide metabolic process",3.958%,null,null,2.837,-4.4714,0.789,0.934,6753,1
GO:0009124,"nucleoside monophosphate biosynthetic process",0.531%,null,null,1.968,-2.8904,0.824,0.712,6753,1
GO:0006163,"purine nucleotide metabolic process",3.208%,null,null,2.746,-2.2450,0.778,0.905,6753,1
GO:0009259,"ribonucleotide metabolic process",3.191%,null,null,2.744,-2.2682,0.790,0.904,6753,1
GO:0019693,"ribose phosphate metabolic process",3.272%,null,null,2.754,-2.9392,0.876,0.752,6753,1
GO:0002227,"innate immune response in mucosa",0.098%,-2.860, 6.379,1.255,-2.4137,0.867,0.421,2227,0
GO:0048199,"vesicle targeting, to, from or within Golgi",0.392%,-4.873,-4.242,1.839,-3.6480,0.869,0.422,48199,0
GO:0006888,"ER to Golgi vesicle-mediated transport",1.050%,null,null,2.262,-2.3856,0.883,0.759,48199,1
GO:0006903,"vesicle targeting",0.467%,null,null,1.914,-3.0966,0.874,0.768,48199,1
GO:0048207,"vesicle targeting, rough ER to cis-Golgi",0.364%,null,null,1.806,-3.0389,0.868,0.983,48199,1
GO:0048208,"COPII vesicle coating",0.364%,null,null,1.806,-3.0389,0.804,0.957,48199,1
GO:0032763,"regulation of mast cell cytokine production",0.029%,-4.863, 5.972,0.778,-2.2280,0.830,0.425,32763,0
GO:1901565,"organonitrogen compound catabolic process",2.129%, 7.271,-1.405,2.568,-4.5327,0.846,0.430,1901565,0
GO:0033043,"regulation of organelle organization",6.082%, 0.310,-6.064,3.023,-2.4142,0.894,0.435,33043,0
GO:0006767,"water-soluble vitamin metabolic process",0.485%, 4.165, 0.142,1.929,-2.3496,0.907,0.435,6767,0
GO:0002544,"chronic inflammatory response",0.138%,-0.357, 5.620,1.398,-2.7253,0.929,0.435,2544,0
GO:0035821,"modification of morphology or physiology of other organism",0.542%,-0.909, 0.060,1.978,-2.6839,0.966,0.439,35821,0
GO:0050790,"regulation of catalytic activity",13.993%,-1.066, 0.471,3.385,-2.2346,0.969,0.445,50790,0
GO:0010033,"response to organic substance",16.515%,-1.084, 4.507,3.457,-3.5115,0.927,0.447,10033,0
GO:0043902,"positive regulation of multi-organism process",0.658%,-1.866, 2.253,2.061,-4.6695,0.944,0.448,43902,0
GO:0043903,"regulation of symbiosis, encompassing mutualism through parasitism",1.021%,null,null,2.250,-2.3150,0.960,0.900,43902,1
GO:1903900,"regulation of viral life cycle",0.819%,null,null,2.155,-2.4896,0.957,0.860,43902,1
GO:0046903,"secretion",8.892%,-5.921,-4.917,3.188,-11.5345,0.883,0.449,46903,0
GO:0002520,"immune system development",4.605%,-4.983, 4.790,2.903,-2.9512,0.856,0.453,2520,0
GO:0050852,"T cell receptor signaling pathway",1.027%,-3.870, 6.559,2.253,-3.5137,0.803,0.461,50852,0
GO:0019637,"organophosphate metabolic process",6.849%, 3.049, 0.434,3.075,-2.9777,0.909,0.462,19637,0
GO:0019221,"cytokine-mediated signaling pathway",3.260%,-1.029, 4.582,2.753,-6.2268,0.880,0.464,19221,0
GO:0034341,"response to interferon-gamma",0.935%,null,null,2.212,-2.4733,0.804,0.719,19221,1
GO:0071356,"cellular response to tumor necrosis factor",1.570%,null,null,2.436,-4.6745,0.916,0.803,19221,1
GO:0071345,"cellular response to cytokine stimulus",4.172%,null,null,2.860,-5.8872,0.908,0.882,19221,1
GO:0071347,"cellular response to interleukin-1",0.519%,null,null,1.959,-5.3861,0.924,0.701,19221,1
GO:0070498,"interleukin-1-mediated signaling pathway",0.115%,null,null,1.322,-5.7384,0.911,0.829,19221,1
GO:0034612,"response to tumor necrosis factor",1.673%,null,null,2.464,-4.2906,0.923,0.775,19221,1
GO:0033209,"tumor necrosis factor-mediated signaling pathway",0.964%,null,null,2.225,-5.0749,0.893,0.914,19221,1
GO:1901136,"carbohydrate derivative catabolic process",1.021%, 5.415, 0.429,2.250,-3.8441,0.880,0.470,1901136,0
GO:0050702,"interleukin-1 beta secretion",0.208%,-5.965,-3.461,1.568,-4.1045,0.837,0.473,50702,0
GO:0050715,"positive regulation of cytokine secretion",0.589%,null,null,2.013,-3.1416,0.786,0.801,50702,1
GO:0050718,"positive regulation of interleukin-1 beta secretion",0.127%,null,null,1.362,-2.3314,0.807,0.939,50702,1
GO:0050704,"regulation of interleukin-1 secretion",0.190%,null,null,1.531,-3.3300,0.813,0.970,50702,1
GO:0050701,"interleukin-1 secretion",0.237%,null,null,1.623,-3.9620,0.836,0.901,50702,1
GO:0050707,"regulation of cytokine secretion",0.894%,null,null,2.193,-2.8193,0.792,0.920,50702,1
GO:0050706,"regulation of interleukin-1 beta secretion",0.167%,null,null,1.477,-3.0820,0.815,0.960,50702,1
GO:0032611,"interleukin-1 beta production",0.329%,null,null,1.763,-2.9097,0.930,0.936,50702,1
GO:0033260,"nuclear DNA replication",0.162%, 2.831,-0.918,1.462,-4.3411,0.817,0.477,33260,0
GO:0006271,"DNA strand elongation involved in DNA replication",0.104%,null,null,1.279,-2.6907,0.899,0.717,33260,1
GO:0006275,"regulation of DNA replication",0.664%,null,null,2.064,-2.2902,0.865,0.814,33260,1
GO:0006261,"DNA-dependent DNA replication",0.819%,null,null,2.155,-3.6463,0.886,0.712,33260,1
GO:0006267,"pre-replicative complex assembly involved in nuclear cell cycle DNA replication",0.012%,null,null,0.477,-2.6127,0.814,0.792,33260,1
GO:0044786,"cell cycle DNA replication",0.214%,null,null,1.580,-4.1530,0.816,0.758,33260,1
GO:1902299,"pre-replicative complex assembly involved in cell cycle DNA replication",0.012%,null,null,0.477,-2.6127,0.814,1.000,33260,1
GO:0090329,"regulation of DNA-dependent DNA replication",0.254%,null,null,1.653,-2.7989,0.871,0.786,33260,1
GO:0032201,"telomere maintenance via semi-conservative replication",0.035%,null,null,0.845,-2.6416,0.775,0.852,33260,1
GO:1902969,"mitotic DNA replication",0.046%,null,null,0.954,-2.3634,0.827,0.870,33260,1
GO:0032103,"positive regulation of response to external stimulus",1.518%,-2.272, 5.175,2.422,-3.3214,0.882,0.481,32103,0
GO:0006810,"transport",29.215%,-6.332,-5.270,3.704,-6.5429,0.888,0.496,6810,0
GO:0046386,"deoxyribose phosphate catabolic process",0.110%, 7.326, 0.215,1.301,-3.9613,0.851,0.498,46386,0
GO:1901292,"nucleoside phosphate catabolic process",0.421%,null,null,1.869,-3.8248,0.776,0.798,46386,1
GO:0009166,"nucleotide catabolic process",0.381%,null,null,1.826,-3.0909,0.777,0.888,46386,1
GO:0009219,"pyrimidine deoxyribonucleotide metabolic process",0.098%,null,null,1.255,-3.1271,0.827,0.924,46386,1
GO:0009264,"deoxyribonucleotide catabolic process",0.104%,null,null,1.279,-3.1271,0.793,0.717,46386,1
GO:0009394,"2'-deoxyribonucleotide metabolic process",0.162%,null,null,1.462,-2.9318,0.834,0.959,46386,1
GO:0033993,"response to lipid",5.055%,-0.935, 4.035,2.943,-2.5331,0.929,0.498,33993,0
GO:0070201,"regulation of establishment of protein localization",4.737%,-6.182,-5.151,2.915,-3.3703,0.842,0.504,70201,0
GO:0015031,"protein transport",10.889%,null,null,3.276,-4.4224,0.861,0.715,70201,1
GO:0051222,"positive regulation of protein transport",2.689%,null,null,2.669,-2.2944,0.827,0.816,70201,1
GO:0051223,"regulation of protein transport",4.310%,null,null,2.874,-2.6670,0.835,0.878,70201,1
GO:0006886,"intracellular protein transport",6.145%,null,null,3.028,-3.9225,0.851,0.752,70201,1
GO:1904951,"positive regulation of establishment of protein localization",3.006%,null,null,2.718,-2.9495,0.834,0.830,70201,1
GO:0008104,"protein localization",14.414%,null,null,3.398,-2.4733,0.884,0.720,70201,1
GO:0045184,"establishment of protein localization",11.829%,null,null,3.312,-4.6539,0.870,0.762,70201,1
GO:0002244,"hematopoietic progenitor cell differentiation",0.554%,-4.113, 3.980,1.987,-3.5984,0.862,0.505,2244,0
