term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0046209,"nitric oxide metabolic process",0.398%,null,null,1.845,-2.2701,0.920,0.979,45428,1
GO:0007166,"cell surface receptor signaling pathway",15.868%, 4.804,-4.100,3.439,-6.0379,0.814,0.242,7166,0
GO:0071498,"cellular response to fluid shear stress",0.110%, 2.660,-0.331,1.301,-2.1842,0.923,0.242,71498,0
GO:0042221,"response to chemical",23.993%, 4.551,-3.911,3.619,-2.5700,0.909,0.242,42221,0
GO:0016567,"protein ubiquitination",4.737%,-3.130,-1.967,2.915,-2.4790,0.877,0.253,16567,0
GO:0032446,"protein modification by small protein conjugation",5.234%,null,null,2.958,-2.2701,0.876,0.858,16567,1
GO:0000209,"protein polyubiquitination",1.673%,null,null,2.464,-2.5988,0.893,0.783,16567,1
GO:0034405,"response to fluid shear stress",0.202%, 3.400, 1.852,1.556,-2.6058,0.930,0.258,34405,0
GO:0038203,"TORC2 signaling",0.040%, 2.838,-1.763,0.903,-2.1218,0.899,0.268,38203,0
GO:0046898,"response to cycloheximide",0.029%, 4.003,-4.435,0.778,-2.5172,0.914,0.268,46898,0
GO:0048024,"regulation of mRNA splicing, via spliceosome",0.410%,-6.683,-1.314,1.857,-2.4019,0.852,0.275,48024,0
GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.092%,null,null,1.230,-2.0172,0.796,0.773,48024,1
GO:0006612,"protein targeting to membrane",1.091%, 0.040, 0.592,2.279,-2.2541,0.963,0.277,6612,0
GO:0071229,"cellular response to acid chemical",1.137%, 5.990,-5.670,2.297,-3.1870,0.882,0.288,71229,0
GO:0071230,"cellular response to amino acid stimulus",0.375%,null,null,1.820,-2.2928,0.876,0.777,71229,1
GO:0001101,"response to acid chemical",1.858%, 4.827,-4.861,2.509,-2.4943,0.902,0.308,1101,0
GO:0035914,"skeletal muscle cell differentiation",0.375%, 0.373, 3.305,1.820,-2.1610,0.953,0.310,35914,0
GO:0051246,"regulation of protein metabolic process",14.651%,-7.140,-2.465,3.405,-5.1834,0.784,0.312,51246,0
GO:0042180,"cellular ketone metabolic process",1.344%,-0.067,-1.278,2.369,-2.2398,0.932,0.325,42180,0
GO:0038061,"NIK/NF-kappaB signaling",0.716%, 2.982,-2.516,2.097,-2.9141,0.869,0.352,38061,0
GO:0010646,"regulation of cell communication",17.651%, 2.289,-2.539,3.486,-2.6387,0.873,0.355,10646,0
GO:0019886,"antigen processing and presentation of exogenous peptide antigen via MHC class II",0.531%, 2.307, 7.053,1.968,-4.0938,0.817,0.358,19886,0
GO:0002478,"antigen processing and presentation of exogenous peptide antigen",0.975%,null,null,2.230,-2.9090,0.808,0.923,19886,1
GO:0048002,"antigen processing and presentation of peptide antigen",1.062%,null,null,2.267,-2.7066,0.807,0.932,19886,1
GO:0002504,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0.565%,null,null,1.996,-3.9658,0.818,0.817,19886,1
GO:0002495,"antigen processing and presentation of peptide antigen via MHC class II",0.548%,null,null,1.982,-4.0104,0.817,0.985,19886,1
GO:0019884,"antigen processing and presentation of exogenous antigen",1.016%,null,null,2.248,-3.7284,0.808,0.872,19886,1
GO:0023051,"regulation of signaling",17.946%, 3.034,-2.477,3.493,-2.4019,0.881,0.358,23051,0
GO:0034762,"regulation of transmembrane transport",2.452%, 0.620, 0.856,2.629,-2.0882,0.928,0.361,34762,0
GO:0043123,"positive regulation of I-kappaB kinase/NF-kappaB signaling",1.044%, 3.139,-1.159,2.260,-5.5848,0.757,0.367,43123,0
GO:0043122,"regulation of I-kappaB kinase/NF-kappaB signaling",1.379%,null,null,2.380,-4.9146,0.818,0.930,43123,1
GO:0046325,"negative regulation of glucose import",0.075%,-0.941, 1.905,1.146,-2.0164,0.931,0.370,46325,0
GO:0035556,"intracellular signal transduction",15.101%, 5.349,-4.525,3.418,-4.3982,0.816,0.388,35556,0
GO:0002396,"MHC protein complex assembly",0.029%,-0.362, 0.001,0.778,-4.1578,0.979,0.393,2396,0
GO:0019882,"antigen processing and presentation",1.339%, 2.400, 7.020,2.367,-3.8788,0.833,0.402,19882,0
GO:1901222,"regulation of NIK/NF-kappaB signaling",0.329%, 4.911,-0.120,1.763,-3.3081,0.843,0.403,1901222,0
GO:1901224,"positive regulation of NIK/NF-kappaB signaling",0.225%,null,null,1.602,-2.1757,0.792,0.830,1901222,1
GO:0023056,"positive regulation of signaling",9.100%, 1.307,-1.921,3.198,-4.4920,0.794,0.405,23056,0
GO:0010647,"positive regulation of cell communication",9.054%, 0.861,-1.973,3.196,-4.3995,0.784,0.410,10647,0
GO:0043331,"response to dsRNA",0.485%, 4.115,-4.438,1.929,-2.1664,0.898,0.412,43331,0
GO:0048523,"negative regulation of cellular process",24.951%,-3.110,-1.501,3.636,-2.7375,0.869,0.426,48523,0
GO:0070665,"positive regulation of leukocyte proliferation",0.773%,-3.256, 1.900,2.130,-4.3730,0.804,0.429,70665,0
GO:0042100,"B cell proliferation",0.508%,null,null,1.949,-2.9141,0.753,0.806,70665,1
GO:0042098,"T cell proliferation",1.010%,null,null,2.246,-2.4790,0.703,0.940,70665,1
GO:0070663,"regulation of leukocyte proliferation",1.171%,null,null,2.310,-4.0156,0.867,0.945,70665,1
GO:0042129,"regulation of T cell proliferation",0.848%,null,null,2.170,-2.0189,0.645,0.957,70665,1
GO:0032943,"mononuclear cell proliferation",1.495%,null,null,2.415,-4.2731,0.914,0.972,70665,1
GO:0032944,"regulation of mononuclear cell proliferation",1.131%,null,null,2.294,-3.8436,0.865,0.980,70665,1
GO:0032946,"positive regulation of mononuclear cell proliferation",0.744%,null,null,2.114,-4.4762,0.804,0.984,70665,1
GO:0030890,"positive regulation of B cell proliferation",0.225%,null,null,1.602,-2.6115,0.668,0.890,70665,1
GO:0030888,"regulation of B cell proliferation",0.329%,null,null,1.763,-2.7750,0.705,0.831,70665,1
GO:0050671,"positive regulation of lymphocyte proliferation",0.739%,null,null,2.111,-4.4881,0.631,0.908,70665,1
GO:0050670,"regulation of lymphocyte proliferation",1.125%,null,null,2.292,-3.8637,0.670,0.952,70665,1
GO:0046651,"lymphocyte proliferation",1.483%,null,null,2.412,-4.3730,0.727,0.901,70665,1
GO:0006952,"defense response",8.904%, 4.241,-1.638,3.189,-6.5778,0.892,0.431,6952,0
GO:0006468,"protein phosphorylation",10.854%,-4.026,-2.111,3.275,-5.1834,0.825,0.435,6468,0
GO:0031323,"regulation of cellular metabolic process",33.837%,-6.962,-2.641,3.768,-4.5967,0.771,0.440,31323,0
GO:2000116,"regulation of cysteine-type endopeptidase activity",1.235%,-5.974,-1.858,2.332,-3.2151,0.786,0.441,2000116,0
GO:0045862,"positive regulation of proteolysis",2.141%,null,null,2.571,-2.3987,0.718,0.739,2000116,1
GO:0010950,"positive regulation of endopeptidase activity",0.831%,null,null,2.161,-3.1870,0.723,0.957,2000116,1
GO:0052548,"regulation of endopeptidase activity",2.170%,null,null,2.576,-2.0546,0.771,0.893,2000116,1
GO:0010952,"positive regulation of peptidase activity",0.929%,null,null,2.210,-2.6629,0.723,0.810,2000116,1
GO:2001056,"positive regulation of cysteine-type endopeptidase activity",0.750%,null,null,2.117,-3.2356,0.726,0.807,2000116,1
GO:0043280,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.698%,null,null,2.086,-2.1587,0.712,0.964,2000116,1
GO:0006919,"activation of cysteine-type endopeptidase activity involved in apoptotic process",0.496%,null,null,1.940,-2.6115,0.722,0.932,2000116,1
GO:0010033,"response to organic substance",16.515%, 5.924,-4.701,3.457,-5.7868,0.869,0.447,10033,0
GO:0043902,"positive regulation of multi-organism process",0.658%,-2.035, 1.311,2.061,-3.1286,0.877,0.448,43902,0
GO:0048584,"positive regulation of response to stimulus",12.268%, 3.215,-1.489,3.328,-6.9651,0.735,0.451,48584,0
GO:0031057,"negative regulation of histone modification",0.225%,-5.514,-1.951,1.602,-2.2577,0.810,0.454,31057,0
GO:0031061,"negative regulation of histone methylation",0.110%,null,null,1.301,-2.0548,0.822,0.910,31057,1
GO:0033127,"regulation of histone phosphorylation",0.075%,null,null,1.146,-2.1728,0.825,0.725,31057,1
GO:0007165,"signal transduction",33.618%, 3.975,-4.606,3.765,-2.3157,0.791,0.454,7165,0
GO:1901698,"response to nitrogen compound",5.326%, 6.179,-5.365,2.966,-2.1610,0.889,0.458,1901698,0
GO:0002764,"immune response-regulating signaling pathway",3.589%, 5.488, 3.414,2.794,-4.9520,0.642,0.462,2764,0
GO:0002429,"immune response-activating cell surface receptor signaling pathway",2.545%,null,null,2.645,-3.0056,0.596,0.910,2764,1
GO:0050852,"T cell receptor signaling pathway",1.027%,null,null,2.253,-3.0375,0.634,0.806,2764,1
GO:0050851,"antigen receptor-mediated signaling pathway",1.564%,null,null,2.435,-3.1759,0.617,0.851,2764,1
GO:0050778,"positive regulation of immune response",4.501%,null,null,2.893,-4.4920,0.594,0.835,2764,1
GO:0050776,"regulation of immune response",5.799%,null,null,3.003,-6.6151,0.649,0.737,2764,1
GO:0031349,"positive regulation of defense response",2.441%,null,null,2.627,-3.4522,0.735,0.827,2764,1
GO:0002684,"positive regulation of immune system process",6.047%,null,null,3.021,-4.2652,0.650,0.805,2764,1
GO:0002221,"pattern recognition receptor signaling pathway",1.027%,null,null,2.253,-2.6639,0.619,0.926,2764,1
GO:0002218,"activation of innate immune response",1.662%,null,null,2.461,-3.2454,0.613,0.945,2764,1
GO:0045088,"regulation of innate immune response",2.279%,null,null,2.598,-4.2766,0.657,0.755,2764,1
GO:0002253,"activation of immune response",3.716%,null,null,2.810,-3.4811,0.600,0.888,2764,1
GO:0045089,"positive regulation of innate immune response",1.910%,null,null,2.521,-3.7121,0.609,0.915,2764,1
GO:0002768,"immune response-regulating cell surface receptor signaling pathway",2.724%,null,null,2.675,-3.6162,0.646,0.919,2764,1
GO:0002757,"immune response-activating signal transduction",3.405%,null,null,2.772,-3.9658,0.586,0.800,2764,1
GO:0002758,"innate immune response-activating signal transduction",1.621%,null,null,2.450,-3.4554,0.600,0.855,2764,1
GO:0019221,"cytokine-mediated signaling pathway",3.260%, 5.876,-4.954,2.753,-7.1005,0.775,0.464,19221,0
GO:0034341,"response to interferon-gamma",0.935%,null,null,2.212,-4.4694,0.721,0.719,19221,1
GO:0071356,"cellular response to tumor necrosis factor",1.570%,null,null,2.436,-2.1200,0.852,0.803,19221,1
GO:0071345,"cellular response to cytokine stimulus",4.172%,null,null,2.860,-6.8812,0.836,0.882,19221,1
GO:0071347,"cellular response to interleukin-1",0.519%,null,null,1.959,-2.1083,0.866,0.701,19221,1
GO:0070498,"interleukin-1-mediated signaling pathway",0.115%,null,null,1.322,-2.0278,0.838,0.829,19221,1
GO:0060759,"regulation of response to cytokine stimulus",0.877%,null,null,2.185,-2.1728,0.801,0.713,19221,1
GO:0046649,"lymphocyte activation",3.947%, 2.377, 7.018,2.836,-6.0021,0.757,0.469,46649,0
GO:0051249,"regulation of lymphocyte activation",2.620%,null,null,2.658,-3.4265,0.680,0.853,46649,1
GO:0051251,"positive regulation of lymphocyte activation",1.875%,null,null,2.513,-2.7066,0.630,0.895,46649,1
GO:0050870,"positive regulation of T cell activation",1.235%,null,null,2.332,-3.2610,0.611,0.928,46649,1
GO:0050863,"regulation of T cell activation",1.777%,null,null,2.490,-3.4235,0.654,0.924,46649,1
GO:0050867,"positive regulation of cell activation",2.077%,null,null,2.558,-2.3433,0.749,0.889,46649,1
GO:0045321,"leukocyte activation",7.011%,null,null,3.085,-5.2993,0.744,0.794,46649,1
GO:0030217,"T cell differentiation",1.246%,null,null,2.336,-3.2640,0.713,0.883,46649,1
GO:0042110,"T cell activation",2.637%,null,null,2.661,-4.9171,0.712,0.720,46649,1
GO:0042113,"B cell activation",1.598%,null,null,2.444,-2.7139,0.765,0.799,46649,1
GO:0007159,"leukocyte cell-cell adhesion",2.874%,null,null,2.698,-2.3052,0.912,0.845,46649,1
GO:0002366,"leukocyte activation involved in immune response",3.895%,null,null,2.830,-2.4090,0.703,0.763,46649,1
GO:0046634,"regulation of alpha-beta T cell activation",0.427%,null,null,1.875,-2.2279,0.698,0.926,46649,1
GO:0046631,"alpha-beta T cell activation",0.675%,null,null,2.072,-2.8113,0.750,0.820,46649,1
GO:0046632,"alpha-beta T cell differentiation",0.519%,null,null,1.959,-2.6179,0.736,0.796,46649,1
GO:0002696,"positive regulation of leukocyte activation",2.025%,null,null,2.547,-2.4292,0.635,0.963,46649,1
GO:0002694,"regulation of leukocyte activation",2.977%,null,null,2.713,-3.4117,0.685,0.934,46649,1
GO:0002263,"cell activation involved in immune response",3.907%,null,null,2.831,-2.3634,0.708,0.768,46649,1
GO:0002285,"lymphocyte activation involved in immune response",0.900%,null,null,2.196,-2.1218,0.733,0.783,46649,1
GO:0022409,"positive regulation of cell-cell adhesion",1.460%,null,null,2.405,-2.3157,0.798,0.772,46649,1
GO:0022408,"negative regulation of cell-cell adhesion",0.796%,null,null,2.143,-2.0278,0.852,0.853,46649,1
GO:0022407,"regulation of cell-cell adhesion",2.291%,null,null,2.600,-2.1209,0.866,0.819,46649,1
GO:1903039,"positive regulation of leukocyte cell-cell adhesion",1.287%,null,null,2.350,-2.7066,0.797,0.952,46649,1
GO:1903037,"regulation of leukocyte cell-cell adhesion",1.864%,null,null,2.511,-2.9940,0.861,0.905,46649,1
GO:1903038,"negative regulation of leukocyte cell-cell adhesion",0.565%,null,null,1.996,-2.2566,0.853,0.785,46649,1
GO:0048522,"positive regulation of cellular process",27.732%,-4.621, 0.852,3.682,-6.9651,0.786,0.479,48522,0
GO:0002520,"immune system development",4.605%, 2.107, 7.453,2.903,-6.6151,0.790,0.481,2520,0
GO:0051092,"positive regulation of NF-kappaB transcription factor activity",0.785%,-5.857,-0.073,2.137,-2.4897,0.776,0.484,51092,0
GO:0044267,"cellular protein metabolic process",28.505%,-5.299,-2.284,3.694,-3.4907,0.861,0.488,44267,0
GO:0051241,"negative regulation of multicellular organismal process",5.741%,-1.552, 3.750,2.998,-2.1397,0.871,0.510,51241,0
GO:1901700,"response to oxygen-containing compound",8.679%, 6.297,-5.280,3.178,-2.0664,0.881,0.511,1901700,0
GO:0060548,"negative regulation of cell death",5.222%,-1.380,-0.311,2.957,-2.2460,0.873,0.512,60548,0
GO:0012501,"programmed cell death",11.246%,null,null,3.290,-2.1014,0.949,0.846,60548,1
GO:0006915,"apoptotic process",10.537%,null,null,3.262,-2.0363,0.949,0.722,60548,1
GO:0080134,"regulation of response to stress",7.657%, 5.300, 0.101,3.123,-5.1749,0.802,0.515,80134,0
GO:0071396,"cellular response to lipid",3.076%, 5.820,-5.149,2.728,-2.5809,0.863,0.515,71396,0
GO:0032103,"positive regulation of response to external stimulus",1.518%, 1.697, 1.468,2.422,-4.9550,0.769,0.516,32103,0
GO:0002830,"positive regulation of type 2 immune response",0.087%, 1.943, 6.286,1.204,-2.2170,0.723,0.517,2830,0
GO:0048585,"negative regulation of response to stimulus",8.003%, 4.414,-0.308,3.142,-2.2460,0.796,0.519,48585,0
GO:0033554,"cellular response to stress",10.496%, 5.565,-2.888,3.260,-2.0709,0.872,0.521,33554,0
GO:0006355,"regulation of transcription, DNA-templated",20.929%,-6.889,-2.381,3.560,-2.7750,0.735,0.524,6355,0
GO:0031326,"regulation of cellular biosynthetic process",24.939%,null,null,3.636,-2.9807,0.755,0.723,6355,1
GO:0051252,"regulation of RNA metabolic process",21.864%,null,null,3.579,-2.7766,0.751,0.706,6355,1
GO:2001141,"regulation of RNA biosynthetic process",21.160%,null,null,3.564,-2.3622,0.736,0.762,6355,1
GO:0006351,"transcription, DNA-templated",21.881%,null,null,3.579,-2.0709,0.841,0.766,6355,1
GO:0010556,"regulation of macromolecule biosynthetic process",23.855%,null,null,3.616,-2.4675,0.759,0.730,6355,1
GO:2000112,"regulation of cellular macromolecule biosynthetic process",23.220%,null,null,3.605,-3.0316,0.747,0.722,6355,1
GO:1903506,"regulation of nucleic acid-templated transcription",21.073%,null,null,3.563,-2.3894,0.736,0.785,6355,1
GO:0090360,"platelet-derived growth factor production",0.017%, 0.215, 1.925,0.602,-2.0217,0.956,0.525,90360,0
GO:0090361,"regulation of platelet-derived growth factor production",0.017%, 0.152, 2.041,0.602,-2.0217,0.926,0.525,90361,0
GO:0031325,"positive regulation of cellular metabolic process",16.590%,-6.851,-0.449,3.459,-6.0823,0.695,0.526,31325,0
GO:0010604,"positive regulation of macromolecule metabolic process",16.613%,null,null,3.459,-4.7330,0.698,0.793,31325,1
GO:0009891,"positive regulation of biosynthetic process",10.340%,null,null,3.254,-2.5958,0.716,0.701,31325,1
GO:0051173,"positive regulation of nitrogen compound metabolic process",10.404%,null,null,3.256,-4.9257,0.717,0.702,31325,1
GO:0032870,"cellular response to hormone stimulus",3.612%, 5.974,-5.235,2.797,-2.3610,0.853,0.527,32870,0
GO:0071495,"cellular response to endogenous stimulus",7.144%,null,null,3.093,-2.0457,0.910,0.728,32870,1
GO:0044093,"positive regulation of molecular function",10.998%,-1.246, 0.520,3.280,-4.6985,0.885,0.530,44093,0
GO:0070673,"response to interleukin-18",0.052%, 4.473,-4.408,1.000,-2.0307,0.903,0.530,70673,0
GO:0009893,"positive regulation of metabolic process",17.715%,-6.104,-0.088,3.487,-5.7435,0.749,0.537,9893,0
GO:0009889,"regulation of biosynthetic process",25.216%,-6.385,-1.763,3.641,-2.6058,0.790,0.537,9889,0
GO:0051171,"regulation of nitrogen compound metabolic process",25.470%,-6.197,-1.601,3.645,-3.8242,0.788,0.540,51171,0
GO:0097012,"response to granulocyte macrophage colony-stimulating factor",0.063%, 4.451,-4.424,1.079,-2.2701,0.901,0.540,97012,0
GO:0071409,"cellular response to cycloheximide",0.017%, 4.221,-4.512,0.602,-2.2157,0.905,0.544,71409,0
GO:0002250,"adaptive immune response",2.845%, 3.855, 5.889,2.694,-3.7227,0.765,0.546,2250,0
GO:0031329,"regulation of cellular catabolic process",2.256%,-6.853,-1.422,2.593,-2.0307,0.829,0.559,31329,0
