term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0045860,"positive regulation of protein kinase activity",2.793%,null,null,2.686,-2.9644,0.631,0.893,32147,1
GO:0045859,"regulation of protein kinase activity",4.322%,null,null,2.875,-2.3963,0.676,0.880,32147,1
GO:0071902,"positive regulation of protein serine/threonine kinase activity",1.754%,null,null,2.484,-2.2571,0.652,0.894,32147,1
GO:0045937,"positive regulation of phosphate metabolic process",6.099%,null,null,3.024,-2.4236,0.675,0.919,32147,1
GO:0071900,"regulation of protein serine/threonine kinase activity",2.764%,null,null,2.681,-2.1410,0.695,0.789,32147,1
GO:0051347,"positive regulation of transferase activity",3.780%,null,null,2.817,-2.6292,0.875,0.740,32147,1
GO:0043549,"regulation of kinase activity",4.651%,null,null,2.907,-2.2359,0.722,0.854,32147,1
GO:0042327,"positive regulation of phosphorylation",5.384%,null,null,2.970,-2.2660,0.676,0.892,32147,1
GO:0033674,"positive regulation of kinase activity",2.989%,null,null,2.715,-2.7847,0.668,0.834,32147,1
GO:0032870,"cellular response to hormone stimulus",3.612%, 5.977, 2.697,2.797,-3.4505,0.899,0.003,32870,0
GO:0032869,"cellular response to insulin stimulus",1.131%,null,null,2.294,-2.0700,0.911,0.734,32870,1
GO:0006914,"autophagy",2.643%, 0.017,-0.132,2.662,-2.3128,0.990,0.003,6914,0
GO:0007154,"cell communication",36.705%, 0.394,-0.333,3.804,-2.0249,0.990,0.005,7154,0
GO:0070661,"leukocyte proliferation",1.570%, 1.068, 0.368,2.436,-4.1990,0.944,0.013,70661,0
GO:0008283,"cell proliferation",11.321%, 0.255,-0.496,3.293,-2.3123,0.981,0.017,8283,0
GO:0016999,"antibiotic metabolic process",0.012%, 0.061,-0.094,0.477,-2.0465,0.966,0.032,16999,0
GO:0006067,"ethanol metabolic process",0.121%, 0.176, 0.942,1.342,-2.4025,0.946,0.032,6067,0
GO:0006068,"ethanol catabolic process",0.069%,null,null,1.114,-2.0779,0.906,0.822,6067,1
GO:0048103,"somatic stem cell division",0.127%, 0.820,-0.228,1.362,-2.1753,0.976,0.033,48103,0
GO:0071887,"leukocyte apoptotic process",0.589%, 1.451,-2.055,2.013,-2.4289,0.944,0.038,71887,0
GO:0030155,"regulation of cell adhesion",3.780%, 0.249, 0.378,2.817,-2.2390,0.895,0.045,30155,0
GO:0009306,"protein secretion",2.856%, 0.628,-2.219,2.695,-2.2378,0.949,0.046,9306,0
GO:0009056,"catabolic process",11.471%,-0.285,-0.855,3.299,-2.9617,0.942,0.049,9056,0
GO:0001775,"cell activation",7.900%, 0.002,-0.063,3.137,-4.9260,0.965,0.057,1775,0
GO:0008219,"cell death",11.881%, 0.228,-0.312,3.314,-3.1064,0.963,0.075,8219,0
GO:0048518,"positive regulation of biological process",30.969%,-1.323, 2.080,3.730,-4.5611,0.902,0.075,48518,0
GO:0065009,"regulation of molecular function",17.288%, 0.621, 0.015,3.477,-2.2335,0.929,0.090,65009,0
GO:0019538,"protein metabolic process",31.991%,-5.348, 1.286,3.744,-4.1198,0.889,0.113,19538,0
GO:1901222,"regulation of NIK/NF-kappaB signaling",0.329%, 4.803, 6.307,1.763,-2.4505,0.857,0.120,1901222,0
GO:0007250,"activation of NF-kappaB-inducing kinase activity",0.104%,null,null,1.279,-2.4604,0.684,0.779,1901222,1
GO:0048519,"negative regulation of biological process",26.855%,-1.176, 1.622,3.668,-2.3911,0.905,0.134,48519,0
GO:0048583,"regulation of response to stimulus",21.610%, 4.386, 4.502,3.574,-7.0779,0.865,0.148,48583,0
GO:0019222,"regulation of metabolic process",35.730%,-2.886, 1.765,3.792,-3.3956,0.875,0.151,19222,0
GO:0043902,"positive regulation of multi-organism process",0.658%, 0.030, 4.786,2.061,-2.7563,0.866,0.178,43902,0
GO:0048524,"positive regulation of viral process",0.479%,null,null,1.924,-2.1905,0.857,0.815,43902,1
GO:0001816,"cytokine production",3.745%, 0.539,-3.070,2.813,-2.1606,0.963,0.186,1816,0
GO:1903232,"melanosome assembly",0.029%, 0.064,-1.586,0.778,-2.0779,0.970,0.189,1903232,0
GO:0009605,"response to external stimulus",12.043%, 4.366, 3.076,3.320,-2.5874,0.937,0.197,9605,0
GO:0043170,"macromolecule metabolic process",53.306%,-4.834, 0.840,3.966,-2.6528,0.908,0.197,43170,0
GO:0006807,"nitrogen compound metabolic process",40.081%,-3.661,-0.225,3.842,-2.4599,0.923,0.197,6807,0
GO:0000122,"negative regulation of transcription from RNA polymerase II promoter",4.380%,-6.161, 3.431,2.881,-3.1160,0.740,0.202,122,0
GO:1902679,"negative regulation of RNA biosynthetic process",6.688%,null,null,3.064,-3.0555,0.719,0.916,122,1
GO:0031327,"negative regulation of cellular biosynthetic process",8.419%,null,null,3.164,-2.8304,0.740,0.868,122,1
GO:0051253,"negative regulation of RNA metabolic process",6.965%,null,null,3.082,-3.3706,0.729,0.875,122,1
GO:0045934,"negative regulation of nucleobase-containing compound metabolic process",7.807%,null,null,3.132,-2.9174,0.738,0.788,122,1
GO:0045892,"negative regulation of transcription, DNA-templated",6.411%,null,null,3.046,-2.5820,0.720,0.925,122,1
GO:0010558,"negative regulation of macromolecule biosynthetic process",8.003%,null,null,3.142,-2.7473,0.739,0.900,122,1
GO:2000113,"negative regulation of cellular macromolecule biosynthetic process",7.576%,null,null,3.119,-2.3814,0.730,0.890,122,1
GO:1903507,"negative regulation of nucleic acid-templated transcription",6.659%,null,null,3.063,-3.0739,0.719,0.865,122,1
GO:0036066,"protein O-linked fucosylation",0.069%,-4.719, 0.152,1.114,-2.1043,0.879,0.203,36066,0
GO:0001819,"positive regulation of cytokine production",2.256%, 0.018, 4.327,2.593,-2.9043,0.825,0.206,1819,0
GO:0001817,"regulation of cytokine production",3.387%,null,null,2.769,-2.2531,0.891,0.881,1819,1
GO:0032642,"regulation of chemokine production",0.392%,null,null,1.839,-2.2368,0.913,0.701,1819,1
GO:0035556,"intracellular signal transduction",15.101%, 5.032, 6.058,3.418,-4.9260,0.831,0.210,35556,0
GO:1901564,"organonitrogen compound metabolic process",13.324%,-2.914, 0.635,3.364,-2.6930,0.905,0.213,1901564,0
GO:2000737,"negative regulation of stem cell differentiation",0.104%,-1.295,-4.615,1.279,-2.2862,0.906,0.216,2000737,0
GO:0030163,"protein catabolic process",4.645%,-4.912, 0.489,2.906,-3.1160,0.817,0.218,30163,0
GO:0044257,"cellular protein catabolic process",3.912%,null,null,2.832,-2.4289,0.803,0.896,30163,1
GO:0044265,"cellular macromolecule catabolic process",5.568%,null,null,2.985,-2.9321,0.836,0.837,30163,1
GO:0019941,"modification-dependent protein catabolic process",3.347%,null,null,2.764,-2.2593,0.804,0.962,30163,1
GO:0043632,"modification-dependent macromolecule catabolic process",3.381%,null,null,2.769,-2.4289,0.844,0.816,30163,1
GO:0051603,"proteolysis involved in cellular protein catabolic process",3.710%,null,null,2.809,-2.7615,0.802,0.783,30163,1
GO:0006511,"ubiquitin-dependent protein catabolic process",3.306%,null,null,2.759,-2.1675,0.804,0.929,30163,1
GO:0043412,"macromolecule modification",24.172%,-4.329, 0.893,3.622,-3.7551,0.897,0.230,43412,0
GO:0006950,"response to stress",21.310%, 4.296, 3.400,3.567,-2.4859,0.930,0.233,6950,0
GO:0038203,"TORC2 signaling",0.040%, 3.059, 4.000,0.903,-2.2616,0.907,0.237,38203,0
GO:1904057,"negative regulation of sensory perception of pain",0.012%,-1.019,-0.479,0.477,-2.1622,0.925,0.248,1904057,0
GO:0044238,"primary metabolic process",60.306%,-4.768, 0.707,4.019,-2.1100,0.913,0.268,44238,0
GO:0033030,"negative regulation of neutrophil apoptotic process",0.006%, 1.554,-4.404,0.301,-2.0635,0.833,0.270,33030,0
GO:0050920,"regulation of chemotaxis",0.992%, 6.453, 3.911,2.238,-2.9288,0.846,0.274,50920,0
GO:0032103,"positive regulation of response to external stimulus",1.518%,null,null,2.422,-2.7304,0.794,0.704,50920,1
GO:0035914,"skeletal muscle cell differentiation",0.375%, 0.642,-3.855,1.820,-2.2571,0.951,0.284,35914,0
GO:0071692,"protein localization to extracellular region",0.035%, 0.878,-2.097,0.845,-2.2335,0.985,0.288,71692,0
GO:0051716,"cellular response to stimulus",40.358%, 5.958, 4.284,3.845,-2.4710,0.916,0.294,51716,0
GO:0044237,"cellular metabolic process",59.486%,-4.724, 0.672,4.013,-2.0581,0.910,0.297,44237,0
GO:0038061,"NIK/NF-kappaB signaling",0.716%, 3.184, 4.480,2.097,-2.0779,0.878,0.301,38061,0
GO:0031347,"regulation of defense response",3.964%, 5.531, 5.112,2.838,-2.3814,0.840,0.306,31347,0
GO:0080135,"regulation of cellular response to stress",3.543%,null,null,2.789,-2.1300,0.830,0.723,31347,1
GO:0001732,"formation of cytoplasmic translation initiation complex",0.012%,-3.074, 0.094,0.477,-2.5157,0.897,0.309,1732,0
GO:0070741,"response to interleukin-6",0.185%, 5.030,-0.749,1.519,-2.4299,0.936,0.313,70741,0
GO:0031323,"regulation of cellular metabolic process",33.837%,-6.276, 5.373,3.768,-4.5697,0.740,0.314,31323,0
GO:0044260,"cellular macromolecule metabolic process",48.748%,-6.595, 1.737,3.927,-3.1160,0.868,0.316,44260,0
GO:0016567,"protein ubiquitination",4.737%,-4.807, 0.545,2.915,-2.2747,0.842,0.323,16567,0
GO:0032446,"protein modification by small protein conjugation",5.234%,null,null,2.958,-2.7191,0.841,0.858,16567,1
GO:0000209,"protein polyubiquitination",1.673%,null,null,2.464,-2.1087,0.863,0.783,16567,1
GO:0019886,"antigen processing and presentation of exogenous peptide antigen via MHC class II",0.531%, 2.372,-4.693,1.968,-2.7847,0.861,0.326,19886,0
GO:0002504,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0.565%,null,null,1.996,-2.5820,0.862,0.817,19886,1
GO:0002495,"antigen processing and presentation of peptide antigen via MHC class II",0.548%,null,null,1.982,-2.6527,0.861,0.985,19886,1
GO:0018205,"peptidyl-lysine modification",2.118%,-5.379,-0.247,2.566,-2.1416,0.867,0.332,18205,0
GO:1904784,"NLRP1 inflammasome complex assembly",0.523%,-0.327,-1.392,1.959,-2.2390,0.975,0.343,1904784,0
GO:0010646,"regulation of cell communication",17.651%, 2.097, 5.518,3.486,-3.7721,0.873,0.350,10646,0
GO:0023051,"regulation of signaling",17.946%, 2.809, 5.165,3.493,-3.6750,0.881,0.353,23051,0
GO:0048513,"animal organ development",18.719%, 0.680,-4.951,3.511,-2.0104,0.948,0.355,48513,0
GO:0016570,"histone modification",2.504%,-4.241,-0.331,2.638,-2.2335,0.850,0.374,16570,0
GO:0016571,"histone methylation",0.767%,null,null,2.127,-2.1365,0.870,0.784,16570,1
GO:0016569,"covalent chromatin modification",3.139%,null,null,2.736,-2.3814,0.868,0.854,16570,1
GO:0060313,"negative regulation of blood vessel remodeling",0.017%,-1.075,-1.305,0.602,-2.1667,0.920,0.375,60313,0
GO:0007166,"cell surface receptor signaling pathway",15.868%, 4.554, 5.829,3.439,-3.5314,0.829,0.388,7166,0
GO:2000116,"regulation of cysteine-type endopeptidase activity",1.235%,-6.130, 2.827,2.332,-2.1722,0.772,0.401,2000116,0
GO:0043123,"positive regulation of I-kappaB kinase/NF-kappaB signaling",1.044%, 3.012, 7.624,2.260,-2.2403,0.778,0.403,43123,0
GO:0023056,"positive regulation of signaling",9.100%, 1.639, 8.257,3.198,-4.9260,0.794,0.405,23056,0
GO:1905232,"cellular response to L-glutamate",0.017%, 3.830, 0.116,0.602,-2.4092,0.938,0.409,1905232,0
GO:0010647,"positive regulation of cell communication",9.054%, 1.268, 8.087,3.196,-4.9260,0.785,0.410,10647,0
GO:0070887,"cellular response to chemical stimulus",15.701%, 6.149, 3.655,3.435,-2.7847,0.893,0.420,70887,0
GO:0097191,"extrinsic apoptotic signaling pathway",1.246%, 3.641, 3.675,2.336,-2.2007,0.846,0.423,97191,0
GO:0002520,"immune system development",4.605%, 2.152,-5.605,2.903,-3.1160,0.825,0.425,2520,0
GO:0048523,"negative regulation of cellular process",24.951%,-2.545, 1.532,3.636,-3.1937,0.849,0.426,48523,0
GO:0097011,"cellular response to granulocyte macrophage colony-stimulating factor stimulus",0.063%, 4.661, 0.397,1.079,-2.0465,0.932,0.426,97011,0
GO:0097012,"response to granulocyte macrophage colony-stimulating factor",0.063%, 4.333,-0.280,1.079,-2.0465,0.941,0.426,97012,0
GO:0051246,"regulation of protein metabolic process",14.651%,-7.448, 3.284,3.405,-4.1990,0.746,0.440,51246,0
GO:0033554,"cellular response to stress",10.496%, 5.057, 4.270,3.260,-2.3963,0.905,0.444,33554,0
GO:1901796,"regulation of signal transduction by p53 class mediator",0.964%, 4.922, 6.162,2.225,-2.0465,0.842,0.450,1901796,0
GO:0048584,"positive regulation of response to stimulus",12.268%, 3.343, 7.694,3.328,-7.1116,0.754,0.451,48584,0
GO:0007165,"signal transduction",33.618%, 3.672, 6.544,3.765,-2.6609,0.805,0.454,7165,0
GO:0044093,"positive regulation of molecular function",10.998%,-1.619,-0.909,3.280,-3.6857,0.883,0.464,44093,0
GO:0046777,"protein autophosphorylation",1.333%,-3.636, 0.405,2.365,-2.0776,0.838,0.473,46777,0
GO:0032101,"regulation of response to external stimulus",3.976%, 4.562, 4.559,2.839,-2.2451,0.847,0.475,32101,0
GO:0048522,"positive regulation of cellular process",27.732%,-1.310, 7.783,3.682,-4.4240,0.786,0.479,48522,0
GO:0050778,"positive regulation of immune response",4.501%, 4.085, 4.665,2.893,-2.8832,0.643,0.488,50778,0
GO:0002429,"immune response-activating cell surface receptor signaling pathway",2.545%,null,null,2.645,-2.1811,0.648,0.910,50778,1
GO:0050776,"regulation of immune response",5.799%,null,null,3.003,-3.2254,0.698,0.765,50778,1
GO:0002684,"positive regulation of immune system process",6.047%,null,null,3.021,-2.7847,0.691,0.805,50778,1
GO:0002253,"activation of immune response",3.716%,null,null,2.810,-2.2531,0.651,0.888,50778,1
GO:0002768,"immune response-regulating cell surface receptor signaling pathway",2.724%,null,null,2.675,-2.4877,0.699,0.919,50778,1
GO:0002757,"immune response-activating signal transduction",3.405%,null,null,2.772,-2.4896,0.638,0.828,50778,1
GO:0002764,"immune response-regulating signaling pathway",3.589%,null,null,2.794,-2.8705,0.694,0.835,50778,1
GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.092%,-4.301, 6.361,1.230,-2.9043,0.751,0.496,1900153,0
GO:0061014,"positive regulation of mRNA catabolic process",0.150%,null,null,1.431,-2.3919,0.741,0.932,1900153,1
GO:1900151,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.092%,null,null,1.230,-2.7563,0.803,0.899,1900153,1
GO:1903313,"positive regulation of mRNA metabolic process",0.289%,null,null,1.708,-2.3814,0.772,0.752,1900153,1
GO:0060211,"regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.063%,null,null,1.079,-2.3814,0.808,0.973,1900153,1
GO:0060213,"positive regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.063%,null,null,1.079,-2.5767,0.759,0.973,1900153,1
GO:0006464,"cellular protein modification process",22.683%,-5.967, 1.565,3.595,-4.4240,0.802,0.506,6464,0
GO:0036211,"protein modification process",22.683%,null,null,3.595,-4.4240,0.819,0.726,6464,1
GO:0016032,"viral process",4.091%, 1.069,-1.814,2.851,-2.4064,0.967,0.508,16032,0
GO:0044403,"symbiosis, encompassing mutualism through parasitism",4.322%,null,null,2.875,-2.1905,0.970,0.948,16032,1
GO:0051252,"regulation of RNA metabolic process",21.864%,-7.045, 4.136,3.579,-2.7696,0.715,0.508,51252,0
GO:2001141,"regulation of RNA biosynthetic process",21.160%,null,null,3.564,-2.1606,0.700,0.762,51252,1
GO:0006355,"regulation of transcription, DNA-templated",20.929%,null,null,3.560,-2.2620,0.698,0.706,51252,1
GO:1903506,"regulation of nucleic acid-templated transcription",21.073%,null,null,3.563,-2.1808,0.699,0.785,51252,1
GO:0080134,"regulation of response to stress",7.657%, 4.841, 4.577,3.123,-2.0895,0.832,0.515,80134,0
GO:0006952,"defense response",8.904%, 3.957, 3.129,3.189,-2.0948,0.923,0.521,6952,0
GO:0071396,"cellular response to lipid",3.076%, 5.766, 2.593,2.728,-2.0727,0.905,0.522,71396,0
GO:0031325,"positive regulation of cellular metabolic process",16.590%,-4.398, 7.242,3.459,-4.4727,0.675,0.526,31325,0
GO:0010604,"positive regulation of macromolecule metabolic process",16.613%,null,null,3.459,-4.4199,0.674,0.793,31325,1
GO:0009891,"positive regulation of biosynthetic process",10.340%,null,null,3.254,-3.4041,0.700,0.701,31325,1
GO:0051173,"positive regulation of nitrogen compound metabolic process",10.404%,null,null,3.256,-4.3373,0.699,0.702,31325,1
GO:0031326,"regulation of cellular biosynthetic process",24.939%,-6.487, 5.144,3.636,-3.2151,0.728,0.535,31326,0
GO:0010556,"regulation of macromolecule biosynthetic process",23.855%,null,null,3.616,-2.8864,0.728,0.730,31326,1
GO:2000112,"regulation of cellular macromolecule biosynthetic process",23.220%,null,null,3.605,-2.8304,0.714,0.723,31326,1
GO:0010468,"regulation of gene expression",25.084%,-6.634, 4.139,3.638,-2.0727,0.745,0.536,10468,0
GO:0009893,"positive regulation of metabolic process",17.715%,-3.740, 6.866,3.487,-4.4240,0.729,0.537,9893,0
GO:0009889,"regulation of biosynthetic process",25.216%,-5.572, 4.666,3.641,-3.1218,0.767,0.537,9889,0
GO:0008284,"positive regulation of cell proliferation",4.859%,-0.271, 5.792,2.926,-2.1675,0.793,0.538,8284,0
GO:0051171,"regulation of nitrogen compound metabolic process",25.470%,-5.540, 4.443,3.645,-4.1915,0.763,0.540,51171,0
GO:0043066,"negative regulation of apoptotic process",4.749%,-1.598,-2.384,2.916,-2.1663,0.840,0.542,43066,0
GO:0060548,"negative regulation of cell death",5.222%,null,null,2.957,-2.5820,0.840,0.739,43066,1
GO:0043069,"negative regulation of programmed cell death",4.812%,null,null,2.922,-2.0465,0.840,0.920,43066,1
GO:0043067,"regulation of programmed cell death",8.234%,null,null,3.155,-2.5874,0.862,0.817,43066,1
GO:0012501,"programmed cell death",11.246%,null,null,3.290,-2.8304,0.922,0.846,43066,1
GO:0010941,"regulation of cell death",8.800%,null,null,3.184,-2.7473,0.864,0.802,43066,1
GO:0042981,"regulation of apoptotic process",8.159%,null,null,3.151,-2.2368,0.861,0.886,43066,1
GO:0006915,"apoptotic process",10.537%,null,null,3.262,-2.7847,0.922,0.732,43066,1
GO:0070647,"protein modification by small protein conjugation or removal",6.399%,-5.760, 0.561,3.045,-2.3814,0.843,0.542,70647,0
GO:0032268,"regulation of cellular protein metabolic process",13.728%,-7.371, 3.520,3.377,-3.7562,0.705,0.544,32268,0
GO:0051247,"positive regulation of protein metabolic process",8.840%,null,null,3.186,-3.0524,0.667,0.743,32268,1
GO:0031399,"regulation of protein modification process",9.683%,null,null,3.225,-2.6726,0.711,0.759,32268,1
GO:0035592,"establishment of protein localization to extracellular region",3.505%, 0.578,-2.015,2.784,-2.2378,0.958,0.545,35592,0
GO:0018193,"peptidyl-amino acid modification",6.907%,-6.520, 0.395,3.078,-2.6726,0.841,0.552,18193,0
GO:0043900,"regulation of multi-organism process",1.379%, 0.443,-0.923,2.380,-2.2208,0.925,0.558,43900,0
GO:0002790,"peptide secretion",1.414%, 0.641,-2.174,2.391,-2.1905,0.967,0.564,2790,0
GO:0044267,"cellular protein metabolic process",28.505%,-6.842, 1.550,3.694,-4.3373,0.824,0.566,44267,0
GO:1901565,"organonitrogen compound catabolic process",2.129%,-3.059, 0.495,2.568,-2.0354,0.872,0.572,1901565,0
GO:0006955,"immune response",11.858%, 5.066,-0.554,3.313,-3.7379,0.783,0.579,6955,0
GO:0009895,"negative regulation of catabolic process",0.877%,-4.878, 3.150,2.185,-2.6630,0.782,0.580,9895,0
GO:0031329,"regulation of cellular catabolic process",2.256%,null,null,2.593,-2.0635,0.774,0.797,9895,1
GO:0009896,"positive regulation of catabolic process",1.956%,null,null,2.531,-2.0320,0.722,0.880,9895,1
GO:0009892,"negative regulation of metabolic process",14.605%,-5.338, 3.964,3.403,-2.2208,0.772,0.581,9892,0
GO:0071310,"cellular response to organic substance",12.977%, 6.082, 3.404,3.352,-2.9742,0.886,0.582,71310,0
GO:0009894,"regulation of catabolic process",3.006%,-5.077, 4.191,2.718,-2.6859,0.792,0.583,9894,0
GO:0090025,"regulation of monocyte chemotaxis",0.127%, 6.308, 0.066,1.362,-2.6609,0.761,0.591,90025,0
GO:0050921,"positive regulation of chemotaxis",0.739%,null,null,2.111,-2.2713,0.791,0.789,90025,1
GO:0002548,"monocyte chemotaxis",0.346%,null,null,1.785,-2.0976,0.805,0.914,90025,1
GO:0071675,"regulation of mononuclear cell migration",0.231%,null,null,1.613,-2.2898,0.807,0.842,90025,1
GO:0045086,"positive regulation of interleukin-2 biosynthetic process",0.069%,-4.026, 5.248,1.114,-2.0320,0.766,0.591,45086,0
GO:0050854,"regulation of antigen receptor-mediated signaling pathway",0.265%, 4.555, 4.748,1.672,-2.1147,0.720,0.594,50854,0
GO:0010033,"response to organic substance",16.515%, 5.852, 2.754,3.457,-2.4092,0.908,0.594,10033,0
GO:0016070,"RNA metabolic process",26.924%,-6.778, 1.710,3.669,-2.2819,0.833,0.598,16070,0
GO:0033993,"response to lipid",5.055%, 5.677, 1.696,2.943,-2.6930,0.915,0.598,33993,0
GO:0019221,"cytokine-mediated signaling pathway",3.260%, 6.013, 4.049,2.753,-2.1072,0.831,0.599,19221,0
GO:0022409,"positive regulation of cell-cell adhesion",1.460%,-0.192, 5.097,2.405,-2.3919,0.823,0.601,22409,0
GO:0080090,"regulation of primary metabolic process",33.566%,-6.688, 4.887,3.765,-3.9016,0.748,0.608,80090,0
GO:0060255,"regulation of macromolecule metabolic process",33.630%,-6.329, 4.212,3.766,-2.7694,0.737,0.609,60255,0
GO:0043547,"positive regulation of GTPase activity",3.803%,-1.672,-0.859,2.820,-2.1219,0.884,0.609,43547,0
GO:0043087,"regulation of GTPase activity",4.126%,null,null,2.855,-2.2795,0.889,0.723,43547,1
GO:0051345,"positive regulation of hydrolase activity",5.499%,null,null,2.980,-2.7696,0.878,0.766,43547,1
GO:0051336,"regulation of hydrolase activity",7.934%,-1.777,-0.984,3.139,-2.5851,0.882,0.612,51336,0
GO:0006468,"protein phosphorylation",10.854%,-5.258, 1.200,3.275,-3.0078,0.785,0.619,6468,0
GO:0032753,"positive regulation of interleukin-4 production",0.127%, 0.044, 3.370,1.362,-2.2466,0.870,0.625,32753,0
GO:0070936,"protein K48-linked ubiquitination",0.283%,-3.107, 0.079,1.699,-2.0570,0.888,0.627,70936,0
GO:0002252,"immune effector process",6.896%, 2.441,-4.622,3.078,-2.1128,0.837,0.627,2252,0
GO:0031324,"negative regulation of cellular metabolic process",13.589%,-6.637, 4.151,3.372,-3.4949,0.740,0.641,31324,0
GO:0009890,"negative regulation of biosynthetic process",8.546%,null,null,3.171,-2.7490,0.760,0.737,31324,1
GO:0051172,"negative regulation of nitrogen compound metabolic process",8.632%,null,null,3.175,-2.9742,0.756,0.739,31324,1
GO:0002682,"regulation of immune system process",8.344%, 2.486,-4.665,3.160,-3.7245,0.776,0.653,2682,0
GO:0016310,"phosphorylation",13.018%,-2.528, 1.404,3.354,-2.2819,0.863,0.655,16310,0
GO:0043299,"leukocyte degranulation",3.064%, 2.228,-4.561,2.726,-2.1711,0.817,0.655,43299,0
GO:0002444,"myeloid leukocyte mediated immunity",3.133%,null,null,2.736,-2.0325,0.841,0.717,43299,1
GO:0043408,"regulation of MAPK cascade",3.883%,-1.123, 7.015,2.829,-2.6247,0.615,0.656,43408,0
GO:0001932,"regulation of protein phosphorylation",7.519%,null,null,3.115,-2.5820,0.682,0.796,43408,1
GO:0032270,"positive regulation of cellular protein metabolic process",8.321%,null,null,3.159,-3.0555,0.648,0.851,43408,1
GO:0010562,"positive regulation of phosphorus metabolic process",6.099%,null,null,3.024,-2.4236,0.683,0.705,43408,1
GO:0051403,"stress-activated MAPK cascade",1.471%,null,null,2.408,-2.0351,0.735,0.760,43408,1
GO:0031401,"positive regulation of protein modification process",6.636%,null,null,3.061,-2.8451,0.647,0.708,43408,1
GO:0042325,"regulation of phosphorylation",8.050%,null,null,3.145,-2.5749,0.737,0.838,43408,1
GO:0043410,"positive regulation of MAPK cascade",2.776%,null,null,2.683,-2.0351,0.578,0.831,43408,1
GO:0000165,"MAPK cascade",5.032%,null,null,2.941,-3.2254,0.702,0.896,43408,1
GO:0009967,"positive regulation of signal transduction",8.309%, 3.293, 7.280,3.159,-4.9260,0.718,0.659,9967,0
GO:1902533,"positive regulation of intracellular signal transduction",5.263%,null,null,2.960,-3.7629,0.728,0.804,9967,1
GO:0044419,"interspecies interaction between organisms",4.334%, 0.399,-0.826,2.876,-2.2571,0.974,0.659,44419,0
