term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",0.306%,null,null,1.732,-7.9413,0.796,0.939,45333,1
GO:0006119,"oxidative phosphorylation",0.669%,null,null,2.068,-9.4553,0.785,0.787,45333,1
GO:0022900,"electron transport chain",0.658%,null,null,2.061,-13.4367,0.884,0.786,45333,1
GO:0022904,"respiratory electron transport chain",0.646%,null,null,2.053,-13.1547,0.879,0.976,45333,1
GO:0042773,"ATP synthesis coupled electron transport",0.560%,null,null,1.991,-11.9331,0.785,0.965,45333,1
GO:0042775,"mitochondrial ATP synthesis coupled electron transport",0.554%,null,null,1.987,-12.0793,0.785,0.837,45333,1
GO:0051301,"cell division",3.260%, 1.231,-1.810,2.753,-8.1735,0.964,0.044,51301,0
GO:0007059,"chromosome segregation",1.939%, 0.388, 0.067,2.528,-7.6163,0.966,0.047,7059,0
GO:0006091,"generation of precursor metabolites and energy",2.129%, 0.068,-0.356,2.568,-10.9239,0.954,0.050,6091,0
GO:0006732,"coenzyme metabolic process",1.870%, 0.118,-0.186,2.512,-8.0843,0.938,0.054,6732,0
GO:0009108,"coenzyme biosynthetic process",0.900%,null,null,2.196,-4.8809,0.926,0.852,6732,1
GO:0006760,"folic acid-containing compound metabolic process",0.162%,null,null,1.462,-4.7008,0.824,0.711,6732,1
GO:0046653,"tetrahydrofolate metabolic process",0.115%,null,null,1.322,-4.5768,0.829,0.943,6732,1
GO:0051188,"cofactor biosynthetic process",1.131%,null,null,2.294,-5.3474,0.924,0.875,6732,1
GO:0051186,"cofactor metabolic process",2.268%,-0.026, 0.367,2.595,-7.2035,0.953,0.055,51186,0
GO:0007049,"cell cycle",10.000%,-0.263, 0.215,3.239,-10.7901,0.959,0.061,7049,0
GO:0044237,"cellular metabolic process",59.486%,-2.486,-0.816,4.013,-8.9352,0.938,0.071,44237,0
GO:0001775,"cell activation",7.900%,-0.023, 0.021,3.137,-7.1201,0.960,0.072,1775,0
GO:0060337,"type I interferon signaling pathway",0.462%, 5.293, 4.928,1.908,-25.1220,0.759,0.085,60337,0
GO:0071357,"cellular response to type I interferon",0.462%,null,null,1.908,-25.1220,0.776,0.986,60337,1
GO:0009056,"catabolic process",11.471%, 0.439,-2.608,3.299,-7.1993,0.956,0.113,9056,0
GO:0009607,"response to biotic stimulus",5.107%, 3.052, 1.732,2.947,-25.8989,0.944,0.120,9607,0
GO:0038061,"NIK/NF-kappaB signaling",0.716%, 1.865, 2.262,2.097,-9.8827,0.923,0.140,38061,0
GO:0034660,"ncRNA metabolic process",3.226%,-6.152, 3.751,2.748,-9.3469,0.885,0.141,34660,0
GO:0022613,"ribonucleoprotein complex biogenesis",2.597%, 0.130,-7.690,2.654,-11.5248,0.947,0.143,22613,0
GO:0032069,"regulation of nuclease activity",0.156%,-3.766, 4.132,1.447,-5.6762,0.900,0.146,32069,0
GO:0031100,"animal organ regeneration",0.450%, 2.659, 0.210,1.898,-4.9929,0.962,0.156,31100,0
GO:0061687,"detoxification of inorganic compound",0.023%, 2.659, 3.700,0.699,-5.2677,0.945,0.158,61687,0
GO:0006950,"response to stress",21.310%, 3.038, 2.731,3.567,-17.3382,0.932,0.159,6950,0
GO:0043488,"regulation of mRNA stability",0.814%,-2.542, 0.498,2.152,-10.1604,0.919,0.163,43488,0
GO:0043487,"regulation of RNA stability",0.866%,null,null,2.179,-9.4909,0.919,0.730,43488,1
GO:0006913,"nucleocytoplasmic transport",2.706%, 1.400,-1.777,2.672,-4.6229,0.973,0.164,6913,0
GO:0006611,"protein export from nucleus",0.346%,null,null,1.785,-4.6249,0.976,0.753,6913,1
GO:0031145,"anaphase-promoting complex-dependent catabolic process",0.467%,-4.344,-0.864,1.914,-17.1047,0.876,0.168,31145,0
GO:0043161,"proteasome-mediated ubiquitin-dependent protein catabolic process",2.222%,null,null,2.587,-6.8900,0.854,0.795,31145,1
GO:0010498,"proteasomal protein catabolic process",2.383%,null,null,2.617,-6.3606,0.854,0.841,31145,1
GO:0043687,"post-translational protein modification",0.600%,-2.914,-4.410,2.021,-7.4788,0.934,0.172,43687,0
GO:0097501,"stress response to metal ion",0.023%, 3.190, 5.935,0.699,-5.2677,0.921,0.177,97501,0
GO:0022411,"cellular component disassembly",3.035%,-0.055,-6.573,2.722,-10.7059,0.931,0.179,22411,0
GO:0046483,"heterocycle metabolic process",34.576%,-2.302,-0.282,3.778,-6.1309,0.930,0.193,46483,0
GO:0043603,"cellular amide metabolic process",5.488%,-6.890, 3.404,2.979,-15.6381,0.901,0.194,43603,0
GO:0009262,"deoxyribonucleotide metabolic process",0.185%,-5.721, 3.960,1.519,-7.5423,0.843,0.195,9262,0
GO:0009605,"response to external stimulus",12.043%, 3.779, 2.284,3.320,-12.7260,0.937,0.196,9605,0
GO:1901360,"organic cyclic compound metabolic process",35.978%,-1.618, 0.063,3.795,-5.3431,0.942,0.198,1901360,0
GO:0006725,"cellular aromatic compound metabolic process",34.801%,-2.245,-0.026,3.780,-5.6569,0.930,0.199,6725,0
GO:0009058,"biosynthetic process",36.924%,-1.818,-1.146,3.806,-6.2958,0.947,0.201,9058,0
GO:0006807,"nitrogen compound metabolic process",40.081%,-2.123,-1.121,3.842,-5.1110,0.946,0.212,6807,0
GO:0006882,"cellular zinc ion homeostasis",0.144%,-0.427,-2.473,1.415,-6.0431,0.952,0.225,6882,0
GO:0055069,"zinc ion homeostasis",0.156%,null,null,1.447,-5.8823,0.969,0.768,6882,1
GO:0046916,"cellular transition metal ion homeostasis",0.496%,null,null,1.940,-4.6796,0.947,0.848,6882,1
GO:0090305,"nucleic acid phosphodiester bond hydrolysis",1.696%,-6.327, 4.407,2.470,-6.4750,0.897,0.226,90305,0
GO:0006260,"DNA replication",1.714%,-7.095, 3.317,2.474,-6.3244,0.863,0.226,6260,0
GO:0006281,"DNA repair",2.977%,null,null,2.713,-6.0231,0.773,0.715,6260,1
GO:0006839,"mitochondrial transport",1.829%, 2.688,-3.767,2.502,-4.4124,0.980,0.229,6839,0
GO:1903311,"regulation of mRNA metabolic process",0.773%,-6.036, 4.776,2.130,-5.7853,0.876,0.231,1903311,0
GO:0042221,"response to chemical",23.993%, 3.636, 3.109,3.619,-5.0708,0.930,0.241,42221,0
GO:0044267,"cellular protein metabolic process",28.505%,-5.501,-2.038,3.694,-5.9082,0.899,0.243,44267,0
GO:0043933,"macromolecular complex subunit organization",14.259%,-0.193,-7.247,3.393,-15.0972,0.945,0.244,43933,0
GO:1901532,"regulation of hematopoietic progenitor cell differentiation",0.092%, 5.799, 1.652,1.230,-13.0392,0.839,0.244,1901532,0
GO:0060218,"hematopoietic stem cell differentiation",0.098%,null,null,1.255,-12.4583,0.863,0.743,1901532,1
GO:0032479,"regulation of type I interferon production",0.681%, 3.657, 0.300,2.076,-5.9636,0.924,0.266,32479,0
GO:0032481,"positive regulation of type I interferon production",0.415%,null,null,1.863,-4.9443,0.912,0.945,32479,1
GO:0032480,"negative regulation of type I interferon production",0.260%,null,null,1.663,-4.2217,0.921,0.904,32479,1
GO:0032607,"interferon-alpha production",0.133%,null,null,1.380,-5.0827,0.949,0.852,32479,1
GO:0032647,"regulation of interferon-alpha production",0.127%,null,null,1.362,-4.4562,0.933,0.849,32479,1
GO:0042590,"antigen processing and presentation of exogenous peptide antigen via MHC class I",0.456%, 6.794, 2.403,1.903,-22.7939,0.876,0.280,42590,0
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",0.439%,null,null,1.886,-20.6134,0.876,0.953,42590,1
GO:0002478,"antigen processing and presentation of exogenous peptide antigen",0.975%,null,null,2.230,-16.5657,0.867,0.916,42590,1
GO:0002474,"antigen processing and presentation of peptide antigen via MHC class I",0.560%,null,null,1.991,-21.3722,0.874,0.850,42590,1
GO:0048002,"antigen processing and presentation of peptide antigen",1.062%,null,null,2.267,-15.7805,0.867,0.928,42590,1
GO:0019884,"antigen processing and presentation of exogenous antigen",1.016%,null,null,2.248,-15.7779,0.867,0.932,42590,1
GO:0034641,"cellular nitrogen compound metabolic process",37.432%,-6.645, 2.499,3.812,-13.7784,0.875,0.282,34641,0
GO:0006259,"DNA metabolic process",5.661%,-7.050, 4.009,2.992,-9.0647,0.879,0.284,6259,0
GO:0016071,"mRNA metabolic process",3.935%,-7.404, 4.482,2.834,-5.8487,0.882,0.288,16071,0
GO:0061418,"regulation of transcription from RNA polymerase II promoter in response to hypoxia",0.456%,-1.549, 7.100,1.903,-13.6500,0.775,0.290,61418,0
GO:0043618,"regulation of transcription from RNA polymerase II promoter in response to stress",0.664%,null,null,2.064,-9.5217,0.803,0.949,61418,1
GO:0036293,"response to decreased oxygen levels",1.991%,null,null,2.539,-5.2210,0.924,0.964,61418,1
GO:0036294,"cellular response to decreased oxygen levels",1.114%,null,null,2.288,-5.4545,0.890,0.974,61418,1
GO:0071456,"cellular response to hypoxia",1.073%,null,null,2.272,-5.1332,0.859,0.906,61418,1
GO:0071453,"cellular response to oxygen levels",1.166%,null,null,2.307,-5.4300,0.891,0.770,61418,1
GO:0001666,"response to hypoxia",1.945%,null,null,2.529,-5.0352,0.886,0.903,61418,1
GO:0007005,"mitochondrion organization",3.756%,-0.269,-7.071,2.814,-11.2325,0.937,0.308,7005,0
GO:0006396,"RNA processing",5.280%,-6.671, 3.361,2.962,-4.2752,0.874,0.310,6396,0
GO:0019882,"antigen processing and presentation",1.339%, 6.307, 2.576,2.367,-13.1533,0.879,0.311,19882,0
GO:0006952,"defense response",8.904%, 2.831, 5.206,3.189,-18.5312,0.890,0.312,6952,0
GO:0010257,"NADH dehydrogenase complex assembly",0.364%,-0.281,-6.533,1.806,-5.9720,0.938,0.315,10257,0
GO:0044281,"small molecule metabolic process",12.072%,-3.346, 2.337,3.321,-10.2844,0.891,0.318,44281,0
GO:0060700,"regulation of ribonuclease activity",0.035%,-3.170, 4.136,0.845,-6.2363,0.906,0.323,60700,0
GO:0072527,"pyrimidine-containing compound metabolic process",0.456%,-6.785, 1.672,1.903,-4.8673,0.885,0.327,72527,0
GO:2000736,"regulation of stem cell differentiation",0.242%, 5.028,-1.076,1.633,-8.8199,0.939,0.343,2000736,0
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",0.641%, 5.066, 1.329,2.049,-7.2534,0.853,0.348,60071,0
GO:0035567,"non-canonical Wnt signaling pathway",0.860%,null,null,2.176,-5.0901,0.893,0.722,60071,1
GO:0030177,"positive regulation of Wnt signaling pathway",0.889%,null,null,2.190,-4.8566,0.858,0.814,60071,1
GO:0090263,"positive regulation of canonical Wnt signaling pathway",0.704%,null,null,2.090,-6.0929,0.861,0.701,60071,1
GO:0090175,"regulation of establishment of planar polarity",0.646%,null,null,2.053,-7.0691,0.925,0.975,60071,1
GO:0001736,"establishment of planar polarity",0.704%,null,null,2.090,-6.4280,0.960,0.984,60071,1
GO:0034097,"response to cytokine",4.714%, 4.081, 4.731,2.913,-18.8047,0.904,0.357,34097,0
GO:1901564,"organonitrogen compound metabolic process",13.324%,-7.173, 3.650,3.364,-8.0658,0.901,0.365,1901564,0
GO:0006996,"organelle organization",19.411%,-0.183,-7.026,3.527,-6.2922,0.943,0.370,6996,0
GO:0044085,"cellular component biogenesis",17.149%,-0.139,-7.522,3.473,-4.6463,0.949,0.376,44085,0
GO:0042254,"ribosome biogenesis",1.835%,-0.097,-7.036,2.504,-12.6158,0.944,0.382,42254,0
GO:0006364,"rRNA processing",1.477%,null,null,2.410,-5.6691,0.837,0.866,42254,1
GO:0042273,"ribosomal large subunit biogenesis",0.352%,null,null,1.792,-4.8089,0.951,0.737,42254,1
GO:0006520,"cellular amino acid metabolic process",2.152%,-7.099, 2.060,2.573,-13.4997,0.812,0.383,6520,0
GO:0019752,"carboxylic acid metabolic process",5.557%,null,null,2.984,-10.1949,0.841,0.776,6520,1
GO:0043436,"oxoacid metabolic process",6.186%,null,null,3.031,-8.8110,0.839,0.914,6520,1
GO:0070647,"protein modification by small protein conjugation or removal",6.399%,-4.310,-3.617,3.045,-5.5517,0.914,0.387,70647,0
GO:0043620,"regulation of DNA-templated transcription in response to stress",0.692%,-3.059, 6.669,2.083,-8.9577,0.805,0.389,43620,0
GO:0019692,"deoxyribose phosphate metabolic process",0.173%,-1.254, 1.291,1.491,-6.9264,0.926,0.395,19692,0
GO:0051276,"chromosome organization",3.566%,-0.255,-7.809,2.792,-8.1182,0.937,0.399,51276,0
GO:0009308,"amine metabolic process",0.762%,-6.485, 0.729,2.124,-8.3164,0.892,0.401,9308,0
GO:0048285,"organelle fission",3.774%,-0.239,-7.429,2.816,-7.8000,0.937,0.403,48285,0
GO:0043312,"neutrophil degranulation",2.799%, 6.002, 1.758,2.687,-16.6498,0.758,0.420,43312,0
GO:0002446,"neutrophil mediated immunity",2.879%,null,null,2.699,-16.3447,0.849,0.942,43312,1
GO:0002443,"leukocyte mediated immunity",4.859%,null,null,2.926,-14.1775,0.841,0.795,43312,1
GO:0002444,"myeloid leukocyte mediated immunity",3.133%,null,null,2.736,-17.1047,0.849,0.818,43312,1
GO:0045321,"leukocyte activation",7.011%,null,null,3.085,-8.3057,0.814,0.792,43312,1
GO:0006887,"exocytosis",4.986%,null,null,2.937,-10.0903,0.936,0.702,43312,1
GO:0042119,"neutrophil activation",2.827%,null,null,2.691,-16.3447,0.828,0.968,43312,1
GO:0032940,"secretion by cell",8.125%,null,null,3.149,-6.0225,0.933,0.800,43312,1
GO:0002366,"leukocyte activation involved in immune response",3.895%,null,null,2.830,-14.5969,0.774,0.927,43312,1
GO:0002274,"myeloid leukocyte activation",3.531%,null,null,2.787,-15.0972,0.828,0.714,43312,1
GO:0002275,"myeloid cell activation involved in immune response",3.093%,null,null,2.730,-16.6030,0.777,0.917,43312,1
GO:0036230,"granulocyte activation",2.851%,null,null,2.695,-17.2739,0.828,0.904,43312,1
GO:0002263,"cell activation involved in immune response",3.907%,null,null,2.831,-14.4506,0.777,0.730,43312,1
GO:0045055,"regulated exocytosis",4.299%,null,null,2.873,-10.7727,0.936,0.859,43312,1
GO:0002283,"neutrophil activation involved in immune response",2.799%,null,null,2.687,-16.5095,0.779,0.969,43312,1
GO:0043299,"leukocyte degranulation",3.064%,null,null,2.726,-16.6876,0.805,0.853,43312,1
GO:0055114,"oxidation-reduction process",5.828%,-4.079, 2.496,3.005,-4.6569,0.901,0.428,55114,0
GO:0016579,"protein deubiquitination",1.679%,-3.077,-3.389,2.465,-6.8312,0.910,0.432,16579,0
GO:0009113,"purine nucleobase biosynthetic process",0.069%,-7.408, 1.916,1.114,-5.8211,0.838,0.444,9113,0
GO:0010033,"response to organic substance",16.515%, 4.816, 5.194,3.457,-10.3536,0.899,0.447,10033,0
GO:0046903,"secretion",8.892%, 2.228,-3.098,3.188,-5.5121,0.960,0.449,46903,0
GO:0002520,"immune system development",4.605%, 6.974, 1.993,2.903,-5.1274,0.837,0.453,2520,0
GO:0042180,"cellular ketone metabolic process",1.344%,-4.063, 2.549,2.369,-6.3185,0.872,0.456,42180,0
GO:0010950,"positive regulation of endopeptidase activity",0.831%,-2.765,-0.725,2.161,-4.3763,0.882,0.459,10950,0
GO:0034655,"nucleobase-containing compound catabolic process",2.198%,-5.794, 3.239,2.582,-14.9206,0.836,0.471,34655,0
GO:0061013,"regulation of mRNA catabolic process",0.185%,null,null,1.519,-9.7384,0.840,0.714,34655,1
GO:0009164,"nucleoside catabolic process",0.219%,null,null,1.591,-5.0686,0.776,0.727,34655,1
GO:1901658,"glycosyl compound catabolic process",0.265%,null,null,1.672,-4.9138,0.856,0.753,34655,1
GO:0006402,"mRNA catabolic process",1.316%,null,null,2.360,-7.4112,0.829,0.887,34655,1
GO:0006401,"RNA catabolic process",1.483%,null,null,2.412,-9.5943,0.829,0.900,34655,1
GO:0016043,"cellular component organization",35.684%,-0.141,-7.898,3.791,-4.2991,0.939,0.479,16043,0
GO:0035455,"response to interferon-alpha",0.115%, 4.520, 4.911,1.322,-11.1084,0.912,0.479,35455,0
GO:0035456,"response to interferon-beta",0.133%, 4.576, 4.944,1.380,-9.4645,0.911,0.485,35456,0
GO:0009112,"nucleobase metabolic process",0.231%,-7.584, 2.480,1.613,-5.7853,0.830,0.487,9112,0
GO:0009394,"2'-deoxyribonucleotide metabolic process",0.162%,-5.399, 3.619,1.462,-6.3474,0.837,0.488,9394,0
GO:0046386,"deoxyribose phosphate catabolic process",0.110%,null,null,1.301,-4.4281,0.878,0.959,9394,1
GO:0009219,"pyrimidine deoxyribonucleotide metabolic process",0.098%,null,null,1.255,-4.6412,0.828,0.951,9394,1
GO:0009264,"deoxyribonucleotide catabolic process",0.104%,null,null,1.279,-4.6412,0.800,0.945,9394,1
GO:0080134,"regulation of response to stress",7.657%, 3.628, 4.902,3.123,-6.7964,0.859,0.488,80134,0
GO:0065003,"macromolecular complex assembly",9.977%,-0.331,-7.507,3.238,-7.9162,0.925,0.491,65003,0
GO:0044271,"cellular nitrogen compound biosynthetic process",28.696%,-7.785, 3.067,3.697,-6.7420,0.864,0.491,44271,0
GO:0006974,"cellular response to DNA damage stimulus",4.576%, 2.808, 5.493,2.900,-7.4463,0.882,0.501,6974,0
GO:0002244,"hematopoietic progenitor cell differentiation",0.554%, 6.086, 1.766,1.987,-7.2127,0.847,0.502,2244,0
GO:0060760,"positive regulation of response to cytokine stimulus",0.208%, 4.810, 4.953,1.568,-4.4234,0.860,0.504,60760,0
GO:0032103,"positive regulation of response to external stimulus",1.518%, 3.439, 2.097,2.422,-9.5943,0.874,0.516,32103,0
GO:1901565,"organonitrogen compound catabolic process",2.129%,-7.559, 1.854,2.568,-4.7327,0.826,0.517,1901565,0
GO:0071294,"cellular response to zinc ion",0.110%, 3.106, 4.664,1.301,-4.4577,0.922,0.517,71294,0
GO:0033554,"cellular response to stress",10.496%, 3.668, 5.394,3.260,-7.3275,0.878,0.521,33554,0
GO:0002252,"immune effector process",6.896%, 5.762, 2.512,3.078,-21.5348,0.852,0.524,2252,0
GO:0006139,"nucleobase-containing compound metabolic process",33.601%,-7.300, 3.452,3.765,-5.9291,0.857,0.528,6139,0
GO:0010499,"proteasomal ubiquitin-independent protein catabolic process",0.023%,-4.355,-0.568,0.699,-8.3014,0.903,0.531,10499,0
GO:0055086,"nucleobase-containing small molecule metabolic process",4.293%,-7.593, 4.094,2.872,-8.6090,0.816,0.532,55086,0
GO:1901361,"organic cyclic compound catabolic process",2.706%,-4.560, 3.902,2.672,-13.2623,0.866,0.533,1901361,0
GO:0065004,"protein-DNA complex assembly",1.212%,-0.440,-7.233,2.324,-5.0179,0.930,0.537,65004,0
GO:0009894,"regulation of catabolic process",3.006%,-2.982, 2.407,2.718,-5.3962,0.876,0.539,9894,0
GO:0034340,"response to type I interferon",0.485%, 5.706, 5.105,1.929,-24.6192,0.783,0.544,34340,0
GO:0070482,"response to oxygen levels",2.089%, 1.147, 2.205,2.560,-5.7055,0.932,0.545,70482,0
GO:0070498,"interleukin-1-mediated signaling pathway",0.115%, 3.814, 4.732,1.322,-14.1775,0.878,0.545,70498,0
GO:0071347,"cellular response to interleukin-1",0.519%,null,null,1.959,-9.6683,0.888,0.829,70498,1
GO:0051204,"protein insertion into mitochondrial membrane",0.190%, 1.057,-7.145,1.531,-4.8305,0.906,0.547,51204,0
GO:1902850,"microtubule cytoskeleton organization involved in mitosis",0.583%, 0.468,-6.730,2.009,-8.1282,0.841,0.548,1902850,0
GO:0000280,"nuclear division",3.508%,null,null,2.785,-6.8737,0.927,0.742,1902850,1
GO:0007088,"regulation of mitotic nuclear division",0.894%,null,null,2.193,-4.3446,0.814,0.782,1902850,1
GO:0007052,"mitotic spindle organization",0.583%,null,null,2.009,-6.5154,0.841,0.742,1902850,1
GO:0007051,"spindle organization",0.912%,null,null,2.201,-4.7676,0.844,0.715,1902850,1
GO:0039530,"MDA-5 signaling pathway",0.058%, 5.397, 3.436,1.041,-4.9959,0.759,0.549,39530,0
GO:1901566,"organonitrogen compound biosynthetic process",8.211%,-8.017, 2.218,3.154,-11.1084,0.851,0.551,1901566,0
GO:0044249,"cellular biosynthetic process",35.955%,-5.657,-0.556,3.795,-6.1271,0.903,0.553,44249,0
GO:0044770,"cell cycle phase transition",3.231%, 1.407,-5.529,2.749,-11.2023,0.863,0.560,44770,0
GO:0044419,"interspecies interaction between organisms",4.334%, 0.542,-1.095,2.876,-19.5192,0.952,0.562,44419,0
GO:0070555,"response to interleukin-1",0.664%, 2.962, 4.131,2.064,-9.5782,0.898,0.563,70555,0
GO:0051169,"nuclear transport",2.752%, 1.418,-1.763,2.679,-4.5232,0.975,0.575,51169,0
GO:0006521,"regulation of cellular amino acid metabolic process",0.352%,-6.749, 2.222,1.792,-14.5933,0.815,0.575,6521,0
GO:0010565,"regulation of cellular ketone metabolic process",0.964%,null,null,2.225,-6.9351,0.856,0.826,6521,1
GO:0044106,"cellular amine metabolic process",0.716%,null,null,2.097,-9.0911,0.878,0.936,6521,1
GO:0033238,"regulation of cellular amine metabolic process",0.450%,null,null,1.898,-11.7721,0.863,0.887,6521,1
GO:0046700,"heterocycle catabolic process",2.464%,-4.805, 4.192,2.631,-13.8617,0.857,0.575,46700,0
GO:0031329,"regulation of cellular catabolic process",2.256%,-3.912, 2.946,2.593,-6.0858,0.863,0.577,31329,0
GO:0032981,"mitochondrial respiratory chain complex I assembly",0.364%,-0.656,-7.442,1.806,-5.9720,0.920,0.579,32981,0
GO:0044270,"cellular nitrogen compound catabolic process",2.481%,-6.627, 3.664,2.634,-13.8290,0.851,0.585,44270,0
GO:0019439,"aromatic compound catabolic process",2.550%,-4.947, 4.680,2.646,-13.2262,0.857,0.588,19439,0
GO:0000724,"double-strand break repair via homologous recombination",0.583%,-2.144, 6.502,2.009,-5.2408,0.806,0.588,724,0
GO:0000725,"recombinational repair",0.589%,null,null,2.013,-5.2097,0.806,0.796,724,1
GO:0000727,"double-strand break repair via break-induced replication",0.029%,null,null,0.778,-5.6687,0.848,0.768,724,1
GO:0071310,"cellular response to organic substance",12.977%, 4.715, 5.535,3.352,-8.1593,0.876,0.590,71310,0
GO:0010273,"detoxification of copper ion",0.012%, 2.464, 4.922,0.477,-5.4563,0.919,0.590,10273,0
GO:1990169,"stress response to copper ion",0.012%,null,null,0.477,-5.4563,0.922,0.923,10273,1
GO:0070887,"cellular response to chemical stimulus",15.701%, 5.033, 5.502,3.435,-7.5200,0.889,0.594,70887,0
GO:0032101,"regulation of response to external stimulus",3.976%, 3.881, 2.493,2.839,-6.4207,0.882,0.596,32101,0
GO:0033108,"mitochondrial respiratory chain complex assembly",0.525%,-0.602,-7.182,1.964,-5.7663,0.917,0.599,33108,0
GO:0000819,"sister chromatid segregation",1.287%, 0.579,-7.495,2.350,-7.7525,0.830,0.608,819,0
GO:0006323,"DNA packaging",0.981%,null,null,2.233,-5.3450,0.933,0.716,819,1
GO:0098813,"nuclear chromosome segregation",1.685%,null,null,2.467,-6.0777,0.869,0.917,819,1
GO:0032392,"DNA geometric change",0.496%,null,null,1.940,-4.2438,0.937,0.836,819,1
GO:0000070,"mitotic sister chromatid segregation",0.802%,null,null,2.146,-6.5491,0.832,0.875,819,1
GO:0071103,"DNA conformation change",1.477%,null,null,2.410,-6.9902,0.932,0.750,819,1
GO:0006415,"translational termination",0.594%,-5.742,-3.592,2.017,-28.5282,0.797,0.610,6415,0
GO:0043624,"cellular protein complex disassembly",1.183%,null,null,2.314,-16.5095,0.914,0.882,6415,1
GO:0032984,"macromolecular complex disassembly",1.587%,null,null,2.441,-12.9402,0.916,0.731,6415,1
