term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0032607,"interferon-alpha production",0.133%,null,null,1.380,-2.2515,0.821,0.852,1817,1
GO:0032606,"type I interferon production",0.687%,null,null,2.079,-5.6969,0.821,0.756,1817,1
GO:0032647,"regulation of interferon-alpha production",0.127%,null,null,1.362,-2.3192,0.787,0.973,1817,1
GO:0001819,"positive regulation of cytokine production",2.256%,null,null,2.593,-4.1523,0.735,0.881,1817,1
GO:0001818,"negative regulation of cytokine production",1.310%,null,null,2.358,-2.9946,0.748,0.819,1817,1
GO:0032727,"positive regulation of interferon-alpha production",0.098%,null,null,1.255,-2.5494,0.767,0.830,1817,1
GO:0032481,"positive regulation of type I interferon production",0.415%,null,null,1.863,-3.3463,0.745,0.945,1817,1
GO:0032479,"regulation of type I interferon production",0.681%,null,null,2.076,-5.7398,0.763,0.755,1817,1
GO:0032480,"negative regulation of type I interferon production",0.260%,null,null,1.663,-4.4385,0.757,0.904,1817,1
GO:0032020,"ISG15-protein conjugation",0.035%, 0.830, 3.641,0.845,-4.6919,0.972,0.046,32020,0
GO:0048519,"negative regulation of biological process",26.855%, 2.954, 0.290,3.668,-3.3863,0.931,0.071,48519,0
GO:0060337,"type I interferon signaling pathway",0.462%,-3.968,-5.017,1.908,-22.0768,0.603,0.076,60337,0
GO:0071357,"cellular response to type I interferon",0.462%,null,null,1.908,-22.0768,0.617,0.986,60337,1
GO:0009607,"response to biotic stimulus",5.107%, 4.072,-2.746,2.947,-21.2923,0.887,0.102,9607,0
GO:1901224,"positive regulation of NIK/NF-kappaB signaling",0.225%,-3.011,-7.102,1.602,-2.2087,0.802,0.126,1901224,0
GO:0009605,"response to external stimulus",12.043%, 3.793,-4.779,3.320,-13.7316,0.873,0.141,9605,0
GO:0061687,"detoxification of inorganic compound",0.023%, 4.969,-1.702,0.699,-2.1300,0.890,0.158,61687,0
GO:0006471,"protein ADP-ribosylation",0.156%, 2.420, 3.182,1.447,-2.5405,0.953,0.159,6471,0
GO:0070142,"synaptic vesicle budding",0.023%,-0.006, 3.294,0.699,-2.3341,0.967,0.183,70142,0
GO:0006950,"response to stress",21.310%, 2.868,-6.104,3.567,-11.5059,0.862,0.196,6950,0
GO:0001816,"cytokine production",3.745%,-4.735, 3.569,2.813,-5.3458,0.920,0.204,1816,0
GO:0007166,"cell surface receptor signaling pathway",15.868%, 1.840,-7.133,3.439,-5.9145,0.812,0.212,7166,0
GO:0019985,"translesion synthesis",0.242%,-0.581,-3.196,1.633,-2.3192,0.821,0.213,19985,0
GO:0000731,"DNA synthesis involved in DNA repair",0.433%,null,null,1.881,-2.0983,0.813,0.756,19985,1
GO:0019885,"antigen processing and presentation of endogenous peptide antigen via MHC class I",0.046%,-7.269,-0.851,0.954,-2.1801,0.832,0.231,19885,0
GO:0042221,"response to chemical",23.993%, 2.462,-6.403,3.619,-3.7380,0.860,0.241,42221,0
GO:0051090,"regulation of sequence-specific DNA binding transcription factor activity",2.164%, 3.743, 3.663,2.575,-2.0365,0.905,0.246,51090,0
GO:0071276,"cellular response to cadmium ion",0.179%, 5.480,-3.539,1.505,-2.2780,0.849,0.267,71276,0
GO:0051716,"cellular response to stimulus",40.358%, 2.247,-7.764,3.845,-2.4396,0.847,0.307,51716,0
GO:0006952,"defense response",8.904%,-0.211,-6.964,3.189,-20.5116,0.794,0.312,6952,0
GO:0002697,"regulation of immune effector process",1.922%,-7.678,-2.322,2.524,-6.2315,0.680,0.323,2697,0
GO:0002443,"leukocyte mediated immunity",4.859%,null,null,2.926,-2.4006,0.703,0.714,2697,1
GO:0032069,"regulation of nuclease activity",0.156%, 3.651, 4.400,1.447,-5.0449,0.924,0.323,32069,0
GO:0034097,"response to cytokine",4.714%, 4.632,-5.308,2.913,-13.4688,0.818,0.357,34097,0
GO:0051091,"positive regulation of sequence-specific DNA binding transcription factor activity",1.362%, 3.660, 1.906,2.375,-2.1348,0.865,0.357,51091,0
GO:0051092,"positive regulation of NF-kappaB transcription factor activity",0.785%,null,null,2.137,-2.0983,0.871,0.820,51091,1
GO:0030097,"hemopoiesis",4.108%,-7.434,-0.685,2.853,-2.9795,0.696,0.422,30097,0
GO:0045637,"regulation of myeloid cell differentiation",1.010%,null,null,2.246,-2.3320,0.651,0.851,30097,1
GO:0046632,"alpha-beta T cell differentiation",0.519%,null,null,1.959,-2.2780,0.750,0.710,30097,1
GO:0048534,"hematopoietic or lymphoid organ development",4.339%,null,null,2.877,-2.8051,0.695,0.928,30097,1
GO:1903708,"positive regulation of hemopoiesis",0.958%,null,null,2.223,-2.9071,0.630,0.766,30097,1
GO:1903706,"regulation of hemopoiesis",1.823%,null,null,2.501,-3.0384,0.636,0.834,30097,1
GO:0007165,"signal transduction",33.618%, 1.477,-7.064,3.765,-2.1993,0.793,0.436,7165,0
GO:0070887,"cellular response to chemical stimulus",15.701%, 2.895,-6.376,3.435,-5.9133,0.799,0.442,70887,0
GO:0043900,"regulation of multi-organism process",1.379%,-0.160, 6.189,2.380,-12.1281,0.836,0.444,43900,0
GO:0032103,"positive regulation of response to external stimulus",1.518%,-3.027,-6.042,2.422,-2.3707,0.725,0.453,32103,0
GO:0019049,"evasion or tolerance of host defenses by virus",0.017%,-2.726, 4.455,0.602,-2.0983,0.724,0.454,19049,0
GO:0030683,"evasion or tolerance by virus of host immune response",0.006%,null,null,0.301,-2.0983,0.546,0.940,19049,1
GO:0051336,"regulation of hydrolase activity",7.934%, 3.267, 4.523,3.139,-2.6358,0.920,0.456,51336,0
GO:0035455,"response to interferon-alpha",0.115%, 5.792,-2.887,1.322,-5.3069,0.837,0.479,35455,0
GO:0002520,"immune system development",4.605%,-7.325,-0.790,2.903,-2.6042,0.719,0.481,2520,0
GO:0002737,"negative regulation of plasmacytoid dendritic cell cytokine production",0.006%,-6.807,-2.936,0.301,-2.0983,0.630,0.481,2737,0
GO:0002736,"regulation of plasmacytoid dendritic cell cytokine production",0.006%,null,null,0.301,-2.0983,0.646,1.000,2737,1
GO:0002373,"plasmacytoid dendritic cell cytokine production",0.006%,null,null,0.301,-2.0983,0.702,0.800,2737,1
GO:0035456,"response to interferon-beta",0.133%, 5.881,-3.043,1.380,-4.3531,0.835,0.485,35456,0
GO:0080134,"regulation of response to stress",7.657%,-1.957,-6.770,3.123,-2.2093,0.733,0.488,80134,0
GO:0060760,"positive regulation of response to cytokine stimulus",0.208%,-1.088,-7.115,1.568,-2.6862,0.736,0.504,60760,0
GO:0051241,"negative regulation of multicellular organismal process",5.741%,-6.254, 2.866,2.998,-2.3379,0.801,0.510,51241,0
GO:0050777,"negative regulation of immune response",0.721%,-6.317,-3.525,2.100,-4.5882,0.615,0.512,50777,0
GO:0002703,"regulation of leukocyte mediated immunity",0.912%,null,null,2.201,-2.2368,0.673,0.791,50777,1
GO:0002698,"negative regulation of immune effector process",0.606%,null,null,2.025,-4.0853,0.663,0.748,50777,1
GO:0032101,"regulation of response to external stimulus",3.976%,-2.608,-6.830,2.839,-2.5628,0.739,0.513,32101,0
GO:0048584,"positive regulation of response to stimulus",12.268%,-1.588,-7.602,3.328,-2.0520,0.748,0.515,48584,0
GO:0002252,"immune effector process",6.896%,-7.666,-1.964,3.078,-16.8212,0.737,0.524,2252,0
GO:0097501,"stress response to metal ion",0.023%, 1.426,-4.499,0.699,-2.1300,0.845,0.534,97501,0
GO:0070213,"protein auto-ADP-ribosylation",0.023%, 2.311, 3.536,0.699,-2.1648,0.956,0.542,70213,0
GO:0034340,"response to type I interferon",0.485%,-4.434,-4.905,1.929,-21.8448,0.625,0.544,34340,0
GO:0002832,"negative regulation of response to biotic stimulus",0.208%,-4.360,-2.327,1.568,-3.3463,0.713,0.553,2832,0
GO:0002833,"positive regulation of response to biotic stimulus",0.231%,null,null,1.613,-2.4430,0.717,0.782,2832,1
GO:0050688,"regulation of defense response to virus",0.514%,null,null,1.954,-2.3748,0.511,0.844,2832,1
GO:0016032,"viral process",4.091%,-0.189, 6.206,2.851,-10.0973,0.812,0.558,16032,0
GO:0019058,"viral life cycle",2.366%,null,null,2.614,-7.9392,0.821,0.881,16032,1
GO:0019079,"viral genome replication",0.589%,null,null,2.013,-11.1470,0.835,0.734,16032,1
GO:0044403,"symbiosis, encompassing mutualism through parasitism",4.322%,null,null,2.875,-9.6422,0.814,0.948,16032,1
GO:0006301,"postreplication repair",0.317%,-0.811,-4.371,1.748,-2.0983,0.823,0.579,6301,0
GO:0016185,"synaptic vesicle budding from presynaptic endocytic zone membrane",0.012%, 0.715, 2.378,0.477,-2.5628,0.968,0.580,16185,0
GO:0039530,"MDA-5 signaling pathway",0.058%,-5.003,-3.314,1.041,-5.6656,0.505,0.583,39530,0
GO:1900245,"positive regulation of MDA-5 signaling pathway",0.023%,null,null,0.699,-2.6358,0.510,0.825,39530,1
GO:1900246,"positive regulation of RIG-I signaling pathway",0.046%,null,null,0.954,-2.0632,0.490,0.863,39530,1
GO:0039533,"regulation of MDA-5 signaling pathway",0.040%,null,null,0.903,-2.2208,0.494,0.921,39530,1
GO:0039528,"cytoplasmic pattern recognition receptor signaling pathway in response to virus",0.144%,null,null,1.415,-3.8564,0.475,0.869,39530,1
GO:0002683,"negative regulation of immune system process",2.152%,-7.486,-1.281,2.573,-2.4204,0.676,0.584,2683,0
GO:0071310,"cellular response to organic substance",12.977%, 3.119,-6.052,3.352,-6.1355,0.780,0.590,71310,0
GO:0010273,"detoxification of copper ion",0.012%, 2.061,-3.899,0.477,-2.2147,0.837,0.590,10273,0
GO:1990169,"stress response to copper ion",0.012%,null,null,0.477,-2.2147,0.844,0.923,10273,1
GO:0010033,"response to organic substance",16.515%, 3.450,-5.913,3.457,-5.5090,0.808,0.594,10033,0
GO:0045088,"regulation of innate immune response",2.279%,-4.978,-4.772,2.598,-5.2506,0.552,0.619,45088,0
GO:0050778,"positive regulation of immune response",4.501%,null,null,2.893,-2.4130,0.556,0.779,45088,1
GO:0006955,"immune response",11.858%,-5.924,-4.245,3.313,-16.5332,0.652,0.627,6955,0
GO:0002449,"lymphocyte mediated immunity",1.864%,-7.861,-1.969,2.511,-2.6291,0.726,0.628,2449,0
GO:0002831,"regulation of response to biotic stimulus",0.802%,-3.303,-4.567,2.146,-5.4222,0.735,0.637,2831,0
GO:0002682,"regulation of immune system process",8.344%,-7.878,-2.094,3.160,-5.6168,0.705,0.653,2682,0
GO:0044419,"interspecies interaction between organisms",4.334%,-0.230, 6.228,2.876,-9.2210,0.851,0.659,44419,0
GO:0044764,"multi-organism cellular process",4.120%,-0.303, 6.176,2.854,-2.9239,0.851,0.660,44764,0
GO:0031347,"regulation of defense response",3.964%,-2.726,-7.056,2.838,-3.3863,0.690,0.677,31347,0
GO:0045087,"innate immune response",5.124%,null,null,2.949,-18.8106,0.610,0.711,31347,1
GO:0045824,"negative regulation of innate immune response",0.225%,-5.965,-3.839,1.602,-4.3175,0.598,0.681,45824,0
GO:0050776,"regulation of immune response",5.799%,-5.265,-4.871,3.003,-5.1232,0.575,0.687,50776,0
GO:0002684,"positive regulation of immune system process",6.047%,null,null,3.021,-4.0410,0.636,0.805,50776,1
GO:0002753,"cytoplasmic pattern recognition receptor signaling pathway",0.335%,-5.097,-4.772,1.771,-2.5405,0.586,0.689,2753,0
GO:0051607,"defense response to virus",1.327%,-5.236,-3.662,2.364,-25.0450,0.545,0.689,51607,0
GO:0098586,"cellular response to virus",0.225%,null,null,1.602,-5.5238,0.782,0.761,51607,1
GO:0002704,"negative regulation of leukocyte mediated immunity",0.260%,-7.574,-1.407,1.663,-2.2087,0.679,0.690,2704,0
GO:0019221,"cytokine-mediated signaling pathway",3.260%, 4.154,-5.561,2.753,-13.4688,0.740,0.692,19221,0
GO:0034341,"response to interferon-gamma",0.935%,null,null,2.212,-10.3361,0.603,0.719,19221,1
GO:0060333,"interferon-gamma-mediated signaling pathway",0.496%,null,null,1.940,-10.1554,0.602,0.914,19221,1
GO:0071345,"cellular response to cytokine stimulus",4.172%,null,null,2.860,-11.6761,0.764,0.882,19221,1
GO:0071346,"cellular response to interferon-gamma",0.808%,null,null,2.149,-9.5962,0.599,0.739,19221,1
