term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0034097,"response to cytokine",4.714%,-7.333,-2.621,2.913,-2.0567,0.848,0.306,34097,0
GO:0006521,"regulation of cellular amino acid metabolic process",0.352%,-3.926, 5.630,1.792,-2.1808,0.851,0.343,6521,0
GO:0033238,"regulation of cellular amine metabolic process",0.450%,null,null,1.898,-2.0067,0.889,0.887,6521,1
GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",0.439%, 2.076,-7.426,1.886,-2.0588,0.853,0.347,2479,0
GO:0042590,"antigen processing and presentation of exogenous peptide antigen via MHC class I",0.456%,null,null,1.903,-2.0437,0.852,0.953,2479,1
GO:0022613,"ribonucleoprotein complex biogenesis",2.597%, 3.252, 5.122,2.654,-2.4569,0.953,0.360,22613,0
GO:0071826,"ribonucleoprotein complex subunit organization",1.218%, 4.378, 4.291,2.326,-3.5615,0.950,0.376,71826,0
GO:0043620,"regulation of DNA-templated transcription in response to stress",0.692%,-6.034, 2.764,2.083,-2.4400,0.808,0.389,43620,0
GO:0006796,"phosphate-containing compound metabolic process",18.188%,-0.533, 6.596,3.499,-2.5566,0.918,0.395,6796,0
GO:0016310,"phosphorylation",13.018%,null,null,3.354,-2.1110,0.920,0.728,6796,1
GO:0033554,"cellular response to stress",10.496%,-5.521,-4.717,3.260,-2.6050,0.848,0.407,33554,0
GO:0048872,"homeostasis of number of cells",1.339%, 4.074,-1.422,2.367,-2.0118,0.958,0.438,48872,0
GO:1901701,"cellular response to oxygen-containing compound",5.632%,-6.659,-2.873,2.990,-2.0727,0.802,0.455,1901701,0
GO:0030097,"hemopoiesis",4.108%, 2.723,-6.883,2.853,-2.0118,0.792,0.468,30097,0
GO:1903706,"regulation of hemopoiesis",1.823%,null,null,2.501,-2.1274,0.775,0.834,30097,1
GO:0030217,"T cell differentiation",1.246%,null,null,2.336,-2.0693,0.774,0.792,30097,1
GO:0090087,"regulation of peptide transport",1.177%, 6.308,-1.518,2.312,-2.0567,0.926,0.487,90087,0
GO:0070555,"response to interleukin-1",0.664%,-7.861,-1.667,2.064,-2.2381,0.851,0.494,70555,0
GO:0071447,"cellular response to hydroperoxide",0.046%,-7.394,-0.603,0.954,-3.0842,0.831,0.498,71447,0
GO:0097193,"intrinsic apoptotic signaling pathway",1.633%,-4.007,-5.309,2.453,-2.0237,0.807,0.536,97193,0
GO:0044770,"cell cycle phase transition",3.231%, 6.469, 0.823,2.749,-2.1808,0.883,0.539,44770,0
GO:0070482,"response to oxygen levels",2.089%,-3.558,-2.253,2.560,-2.0570,0.887,0.545,70482,0
GO:0006955,"immune response",11.858%, 0.665,-7.181,3.313,-3.6331,0.739,0.566,6955,0
GO:0034622,"cellular macromolecular complex assembly",5.747%, 2.891, 5.159,2.999,-2.0588,0.935,0.566,34622,0
GO:0002757,"immune response-activating signal transduction",3.405%,-0.333,-6.658,2.772,-2.1808,0.687,0.567,2757,0
GO:0002684,"positive regulation of immune system process",6.047%,null,null,3.021,-2.1031,0.758,0.805,2757,1
GO:0050852,"T cell receptor signaling pathway",1.027%,null,null,2.253,-2.3199,0.713,0.806,2757,1
GO:0002764,"immune response-regulating signaling pathway",3.589%,null,null,2.794,-2.0693,0.695,0.835,2757,1
GO:0050778,"positive regulation of immune response",4.501%,null,null,2.893,-2.3440,0.701,0.828,2757,1
GO:0050776,"regulation of immune response",5.799%,null,null,3.003,-2.6169,0.705,0.731,2757,1
GO:0031664,"regulation of lipopolysaccharide-mediated signaling pathway",0.115%,-6.843,-3.535,1.322,-2.0567,0.794,0.588,31664,0
GO:0060218,"hematopoietic stem cell differentiation",0.098%, 3.172,-6.718,1.255,-2.0317,0.834,0.593,60218,0
GO:1901532,"regulation of hematopoietic progenitor cell differentiation",0.092%,null,null,1.230,-2.0189,0.814,0.743,60218,1
GO:0007346,"regulation of mitotic cell cycle",2.989%, 6.355, 1.001,2.715,-2.4126,0.857,0.605,7346,0
GO:0044772,"mitotic cell cycle phase transition",3.064%,null,null,2.726,-2.3199,0.864,0.766,7346,1
GO:0043066,"negative regulation of apoptotic process",4.749%,-2.633,-1.670,2.916,-2.9249,0.825,0.625,43066,0
GO:0042981,"regulation of apoptotic process",8.159%,null,null,3.151,-3.6141,0.839,0.825,43066,1
GO:0060548,"negative regulation of cell death",5.222%,null,null,2.957,-2.8941,0.827,0.739,43066,1
GO:0043069,"negative regulation of programmed cell death",4.812%,null,null,2.922,-2.8604,0.825,0.920,43066,1
GO:0043067,"regulation of programmed cell death",8.234%,null,null,3.155,-3.5213,0.840,0.886,43066,1
GO:0002252,"immune effector process",6.896%, 2.463,-7.171,3.078,-2.8856,0.811,0.627,2252,0
GO:0034599,"cellular response to oxidative stress",1.448%,-6.879,-1.233,2.401,-2.6039,0.787,0.652,34599,0
GO:0000302,"response to reactive oxygen species",1.327%,null,null,2.364,-2.1031,0.811,0.850,34599,1
GO:0034614,"cellular response to reactive oxygen species",0.854%,null,null,2.173,-2.6101,0.787,0.809,34599,1
GO:0002682,"regulation of immune system process",8.344%, 2.304,-7.200,3.160,-2.3328,0.780,0.653,2682,0
GO:0031394,"positive regulation of prostaglandin biosynthetic process",0.023%,-3.895, 4.691,0.699,-2.1274,0.870,0.656,31394,0
GO:2001280,"positive regulation of unsaturated fatty acid biosynthetic process",0.023%,null,null,0.699,-2.0068,0.870,0.951,31394,1
GO:0019646,"aerobic electron transport chain",0.006%,-2.114, 5.551,0.301,-5.4861,0.873,0.670,19646,0
GO:0098869,"cellular oxidant detoxification",0.531%,-7.867, 0.402,1.968,-2.1808,0.858,0.674,98869,0
GO:1990748,"cellular detoxification",0.542%,null,null,1.978,-2.0588,0.858,0.984,98869,1
GO:0071451,"cellular response to superoxide",0.138%,null,null,1.398,-2.0567,0.808,0.992,98869,1
GO:0071450,"cellular response to oxygen radical",0.138%,null,null,1.398,-2.0567,0.808,0.958,98869,1
GO:0019430,"removal of superoxide radicals",0.127%,null,null,1.362,-2.0942,0.742,0.871,98869,1
GO:0010941,"regulation of cell death",8.800%,-2.739,-4.288,3.184,-3.8354,0.846,0.685,10941,0
GO:0012501,"programmed cell death",11.246%,null,null,3.290,-3.6911,0.861,0.846,10941,1
GO:0006915,"apoptotic process",10.537%,null,null,3.262,-3.7804,0.860,0.802,10941,1
GO:0031145,"anaphase-promoting complex-dependent catabolic process",0.467%, 0.234, 1.586,1.914,-2.0118,0.953,0.686,31145,0
GO:0019221,"cytokine-mediated signaling pathway",3.260%,-6.585,-3.231,2.753,-2.0567,0.756,0.690,19221,0
GO:0034612,"response to tumor necrosis factor",1.673%,null,null,2.464,-2.0067,0.838,0.775,19221,1
GO:0033209,"tumor necrosis factor-mediated signaling pathway",0.964%,null,null,2.225,-2.1156,0.783,0.755,19221,1
GO:0071345,"cellular response to cytokine stimulus",4.172%,null,null,2.860,-2.0570,0.795,0.882,19221,1
GO:1902036,"regulation of hematopoietic stem cell differentiation",0.035%, 3.405,-6.457,0.845,-2.1608,0.827,0.694,1902036,0
