term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0032020,"ISG15-protein conjugation",0.035%, 5.515, 1.389,0.845,-3.2538,0.967,0.046,32020,0
GO:0020027,"hemoglobin metabolic process",0.087%, 2.386, 2.885,1.204,-3.0736,0.971,0.049,20027,0
GO:0051186,"cofactor metabolic process",2.268%,-0.191, 0.005,2.595,-2.5171,0.969,0.052,51186,0
GO:0043412,"macromolecule modification",24.172%, 2.494, 0.657,3.622,-2.4705,0.967,0.069,43412,0
GO:0009615,"response to virus",1.771%,-2.088, 5.552,2.489,-14.2320,0.839,0.076,9615,0
GO:0043207,"response to external biotic stimulus",4.859%,null,null,2.926,-10.3294,0.821,0.933,9615,1
GO:0051707,"response to other organism",4.853%,null,null,2.925,-10.3294,0.820,0.815,9615,1
GO:0098542,"defense response to other organism",2.874%,null,null,2.698,-9.9437,0.763,0.875,9615,1
GO:0048519,"negative regulation of biological process",26.855%, 4.546, 3.426,3.668,-2.5940,0.938,0.090,48519,0
GO:0033013,"tetrapyrrole metabolic process",0.329%, 5.640,-1.865,1.763,-2.7061,0.947,0.102,33013,0
GO:0009607,"response to biotic stimulus",5.107%, 4.070, 5.111,2.947,-10.0565,0.912,0.102,9607,0
GO:0051239,"regulation of multicellular organismal process",15.268%,-4.059,-6.222,3.423,-3.1205,0.913,0.104,51239,0
GO:0050793,"regulation of developmental process",12.949%,-3.030,-5.357,3.351,-3.0126,0.906,0.140,50793,0
GO:0009605,"response to external stimulus",12.043%, 3.248, 5.979,3.320,-8.3717,0.901,0.141,9605,0
GO:1901564,"organonitrogen compound metabolic process",13.324%, 3.848,-0.728,3.364,-3.4136,0.959,0.142,1901564,0
GO:0009189,"deoxyribonucleoside diphosphate biosynthetic process",0.023%, 1.281,-1.981,0.699,-2.2065,0.943,0.143,9189,0
GO:0060263,"regulation of respiratory burst",0.081%, 4.834,-2.922,1.176,-2.4340,0.927,0.157,60263,0
GO:0002679,"respiratory burst involved in defense response",0.046%,null,null,0.954,-2.2385,0.775,0.867,60263,1
GO:0042440,"pigment metabolic process",0.387%, 2.142,-2.378,1.833,-2.4329,0.956,0.177,42440,0
GO:0019755,"one-carbon compound transport",0.069%,-0.218,-6.257,1.114,-2.1280,0.964,0.191,19755,0
GO:0015671,"oxygen transport",0.081%,-0.481,-4.335,1.176,-3.5922,0.963,0.193,15671,0
GO:0006950,"response to stress",21.310%, 2.213, 6.391,3.567,-5.5965,0.893,0.196,6950,0
GO:0045920,"negative regulation of exocytosis",0.173%,-6.048,-4.019,1.491,-2.6207,0.883,0.205,45920,0
GO:0098754,"detoxification",0.565%, 1.845, 5.503,1.996,-2.8687,0.888,0.206,98754,0
GO:0098869,"cellular oxidant detoxification",0.531%,null,null,1.968,-2.0932,0.888,0.829,98754,1
GO:0007166,"cell surface receptor signaling pathway",15.868%,-0.600, 7.333,3.439,-3.5183,0.845,0.212,7166,0
GO:0009636,"response to toxic substance",1.264%, 2.646, 6.669,2.342,-2.4364,0.888,0.227,9636,0
GO:0043066,"negative regulation of apoptotic process",4.749%,-6.846,-1.938,2.916,-4.0100,0.841,0.236,43066,0
GO:0060548,"negative regulation of cell death",5.222%,null,null,2.957,-4.0791,0.844,0.739,43066,1
GO:0043069,"negative regulation of programmed cell death",4.812%,null,null,2.922,-3.8463,0.841,0.920,43066,1
GO:0012501,"programmed cell death",11.246%,null,null,3.290,-2.0011,0.920,0.718,43066,1
GO:0042221,"response to chemical",23.993%, 1.679, 6.396,3.619,-5.0779,0.891,0.241,42221,0
GO:0048583,"regulation of response to stimulus",21.610%, 2.999, 7.172,3.574,-2.3892,0.861,0.242,48583,0
GO:0006464,"cellular protein modification process",22.683%, 1.496,-0.409,3.595,-2.4364,0.951,0.243,6464,0
GO:0036211,"protein modification process",22.683%,null,null,3.595,-2.4364,0.957,0.726,6464,1
GO:0051881,"regulation of mitochondrial membrane potential",0.358%,-2.106,-3.116,1.799,-2.9078,0.945,0.257,51881,0
GO:0002698,"negative regulation of immune effector process",0.606%,-8.230, 1.086,2.025,-3.3308,0.754,0.287,2698,0
GO:0050777,"negative regulation of immune response",0.721%,null,null,2.100,-2.6301,0.692,0.748,2698,1
GO:0051716,"cellular response to stimulus",40.358%, 1.406, 8.100,3.845,-2.5847,0.879,0.307,51716,0
GO:0006952,"defense response",8.904%,-2.755, 7.849,3.189,-9.9437,0.852,0.312,6952,0
GO:0051187,"cofactor catabolic process",0.115%, 3.300,-3.108,1.322,-4.9056,0.925,0.322,51187,0
GO:0032069,"regulation of nuclease activity",0.156%, 5.418,-0.698,1.447,-2.9655,0.930,0.323,32069,0
GO:2000026,"regulation of multicellular organismal development",9.821%,-3.628,-6.027,3.231,-2.5035,0.870,0.340,2000026,0
GO:0048585,"negative regulation of response to stimulus",8.003%,-4.283, 5.118,3.142,-2.8866,0.795,0.345,48585,0
GO:0034097,"response to cytokine",4.714%, 1.622, 7.722,2.913,-6.6968,0.854,0.357,34097,0
GO:0034198,"cellular response to amino acid starvation",0.214%,-3.802, 7.019,1.580,-2.1555,0.855,0.366,34198,0
GO:0002520,"immune system development",4.605%,-7.920,-0.031,2.903,-3.0451,0.781,0.368,2520,0
GO:0017001,"antibiotic catabolic process",0.894%, 3.311,-1.686,2.190,-4.2393,0.923,0.380,17001,0
GO:0042737,"drug catabolic process",0.087%,null,null,1.204,-2.7681,0.942,1.034,17001,1
GO:0016999,"antibiotic metabolic process",0.012%,null,null,0.477,-2.4715,0.953,0.883,17001,1
GO:0042592,"homeostatic process",9.371%,-2.256,-4.086,3.211,-2.3833,0.928,0.382,42592,0
GO:0048869,"cellular developmental process",23.093%,-3.313,-5.390,3.602,-2.0508,0.925,0.406,48869,0
GO:0019079,"viral genome replication",0.589%, 1.743,-5.136,2.013,-8.2508,0.870,0.407,19079,0
GO:0016032,"viral process",4.091%,null,null,2.851,-4.4148,0.852,0.734,19079,1
GO:0019058,"viral life cycle",2.366%,null,null,2.614,-4.7164,0.860,0.881,19079,1
GO:0044403,"symbiosis, encompassing mutualism through parasitism",4.322%,null,null,2.875,-4.0018,0.855,0.948,19079,1
GO:0070887,"cellular response to chemical stimulus",15.701%, 0.288, 7.768,3.435,-8.5440,0.841,0.442,70887,0
GO:0043900,"regulation of multi-organism process",1.379%, 2.943,-5.449,2.380,-6.4557,0.869,0.444,43900,0
GO:0030218,"erythrocyte differentiation",0.565%,-7.507,-0.402,1.996,-4.4148,0.751,0.452,30218,0
GO:0030099,"myeloid cell differentiation",1.875%,null,null,2.513,-2.5004,0.768,0.837,30218,1
GO:0030097,"hemopoiesis",4.108%,null,null,2.853,-3.2202,0.756,0.717,30218,1
GO:0034101,"erythrocyte homeostasis",0.612%,null,null,2.029,-4.2393,0.797,0.947,30218,1
GO:0048534,"hematopoietic or lymphoid organ development",4.339%,null,null,2.877,-3.3657,0.756,0.928,30218,1
GO:0048821,"erythrocyte development",0.138%,null,null,1.398,-3.2696,0.779,0.862,30218,1
GO:1903706,"regulation of hemopoiesis",1.823%,null,null,2.501,-2.0288,0.721,0.834,30218,1
GO:0002262,"myeloid cell homeostasis",0.744%,null,null,2.114,-4.4089,0.796,0.845,30218,1
GO:0061515,"myeloid cell development",0.317%,null,null,1.748,-2.2189,0.800,0.714,30218,1
GO:0032103,"positive regulation of response to external stimulus",1.518%,-4.010, 6.368,2.422,-2.5981,0.813,0.453,32103,0
GO:0032102,"negative regulation of response to external stimulus",1.454%,null,null,2.403,-2.5817,0.775,0.736,32103,1
GO:0035455,"response to interferon-alpha",0.115%, 1.096, 6.950,1.322,-3.1268,0.870,0.479,35455,0
GO:0035456,"response to interferon-beta",0.133%, 1.194, 7.141,1.380,-2.3079,0.868,0.485,35456,0
GO:0080134,"regulation of response to stress",7.657%,-3.482, 7.271,3.123,-2.0508,0.796,0.488,80134,0
GO:0039530,"MDA-5 signaling pathway",0.058%,-6.648, 3.101,1.041,-2.5981,0.682,0.501,39530,0
GO:0002683,"negative regulation of immune system process",2.152%,-8.249, 1.065,2.573,-2.1050,0.746,0.509,2683,0
GO:0031347,"regulation of defense response",3.964%,-4.235, 7.296,2.838,-2.7061,0.771,0.512,31347,0
GO:0045087,"innate immune response",5.124%,null,null,2.949,-9.9437,0.708,0.711,31347,1
GO:0032101,"regulation of response to external stimulus",3.976%,-3.194, 6.991,2.839,-4.3000,0.802,0.513,32101,0
GO:0002252,"immune effector process",6.896%,-8.613, 1.917,3.078,-9.8535,0.804,0.524,2252,0
GO:0032479,"regulation of type I interferon production",0.681%,-4.281,-3.250,2.076,-2.2502,0.902,0.526,32479,0
GO:0034340,"response to type I interferon",0.485%,-6.154, 5.443,1.929,-15.4031,0.719,0.544,34340,0
GO:1902564,"negative regulation of neutrophil activation",0.017%,-8.253, 0.990,0.602,-2.0790,0.811,0.546,1902564,0
GO:0002832,"negative regulation of response to biotic stimulus",0.208%,-5.787, 2.797,1.568,-3.5021,0.804,0.553,2832,0
GO:0044419,"interspecies interaction between organisms",4.334%, 2.648,-5.504,2.876,-3.5890,0.885,0.562,44419,0
GO:0042168,"heme metabolic process",0.167%, 3.592,-3.337,1.477,-3.8829,0.868,0.563,42168,0
GO:0006783,"heme biosynthetic process",0.115%,null,null,1.322,-3.5107,0.868,0.937,42168,1
GO:0006779,"porphyrin-containing compound biosynthetic process",0.138%,null,null,1.398,-3.2291,0.898,0.967,42168,1
GO:0006778,"porphyrin-containing compound metabolic process",0.208%,null,null,1.568,-3.4827,0.899,0.907,42168,1
GO:0033014,"tetrapyrrole biosynthetic process",0.156%,null,null,1.447,-3.0837,0.908,0.886,42168,1
GO:0046148,"pigment biosynthetic process",0.300%,null,null,1.724,-2.2072,0.937,0.907,42168,1
GO:0046501,"protoporphyrinogen IX metabolic process",0.058%,null,null,1.041,-3.0728,0.904,0.890,42168,1
GO:0002697,"regulation of immune effector process",1.922%,-8.642, 1.817,2.524,-2.0896,0.774,0.584,2697,0
GO:0071310,"cellular response to organic substance",12.977%, 0.227, 7.498,3.352,-6.2985,0.827,0.590,71310,0
GO:0010033,"response to organic substance",16.515%, 0.611, 7.467,3.457,-5.6316,0.846,0.594,10033,0
GO:0045055,"regulated exocytosis",4.299%,-0.810,-5.991,2.873,-2.2290,0.933,0.599,45055,0
GO:0006887,"exocytosis",4.986%,null,null,2.937,-2.3043,0.935,0.751,45055,1
GO:1901214,"regulation of neuron death",1.558%,-3.997,-0.488,2.433,-2.0237,0.901,0.615,1901214,0
GO:0051241,"negative regulation of multicellular organismal process",5.741%,-6.713,-3.141,2.998,-2.0288,0.840,0.615,51241,0
GO:0002887,"negative regulation of myeloid leukocyte mediated immunity",0.058%,-8.332, 1.135,1.041,-2.1552,0.794,0.617,2887,0
GO:2001240,"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand",0.196%,-5.562, 3.879,1.544,-2.4456,0.789,0.622,2001240,0
GO:2001239,"regulation of extrinsic apoptotic signaling pathway in absence of ligand",0.277%,null,null,1.690,-2.0911,0.816,0.906,2001240,1
GO:1901099,"negative regulation of signal transduction in absence of ligand",0.196%,null,null,1.544,-2.4456,0.821,0.881,2001240,1
GO:1990928,"response to amino acid starvation",0.017%,-4.866, 7.348,0.602,-2.0871,0.884,0.625,1990928,0
GO:0006955,"immune response",11.858%,-6.948, 4.420,3.313,-6.1671,0.731,0.627,6955,0
GO:0032606,"type I interferon production",0.687%,-5.065,-4.692,2.079,-2.2195,0.938,0.634,32606,0
GO:0002831,"regulation of response to biotic stimulus",0.802%,-3.715, 5.223,2.146,-3.6350,0.821,0.637,2831,0
GO:0002682,"regulation of immune system process",8.344%,-8.711, 1.985,3.160,-5.3626,0.771,0.653,2682,0
GO:0042743,"hydrogen peroxide metabolic process",0.242%, 1.098,-0.109,1.633,-4.3177,0.963,0.666,42743,0
GO:0045824,"negative regulation of innate immune response",0.225%,-7.401, 3.100,1.602,-2.3096,0.691,0.671,45824,0
GO:0045088,"regulation of innate immune response",2.279%,-6.709, 4.385,2.598,-2.8137,0.665,0.677,45088,0
GO:0043301,"negative regulation of leukocyte degranulation",0.063%,-7.688, 0.444,1.079,-2.0424,0.762,0.685,43301,0
GO:0051607,"defense response to virus",1.327%,-6.847, 4.296,2.364,-12.7044,0.677,0.689,51607,0
GO:0098586,"cellular response to virus",0.225%,null,null,1.602,-3.5021,0.862,0.761,51607,1
GO:0002684,"positive regulation of immune system process",6.047%,-8.453, 2.039,3.021,-2.7104,0.746,0.691,2684,0
GO:0050776,"regulation of immune response",5.799%,null,null,3.003,-2.5671,0.672,0.805,2684,1
GO:0019221,"cytokine-mediated signaling pathway",3.260%, 0.593, 7.655,2.753,-6.9977,0.782,0.692,19221,0
GO:0034341,"response to interferon-gamma",0.935%,null,null,2.212,-4.0877,0.700,0.719,19221,1
GO:0071345,"cellular response to cytokine stimulus",4.172%,null,null,2.860,-5.9790,0.812,0.882,19221,1
GO:0060333,"interferon-gamma-mediated signaling pathway",0.496%,-5.871, 5.395,1.940,-3.6788,0.690,0.697,60333,0
GO:0071346,"cellular response to interferon-gamma",0.808%,null,null,2.149,-3.0769,0.697,0.914,60333,1
