term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0030212,"hyaluronan metabolic process",0.208%, 2.882,-0.835,1.568,-2.1243,0.974,0.094,30212,0
GO:0002930,"trabecular meshwork development",0.012%,-3.350,-2.720,0.477,-2.0579,0.922,0.110,2930,0
GO:0051707,"response to other organism",4.853%, 3.585, 5.960,2.925,-4.7670,0.909,0.114,51707,0
GO:0043207,"response to external biotic stimulus",4.859%,null,null,2.926,-4.7670,0.909,0.933,51707,1
GO:0009617,"response to bacterium",3.156%,null,null,2.739,-2.1020,0.914,0.888,51707,1
GO:0098542,"defense response to other organism",2.874%,null,null,2.698,-3.6085,0.889,0.875,51707,1
GO:0034097,"response to cytokine",4.714%, 2.414, 4.533,2.913,-2.6030,0.931,0.118,34097,0
GO:0045906,"negative regulation of vasoconstriction",0.040%,-1.475,-2.275,0.903,-2.7289,0.859,0.131,45906,0
GO:0007565,"female pregnancy",1.056%, 1.296,-3.007,2.265,-2.2409,0.937,0.133,7565,0
GO:0009605,"response to external stimulus",12.043%, 2.759, 6.028,3.320,-7.1359,0.935,0.139,9605,0
GO:0009607,"response to biotic stimulus",5.107%, 2.217, 4.936,2.947,-4.6257,0.942,0.141,9607,0
GO:0009895,"negative regulation of catabolic process",0.877%,-0.848, 3.223,2.185,-2.3315,0.906,0.166,9895,0
GO:0032352,"positive regulation of hormone metabolic process",0.063%,-1.549,-1.690,1.079,-2.6282,0.897,0.168,32352,0
GO:0046885,"regulation of hormone biosynthetic process",0.098%,null,null,1.255,-2.2506,0.918,0.909,32352,1
GO:0046886,"positive regulation of hormone biosynthetic process",0.046%,null,null,0.954,-2.7974,0.890,0.863,32352,1
GO:0010507,"negative regulation of autophagy",0.387%,-1.207, 4.073,1.833,-2.2275,0.923,0.187,10507,0
GO:0010876,"lipid localization",2.043%, 2.530,-5.638,2.550,-3.1221,0.931,0.190,10876,0
GO:0001525,"angiogenesis",2.389%,-2.043,-4.540,2.618,-2.0126,0.890,0.193,1525,0
GO:0048514,"blood vessel morphogenesis",2.856%,null,null,2.695,-2.0181,0.888,0.901,1525,1
GO:0006950,"response to stress",21.310%, 1.930, 5.429,3.567,-3.2518,0.929,0.196,6950,0
GO:0010646,"regulation of cell communication",17.651%, 1.273, 6.321,3.486,-2.4069,0.917,0.202,10646,0
GO:0051239,"regulation of multicellular organismal process",15.268%,-0.655,-5.490,3.423,-2.1061,0.891,0.202,51239,0
GO:0023051,"regulation of signaling",17.946%, 1.621, 6.738,3.493,-2.3696,0.922,0.203,23051,0
GO:1901568,"fatty acid derivative metabolic process",0.635%, 3.933, 0.323,2.045,-2.2685,0.960,0.212,1901568,0
GO:0010575,"positive regulation of vascular endothelial growth factor production",0.156%,-2.273,-5.463,1.447,-2.2903,0.808,0.223,10575,0
GO:0010574,"regulation of vascular endothelial growth factor production",0.185%,null,null,1.519,-2.1864,0.835,0.975,10575,1
GO:0048583,"regulation of response to stimulus",21.610%, 2.991, 6.893,3.574,-2.6030,0.890,0.233,48583,0
GO:1903464,"negative regulation of mitotic cell cycle DNA replication",0.012%,-0.474, 3.042,0.477,-2.1121,0.910,0.238,1903464,0
GO:0050793,"regulation of developmental process",12.949%,-3.331,-3.163,3.351,-2.3040,0.894,0.247,50793,0
GO:0071692,"protein localization to extracellular region",0.035%, 3.569,-4.961,0.845,-2.1121,0.949,0.252,71692,0
GO:0002606,"positive regulation of dendritic cell antigen processing and presentation",0.040%,-7.730, 0.885,0.903,-2.1648,0.741,0.278,2606,0
GO:0090713,"immunological memory process",0.052%,-7.837, 1.099,1.000,-3.2806,0.791,0.285,90713,0
GO:0010955,"negative regulation of protein processing",0.231%,-0.488, 3.672,1.613,-2.3040,0.894,0.304,10955,0
GO:0097341,"zymogen inhibition",0.069%,null,null,1.114,-2.0063,0.902,0.908,10955,1
GO:0097340,"inhibition of cysteine-type endopeptidase activity",0.063%,null,null,1.079,-2.0063,0.903,0.902,10955,1
GO:1903318,"negative regulation of protein maturation",0.231%,null,null,1.613,-2.3040,0.900,0.866,10955,1
GO:0015748,"organophosphate ester transport",0.490%, 2.052,-6.358,1.934,-2.3519,0.917,0.324,15748,0
GO:0042092,"type 2 immune response",0.196%,-8.453, 1.174,1.544,-2.0086,0.768,0.326,42092,0
GO:0010827,"regulation of glucose transport",0.600%, 1.972,-5.532,2.021,-2.2585,0.881,0.332,10827,0
GO:0010829,"negative regulation of glucose transport",0.092%,null,null,1.230,-2.0841,0.872,0.772,10827,1
GO:0016192,"vesicle-mediated transport",11.385%, 1.891,-6.701,3.295,-2.5773,0.930,0.337,16192,0
GO:0043491,"protein kinase B signaling",0.871%, 1.600, 5.832,2.182,-2.0013,0.901,0.345,43491,0
GO:0035556,"intracellular signal transduction",15.101%, 2.177, 7.473,3.418,-2.0063,0.865,0.353,35556,0
GO:1905377,"response to D-galactose",0.446%, 2.278, 2.982,1.892,-2.3522,0.942,0.355,1905377,0
GO:0051240,"positive regulation of multicellular organismal process",8.327%,-4.393,-5.034,3.160,-2.2754,0.792,0.356,51240,0
GO:0080135,"regulation of cellular response to stress",3.543%,-0.500, 6.995,2.789,-3.5137,0.839,0.368,80135,0
GO:0031347,"regulation of defense response",3.964%,null,null,2.838,-3.1221,0.839,0.723,80135,1
GO:0002819,"regulation of adaptive immune response",0.756%,-7.158, 3.440,2.121,-3.2060,0.648,0.381,2819,0
GO:0006869,"lipid transport",1.852%, 2.397,-7.002,2.508,-3.3531,0.877,0.386,6869,0
GO:0015908,"fatty acid transport",0.525%,null,null,1.964,-3.0460,0.880,0.825,6869,1
GO:0019915,"lipid storage",0.364%,null,null,1.806,-2.3137,0.888,0.794,6869,1
GO:0015914,"phospholipid transport",0.340%,null,null,1.778,-2.6913,0.887,0.788,6869,1
GO:0031401,"positive regulation of protein modification process",6.636%,-3.700, 1.551,3.061,-2.0872,0.861,0.390,31401,0
GO:0030155,"regulation of cell adhesion",3.780%,-3.966,-1.320,2.817,-2.5971,0.821,0.395,30155,0
GO:0098609,"cell-cell adhesion",5.326%,null,null,2.966,-3.5300,0.850,0.726,30155,1
GO:0007155,"cell adhesion",8.511%,null,null,3.169,-2.0602,0.843,0.834,30155,1
GO:0045940,"positive regulation of steroid metabolic process",0.138%,-2.125, 0.904,1.398,-2.2903,0.891,0.404,45940,0
GO:0050810,"regulation of steroid biosynthetic process",0.300%,null,null,1.724,-2.1430,0.912,0.870,45940,1
GO:0010893,"positive regulation of steroid biosynthetic process",0.081%,null,null,1.176,-2.5230,0.890,0.787,45940,1
GO:1900076,"regulation of cellular response to insulin stimulus",0.387%,-1.163, 6.830,1.833,-2.3040,0.874,0.407,1900076,0
GO:0046628,"positive regulation of insulin receptor signaling pathway",0.075%,null,null,1.146,-2.0367,0.846,0.847,1900076,1
GO:0046626,"regulation of insulin receptor signaling pathway",0.283%,null,null,1.699,-2.3803,0.862,0.776,1900076,1
GO:0048585,"negative regulation of response to stimulus",8.003%,-0.876, 7.689,3.142,-3.3551,0.826,0.409,48585,0
GO:0002440,"production of molecular mediator of immune response",1.333%,-8.811, 0.760,2.365,-3.1525,0.761,0.411,2440,0
GO:0015711,"organic anion transport",2.597%, 2.118,-5.692,2.654,-2.6984,0.907,0.411,15711,0
GO:0015718,"monocarboxylic acid transport",0.860%,null,null,2.176,-2.2285,0.895,0.775,15711,1
GO:0035592,"establishment of protein localization to extracellular region",3.505%, 2.354,-5.978,2.784,-2.1389,0.884,0.413,35592,0
GO:0009165,"nucleotide biosynthetic process",1.898%, 4.550, 0.336,2.519,-2.1623,0.906,0.417,9165,0
GO:1901293,"nucleoside phosphate biosynthetic process",1.916%,null,null,2.522,-2.1430,0.907,0.800,9165,1
GO:0046390,"ribose phosphate biosynthetic process",1.535%,null,null,2.427,-2.1061,0.947,0.778,9165,1
GO:0038066,"p38MAPK cascade",0.202%, 3.421, 4.332,1.556,-2.2741,0.861,0.423,38066,0
GO:0006952,"defense response",8.904%, 2.328, 5.358,3.189,-6.3375,0.914,0.427,6952,0
GO:0050900,"leukocyte migration",2.649%,-7.701,-2.461,2.663,-2.9036,0.699,0.453,50900,0
GO:0007165,"signal transduction",33.618%, 1.792, 7.175,3.765,-2.3040,0.849,0.454,7165,0
GO:0033089,"positive regulation of T cell differentiation in thymus",0.063%,-7.070,-0.827,1.079,-2.7076,0.556,0.454,33089,0
GO:0033077,"T cell differentiation in thymus",0.392%,null,null,1.839,-2.2285,0.577,0.855,33089,1
GO:0033081,"regulation of T cell differentiation in thymus",0.138%,null,null,1.398,-2.2585,0.546,0.943,33089,1
GO:0019221,"cytokine-mediated signaling pathway",3.260%, 1.979, 7.102,2.753,-2.2861,0.876,0.464,19221,0
GO:0044706,"multi-multicellular organism process",1.223%, 2.205,-3.944,2.328,-2.3544,0.938,0.466,44706,0
GO:0002274,"myeloid leukocyte activation",3.531%,-8.309, 0.488,2.787,-8.5923,0.648,0.473,2274,0
GO:0045321,"leukocyte activation",7.011%,null,null,3.085,-11.6444,0.629,0.794,2274,1
GO:0046649,"lymphocyte activation",3.947%,null,null,2.836,-4.1768,0.644,0.752,2274,1
GO:0036230,"granulocyte activation",2.851%,null,null,2.695,-7.4796,0.650,0.716,2274,1
GO:0006796,"phosphate-containing compound metabolic process",18.188%, 5.205, 1.229,3.499,-2.7100,0.951,0.481,6796,0
GO:0016310,"phosphorylation",13.018%,null,null,3.354,-2.3522,0.952,0.728,6796,1
GO:0080134,"regulation of response to stress",7.657%,-0.589, 6.937,3.123,-3.1242,0.841,0.488,80134,0
GO:0030728,"ovulation",0.121%, 2.662,-2.668,1.342,-2.0841,0.940,0.489,30728,0
GO:0002520,"immune system development",4.605%,-7.601,-1.852,2.903,-2.5773,0.683,0.494,2520,0
GO:0034113,"heterotypic cell-cell adhesion",0.289%,-4.380,-1.432,1.708,-2.4528,0.846,0.494,34113,0
GO:0050854,"regulation of antigen receptor-mediated signaling pathway",0.265%,-6.303, 4.262,1.672,-2.7449,0.645,0.496,50854,0
GO:0046903,"secretion",8.892%, 1.957,-6.881,3.188,-6.6772,0.894,0.497,46903,0
GO:0010573,"vascular endothelial growth factor production",0.196%, 0.748,-5.074,1.544,-2.1460,0.881,0.498,10573,0
GO:0002920,"regulation of humoral immune response",0.294%,-7.359, 3.310,1.716,-2.0320,0.681,0.501,2920,0
GO:0015939,"pantothenate metabolic process",0.046%, 4.175,-0.149,0.954,-2.1455,0.944,0.520,15939,0
GO:0033554,"cellular response to stress",10.496%, 2.174, 6.389,3.260,-3.3422,0.904,0.521,33554,0
GO:0002683,"negative regulation of immune system process",2.152%,-7.670, 1.824,2.573,-2.3006,0.652,0.522,2683,0
GO:2000523,"regulation of T cell costimulation",0.012%,-7.632, 0.087,0.477,-2.5268,0.654,0.528,2000523,0
GO:1990266,"neutrophil migration",0.554%,-7.721,-1.744,1.987,-2.3522,0.737,0.543,1990266,0
GO:0097530,"granulocyte migration",0.692%,null,null,2.083,-2.1389,0.732,0.903,1990266,1
GO:0030595,"leukocyte chemotaxis",1.108%,null,null,2.286,-2.1121,0.673,0.729,1990266,1
GO:0042116,"macrophage activation",0.329%,-8.492, 0.301,1.763,-3.1221,0.714,0.546,42116,0
GO:0009966,"regulation of signal transduction",15.915%,-0.086, 7.372,3.441,-2.3911,0.808,0.550,9966,0
GO:0031667,"response to nutrient levels",2.383%, 2.074, 4.046,2.617,-2.6899,0.923,0.551,31667,0
GO:0009991,"response to extracellular stimulus",2.562%, 2.698, 4.874,2.648,-2.5685,0.922,0.557,9991,0
GO:0034116,"positive regulation of heterotypic cell-cell adhesion",0.069%,-4.959,-1.111,1.114,-2.5971,0.800,0.569,34116,0
GO:0034114,"regulation of heterotypic cell-cell adhesion",0.121%,null,null,1.342,-2.3040,0.818,0.834,34116,1
GO:0006955,"immune response",11.858%,-6.773, 3.333,3.313,-8.7315,0.666,0.585,6955,0
GO:0042445,"hormone metabolic process",1.091%, 1.545,-1.423,2.279,-2.0504,0.935,0.587,42445,0
GO:0042327,"positive regulation of phosphorylation",5.384%,-2.690, 0.853,2.970,-2.1239,0.851,0.589,42327,0
GO:0032101,"regulation of response to external stimulus",3.976%,-0.906, 6.814,2.839,-2.7383,0.843,0.596,32101,0
GO:0002790,"peptide secretion",1.414%, 1.871,-6.490,2.391,-2.0123,0.890,0.608,2790,0
GO:0050663,"cytokine secretion",1.027%, 0.684,-6.692,2.253,-4.1768,0.777,0.609,50663,0
GO:0001819,"positive regulation of cytokine production",2.256%,null,null,2.593,-3.4651,0.763,0.881,50663,1
GO:0001817,"regulation of cytokine production",3.387%,null,null,2.769,-3.5977,0.791,0.794,50663,1
GO:0045066,"regulatory T cell differentiation",0.121%,-7.351,-0.994,1.342,-2.5971,0.616,0.615,45066,0
GO:0006820,"anion transport",3.422%, 2.195,-7.247,2.774,-2.1623,0.926,0.618,6820,0
GO:0019637,"organophosphate metabolic process",6.849%, 2.970, 0.374,3.075,-2.3696,0.955,0.622,19637,0
GO:0032612,"interleukin-1 production",0.398%, 0.161,-4.730,1.845,-2.1430,0.874,0.626,32612,0
GO:0002252,"immune effector process",6.896%,-8.354, 0.821,3.078,-8.7315,0.714,0.627,2252,0
GO:0050855,"regulation of B cell receptor signaling pathway",0.081%,-6.486, 4.257,1.176,-2.0367,0.675,0.627,50855,0
GO:0050858,"negative regulation of antigen receptor-mediated signaling pathway",0.121%,null,null,1.342,-2.0367,0.638,0.855,50855,1
GO:0044703,"multi-organism reproductive process",5.430%, 3.794,-2.284,2.974,-2.0063,0.980,0.628,44703,0
GO:0023057,"negative regulation of signaling",7.080%,-0.549, 7.115,3.089,-2.0314,0.871,0.628,23057,0
GO:0072604,"interleukin-6 secretion",0.167%, 1.250,-6.510,1.477,-2.9272,0.806,0.630,72604,0
GO:0050715,"positive regulation of cytokine secretion",0.589%,null,null,2.013,-2.3040,0.706,0.920,72604,1
GO:0050701,"interleukin-1 secretion",0.237%,null,null,1.623,-2.1596,0.801,0.842,72604,1
GO:0050707,"regulation of cytokine secretion",0.894%,null,null,2.193,-2.5971,0.728,0.816,72604,1
GO:0002820,"negative regulation of adaptive immune response",0.225%,-6.832, 3.594,1.602,-3.1525,0.645,0.630,2820,0
GO:0002890,"negative regulation of immunoglobulin mediated immune response",0.058%,null,null,1.041,-2.3803,0.641,0.892,2820,1
GO:0002822,"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.692%,null,null,2.083,-2.6747,0.642,0.876,2820,1
GO:0002823,"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.208%,null,null,1.568,-2.7168,0.644,0.798,2820,1
GO:0002825,"regulation of T-helper 1 type immune response",0.127%,null,null,1.362,-2.3522,0.688,0.760,2820,1
GO:0002713,"negative regulation of B cell mediated immunity",0.058%,null,null,1.041,-2.3803,0.642,0.892,2820,1
GO:0048294,"negative regulation of isotype switching to IgE isotypes",0.017%,null,null,0.602,-2.0056,0.555,0.925,2820,1
GO:0045064,"T-helper 2 cell differentiation",0.092%,-7.467,-0.772,1.230,-2.5802,0.566,0.632,45064,0
GO:0002828,"regulation of type 2 immune response",0.156%,null,null,1.447,-2.1150,0.690,0.925,45064,1
GO:2000515,"negative regulation of CD4-positive, alpha-beta T cell activation",0.104%,null,null,1.279,-2.1455,0.579,0.940,45064,1
GO:0045622,"regulation of T-helper cell differentiation",0.173%,null,null,1.491,-2.0517,0.475,0.906,45064,1
GO:0045623,"negative regulation of T-helper cell differentiation",0.081%,null,null,1.176,-2.4866,0.480,0.882,45064,1
GO:0045628,"regulation of T-helper 2 cell differentiation",0.069%,null,null,1.114,-2.7033,0.504,0.872,45064,1
GO:0046636,"negative regulation of alpha-beta T cell activation",0.156%,null,null,1.447,-2.0086,0.570,0.738,45064,1
GO:0046639,"negative regulation of alpha-beta T cell differentiation",0.104%,null,null,1.279,-2.2661,0.525,0.923,45064,1
GO:0002292,"T cell differentiation involved in immune response",0.340%,null,null,1.778,-2.0579,0.533,0.824,45064,1
GO:0090715,"immunological memory formation process",0.052%,null,null,1.000,-2.3040,0.781,0.999,45064,1
GO:0043380,"regulation of memory T cell differentiation",0.046%,null,null,0.954,-2.3522,0.520,0.772,45064,1
GO:0043379,"memory T cell differentiation",0.052%,null,null,1.000,-2.3040,0.586,0.992,45064,1
GO:0043371,"negative regulation of CD4-positive, alpha-beta T cell differentiation",0.087%,null,null,1.204,-2.3522,0.530,0.968,45064,1
GO:0010648,"negative regulation of cell communication",7.057%,-0.623, 6.671,3.088,-2.0351,0.873,0.636,10648,0
GO:0045785,"positive regulation of cell adhesion",2.262%,-4.912,-0.768,2.594,-2.7100,0.770,0.638,45785,0
GO:0022407,"regulation of cell-cell adhesion",2.291%,null,null,2.600,-2.7033,0.784,0.833,45785,1
GO:0050727,"regulation of inflammatory response",1.685%,-0.254, 7.200,2.467,-3.1686,0.836,0.639,50727,0
GO:0032649,"regulation of interferon-gamma production",0.525%,-0.866,-4.965,1.964,-2.2034,0.821,0.643,32649,0
GO:0032729,"positive regulation of interferon-gamma production",0.358%,null,null,1.799,-2.0517,0.796,0.942,32649,1
GO:0032350,"regulation of hormone metabolic process",0.150%, 3.309,-1.877,1.431,-2.0432,0.927,0.645,32350,0
GO:0002703,"regulation of leukocyte mediated immunity",0.912%,-8.352, 0.915,2.201,-3.8795,0.637,0.645,2703,0
GO:0032764,"negative regulation of mast cell cytokine production",0.012%,null,null,0.477,-2.1121,0.631,0.758,2703,1
GO:0002367,"cytokine production involved in immune response",0.456%,null,null,1.903,-3.2103,0.660,0.816,2703,1
GO:0002718,"regulation of cytokine production involved in immune response",0.364%,null,null,1.806,-2.7033,0.561,0.838,2703,1
GO:0002719,"negative regulation of cytokine production involved in immune response",0.133%,null,null,1.380,-2.0272,0.566,0.887,2703,1
GO:0002705,"positive regulation of leukocyte mediated immunity",0.508%,null,null,1.949,-2.2351,0.628,0.906,2703,1
GO:0002706,"regulation of lymphocyte mediated immunity",0.681%,null,null,2.076,-2.6747,0.643,0.800,2703,1
GO:0002701,"negative regulation of production of molecular mediator of immune response",0.173%,null,null,1.491,-2.9648,0.650,0.701,2703,1
GO:0002699,"positive regulation of immune effector process",0.958%,null,null,2.223,-2.0517,0.614,0.829,2703,1
GO:0002700,"regulation of production of molecular mediator of immune response",0.641%,null,null,2.049,-3.6655,0.645,0.795,2703,1
GO:0002698,"negative regulation of immune effector process",0.606%,null,null,2.025,-3.6655,0.627,0.791,2703,1
GO:0002638,"negative regulation of immunoglobulin production",0.046%,null,null,0.954,-2.5919,0.679,0.723,2703,1
GO:0002637,"regulation of immunoglobulin production",0.306%,null,null,1.732,-2.6747,0.662,0.880,2703,1
GO:0032609,"interferon-gamma production",0.577%,-0.003,-4.838,2.004,-2.0579,0.870,0.650,32609,0
GO:0002682,"regulation of immune system process",8.344%,-8.367, 0.755,3.160,-2.0005,0.683,0.653,2682,0
GO:0032635,"interleukin-6 production",0.629%,-0.091,-4.763,2.041,-2.3522,0.869,0.655,32635,0
GO:2000026,"regulation of multicellular organismal development",9.821%,-2.314,-5.423,3.231,-2.1430,0.796,0.663,2000026,0
GO:0051094,"positive regulation of developmental process",6.815%,null,null,3.073,-2.0504,0.820,0.711,2000026,1
GO:0007569,"cell aging",0.531%,-3.113,-2.038,1.968,-2.1768,0.899,0.669,7569,0
GO:0002888,"positive regulation of myeloid leukocyte mediated immunity",0.104%,-8.206, 0.760,1.279,-2.1379,0.671,0.670,2888,0
GO:0043302,"positive regulation of leukocyte degranulation",0.104%,-6.689,-2.724,1.279,-2.2897,0.615,0.670,43302,0
GO:1903305,"regulation of regulated secretory pathway",0.692%,null,null,2.083,-2.0314,0.853,0.767,43302,1
GO:0030098,"lymphocyte differentiation",1.818%,-7.503,-1.438,2.500,-4.4496,0.590,0.672,30098,0
GO:0051249,"regulation of lymphocyte activation",2.620%,null,null,2.658,-3.6856,0.570,0.934,30098,1
GO:0051251,"positive regulation of lymphocyte activation",1.875%,null,null,2.513,-3.0680,0.556,0.963,30098,1
GO:0048534,"hematopoietic or lymphoid organ development",4.339%,null,null,2.877,-2.1430,0.632,0.870,30098,1
GO:0050870,"positive regulation of T cell activation",1.235%,null,null,2.332,-3.4871,0.511,0.952,30098,1
GO:0050863,"regulation of T cell activation",1.777%,null,null,2.490,-3.5300,0.517,0.932,30098,1
GO:0050867,"positive regulation of cell activation",2.077%,null,null,2.558,-3.5975,0.705,0.904,30098,1
GO:0002521,"leukocyte differentiation",2.689%,null,null,2.669,-3.0584,0.639,0.803,30098,1
GO:1903708,"positive regulation of hemopoiesis",0.958%,null,null,2.223,-2.7330,0.576,0.882,30098,1
GO:1903706,"regulation of hemopoiesis",1.823%,null,null,2.501,-2.3696,0.587,0.803,30098,1
GO:0030217,"T cell differentiation",1.246%,null,null,2.336,-3.8006,0.541,0.883,30098,1
GO:0042110,"T cell activation",2.637%,null,null,2.661,-4.2268,0.562,0.812,30098,1
GO:1902107,"positive regulation of leukocyte differentiation",0.773%,null,null,2.130,-3.2022,0.569,0.872,30098,1
GO:1902105,"regulation of leukocyte differentiation",1.396%,null,null,2.386,-3.4885,0.573,0.867,30098,1
GO:0007159,"leukocyte cell-cell adhesion",2.874%,null,null,2.698,-3.8984,0.811,0.845,30098,1
GO:0045621,"positive regulation of lymphocyte differentiation",0.485%,null,null,1.929,-3.6085,0.538,0.922,30098,1
GO:0070486,"leukocyte aggregation",2.683%,null,null,2.668,-2.7029,0.796,0.951,30098,1
GO:0002696,"positive regulation of leukocyte activation",2.025%,null,null,2.547,-3.6600,0.563,0.901,30098,1
GO:0002694,"regulation of leukocyte activation",2.977%,null,null,2.713,-4.1768,0.575,0.804,30098,1
GO:0045582,"positive regulation of T cell differentiation",0.421%,null,null,1.869,-3.7538,0.493,0.910,30098,1
GO:0045580,"regulation of T cell differentiation",0.681%,null,null,2.076,-3.8707,0.491,0.861,30098,1
GO:0045619,"regulation of lymphocyte differentiation",0.825%,null,null,2.158,-4.7583,0.543,0.799,30098,1
GO:0002285,"lymphocyte activation involved in immune response",0.900%,null,null,2.196,-2.1430,0.615,0.712,30098,1
GO:0022409,"positive regulation of cell-cell adhesion",1.460%,null,null,2.405,-3.6085,0.749,0.863,30098,1
GO:1903039,"positive regulation of leukocyte cell-cell adhesion",1.287%,null,null,2.350,-4.0323,0.740,0.863,30098,1
GO:1903037,"regulation of leukocyte cell-cell adhesion",1.864%,null,null,2.511,-3.2103,0.768,0.905,30098,1
