term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0048872,"homeostasis of number of cells",1.339%, 2.648, 5.302,2.367,-5.3591,0.897,0.028,48872,0
GO:0060700,"regulation of ribonuclease activity",0.035%,-0.288, 2.577,0.845,-5.3970,0.930,0.029,60700,0
GO:0032479,"regulation of type I interferon production",0.681%, 6.123,-1.096,2.076,-4.7245,0.810,0.033,32479,0
GO:0032481,"positive regulation of type I interferon production",0.415%,null,null,1.863,-4.0274,0.787,0.945,32479,1
GO:0032480,"negative regulation of type I interferon production",0.260%,null,null,1.663,-3.3196,0.800,0.904,32479,1
GO:0032607,"interferon-alpha production",0.133%,null,null,1.380,-2.6384,0.870,0.852,32479,1
GO:0032608,"interferon-beta production",0.277%,null,null,1.690,-2.0927,0.862,0.909,32479,1
GO:0032647,"regulation of interferon-alpha production",0.127%,null,null,1.362,-2.7433,0.832,0.973,32479,1
GO:0032648,"regulation of interferon-beta production",0.265%,null,null,1.672,-2.1502,0.823,0.956,32479,1
GO:0032728,"positive regulation of interferon-beta production",0.173%,null,null,1.491,-2.9244,0.800,0.872,32479,1
GO:0032727,"positive regulation of interferon-alpha production",0.098%,null,null,1.255,-3.1582,0.808,0.830,32479,1
GO:0051186,"cofactor metabolic process",2.268%,-0.261,-0.039,2.595,-2.8188,0.978,0.040,51186,0
GO:0032020,"ISG15-protein conjugation",0.035%, 0.942, 2.457,0.845,-3.1526,0.972,0.046,32020,0
GO:0020027,"hemoglobin metabolic process",0.087%,-0.442,-0.813,1.204,-2.1502,0.979,0.049,20027,0
GO:0009056,"catabolic process",11.471%, 1.122,-1.342,3.299,-2.6004,0.981,0.051,9056,0
GO:0048519,"negative regulation of biological process",26.855%,-2.716, 1.595,3.668,-3.9902,0.926,0.053,48519,0
GO:0060337,"type I interferon signaling pathway",0.462%,-2.269,-6.756,1.908,-19.2078,0.673,0.076,60337,0
GO:0071357,"cellular response to type I interferon",0.462%,null,null,1.908,-19.2078,0.704,0.986,60337,1
GO:0065008,"regulation of biological quality",20.202%, 0.171,-1.278,3.544,-3.1092,0.941,0.090,65008,0
GO:0070593,"dendrite self-avoidance",0.006%, 3.885,-2.958,0.301,-2.3881,0.941,0.092,70593,0
GO:0033013,"tetrapyrrole metabolic process",0.329%,-0.421, 0.917,1.763,-4.0244,0.967,0.102,33013,0
GO:0009607,"response to biotic stimulus",5.107%,-4.607, 1.316,2.947,-12.5177,0.910,0.102,9607,0
GO:0050793,"regulation of developmental process",12.949%, 5.506,-3.625,3.351,-3.4436,0.905,0.121,50793,0
GO:0038034,"signal transduction in absence of ligand",0.404%,-4.399, 1.900,1.851,-2.2437,0.880,0.133,38034,0
GO:0009605,"response to external stimulus",12.043%,-6.517, 0.489,3.320,-10.9648,0.899,0.141,9605,0
GO:0007249,"I-kappaB kinase/NF-kappaB signaling",1.535%,-7.031, 2.296,2.427,-3.8173,0.843,0.151,7249,0
GO:0001816,"cytokine production",3.745%, 5.929,-2.254,2.813,-2.6759,0.932,0.164,1816,0
GO:0016185,"synaptic vesicle budding from presynaptic endocytic zone membrane",0.012%, 4.558, 1.954,0.477,-2.2437,0.966,0.170,16185,0
GO:0097501,"stress response to metal ion",0.023%,-4.027,-4.655,0.699,-5.2911,0.870,0.177,97501,0
GO:0045730,"respiratory burst",0.162%, 0.617, 1.008,1.462,-2.3456,0.969,0.177,45730,0
GO:0000209,"protein polyubiquitination",1.673%, 1.364, 1.750,2.464,-3.0361,0.959,0.190,209,0
GO:0016567,"protein ubiquitination",4.737%,null,null,2.915,-2.0006,0.955,0.783,209,1
GO:0015671,"oxygen transport",0.081%, 3.087,-0.864,1.176,-2.6981,0.975,0.193,15671,0
GO:0006950,"response to stress",21.310%,-6.127,-0.307,3.567,-10.5343,0.890,0.196,6950,0
GO:0048584,"positive regulation of response to stimulus",12.268%,-6.577,-5.561,3.328,-5.3272,0.758,0.197,48584,0
GO:0051239,"regulation of multicellular organismal process",15.268%, 6.645,-2.420,3.423,-3.2105,0.895,0.202,51239,0
GO:0045926,"negative regulation of growth",1.293%, 5.004,-4.790,2.352,-2.2580,0.915,0.203,45926,0
GO:0098754,"detoxification",0.565%,-4.360,-1.474,1.996,-5.4477,0.882,0.206,98754,0
GO:1990748,"cellular detoxification",0.542%,null,null,1.978,-2.0673,0.879,0.831,98754,1
GO:0006471,"protein ADP-ribosylation",0.156%, 1.388, 2.723,1.447,-2.3097,0.946,0.217,6471,0
GO:0000731,"DNA synthesis involved in DNA repair",0.433%,-1.695,-5.004,1.881,-2.1036,0.860,0.225,731,0
GO:0009636,"response to toxic substance",1.264%,-6.600,-1.873,2.342,-2.9835,0.885,0.227,9636,0
GO:0060313,"negative regulation of blood vessel remodeling",0.017%, 5.119,-2.809,0.602,-2.0814,0.881,0.233,60313,0
GO:0007166,"cell surface receptor signaling pathway",15.868%,-7.840,-0.644,3.439,-4.3637,0.814,0.241,7166,0
GO:0042221,"response to chemical",23.993%,-7.109,-0.648,3.619,-7.3087,0.887,0.241,42221,0
GO:0048583,"regulation of response to stimulus",21.610%,-8.232,-0.390,3.574,-3.6484,0.855,0.242,48583,0
GO:0051881,"regulation of mitochondrial membrane potential",0.358%, 2.695, 5.954,1.799,-2.2877,0.929,0.257,51881,0
GO:0038203,"TORC2 signaling",0.040%,-5.180, 3.941,0.903,-2.2899,0.886,0.268,38203,0
GO:0010035,"response to inorganic substance",2.816%,-6.587,-2.105,2.689,-2.3843,0.874,0.273,10035,0
GO:0019243,"methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione",0.012%, 1.552, 4.954,0.477,-2.0125,0.942,0.275,19243,0
GO:0061727,"methylglyoxal catabolic process to lactate",0.012%,null,null,0.477,-2.0125,0.942,1.000,19243,1
GO:0051596,"methylglyoxal catabolic process",0.012%,null,null,0.477,-2.0125,0.942,0.899,19243,1
GO:0051716,"cellular response to stimulus",40.358%,-8.511,-1.945,3.845,-4.9780,0.875,0.307,51716,0
GO:0006952,"defense response",8.904%,-3.947,-5.756,3.189,-12.9199,0.848,0.312,6952,0
GO:0097191,"extrinsic apoptotic signaling pathway",1.246%,-5.786, 2.023,2.336,-3.1902,0.793,0.317,97191,0
GO:2001234,"negative regulation of apoptotic signaling pathway",1.177%,null,null,2.312,-2.4971,0.710,0.819,97191,1
GO:2001233,"regulation of apoptotic signaling pathway",2.170%,null,null,2.576,-2.4489,0.721,0.798,97191,1
GO:2001236,"regulation of extrinsic apoptotic signaling pathway",0.906%,null,null,2.199,-3.4203,0.736,0.722,97191,1
GO:2001239,"regulation of extrinsic apoptotic signaling pathway in absence of ligand",0.277%,null,null,1.690,-2.8548,0.756,0.906,97191,1
GO:2001240,"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand",0.196%,null,null,1.544,-3.3362,0.742,0.792,97191,1
GO:2001237,"negative regulation of extrinsic apoptotic signaling pathway",0.589%,null,null,2.013,-3.4880,0.722,0.880,97191,1
GO:1901099,"negative regulation of signal transduction in absence of ligand",0.196%,null,null,1.544,-3.3362,0.791,0.881,97191,1
GO:0097192,"extrinsic apoptotic signaling pathway in absence of ligand",0.404%,null,null,1.851,-2.2437,0.801,0.963,97191,1
GO:0071359,"cellular response to dsRNA",0.300%,-6.930,-2.209,1.724,-2.5162,0.874,0.318,71359,0
GO:0051187,"cofactor catabolic process",0.115%, 1.009, 2.158,1.322,-5.1844,0.945,0.322,51187,0
GO:0032069,"regulation of nuclease activity",0.156%, 0.319, 2.549,1.447,-3.8983,0.923,0.323,32069,0
GO:0030097,"hemopoiesis",4.108%, 3.585,-6.729,2.853,-5.3012,0.750,0.352,30097,0
GO:0048534,"hematopoietic or lymphoid organ development",4.339%,null,null,2.877,-5.3165,0.750,0.928,30097,1
GO:1903708,"positive regulation of hemopoiesis",0.958%,null,null,2.223,-2.5147,0.679,0.851,30097,1
GO:1903706,"regulation of hemopoiesis",1.823%,null,null,2.501,-3.8173,0.694,0.834,30097,1
GO:0030218,"erythrocyte differentiation",0.565%,null,null,1.996,-5.1939,0.721,0.717,30097,1
GO:1902105,"regulation of leukocyte differentiation",1.396%,null,null,2.386,-2.1294,0.690,0.887,30097,1
GO:0045646,"regulation of erythrocyte differentiation",0.231%,null,null,1.613,-2.8058,0.688,0.901,30097,1
GO:0045648,"positive regulation of erythrocyte differentiation",0.138%,null,null,1.398,-2.6912,0.678,0.862,30097,1
GO:0045637,"regulation of myeloid cell differentiation",1.010%,null,null,2.246,-2.6086,0.696,0.799,30097,1
GO:0045639,"positive regulation of myeloid cell differentiation",0.467%,null,null,1.914,-2.6828,0.690,0.740,30097,1
GO:0030099,"myeloid cell differentiation",1.875%,null,null,2.513,-5.3970,0.762,0.837,30097,1
GO:0034101,"erythrocyte homeostasis",0.612%,null,null,2.029,-4.8572,0.770,0.947,30097,1
GO:0048821,"erythrocyte development",0.138%,null,null,1.398,-2.8500,0.751,0.862,30097,1
GO:0002262,"myeloid cell homeostasis",0.744%,null,null,2.114,-4.5277,0.769,0.845,30097,1
GO:0038061,"NIK/NF-kappaB signaling",0.716%,-5.519, 2.449,2.097,-2.0487,0.854,0.352,38061,0
GO:0034097,"response to cytokine",4.714%,-6.733,-2.683,2.913,-9.0187,0.855,0.357,34097,0
GO:0043123,"positive regulation of I-kappaB kinase/NF-kappaB signaling",1.044%,-6.551,-5.035,2.260,-3.4101,0.761,0.367,43123,0
GO:0043122,"regulation of I-kappaB kinase/NF-kappaB signaling",1.379%,null,null,2.380,-3.3543,0.783,0.930,43123,1
GO:0017001,"antibiotic catabolic process",0.894%, 1.987, 2.522,2.190,-3.7957,0.942,0.380,17001,0
GO:0042737,"drug catabolic process",0.087%,null,null,1.204,-2.0487,0.955,1.034,17001,1
GO:0016999,"antibiotic metabolic process",0.012%,null,null,0.477,-3.0617,0.971,0.883,17001,1
GO:0042592,"homeostatic process",9.371%, 2.763, 6.110,3.211,-5.7105,0.902,0.382,42592,0
GO:0035556,"intracellular signal transduction",15.101%,-8.151,-0.842,3.418,-2.4870,0.815,0.388,35556,0
GO:1901222,"regulation of NIK/NF-kappaB signaling",0.329%,-7.125,-4.803,1.763,-2.5379,0.811,0.403,1901222,0
GO:1901224,"positive regulation of NIK/NF-kappaB signaling",0.225%,null,null,1.602,-2.0732,0.792,0.830,1901222,1
GO:0023056,"positive regulation of signaling",9.100%,-7.449, 0.553,3.198,-2.8083,0.825,0.405,23056,0
GO:0051241,"negative regulation of multicellular organismal process",5.741%, 6.358,-3.601,2.998,-2.5714,0.816,0.406,51241,0
GO:0019079,"viral genome replication",0.589%, 3.740, 3.299,2.013,-10.2069,0.908,0.407,19079,0
GO:0016032,"viral process",4.091%,null,null,2.851,-8.3108,0.895,0.734,19079,1
GO:0019058,"viral life cycle",2.366%,null,null,2.614,-9.0839,0.900,0.881,19079,1
GO:0044403,"symbiosis, encompassing mutualism through parasitism",4.322%,null,null,2.875,-8.0250,0.897,0.948,19079,1
GO:0010647,"positive regulation of cell communication",9.054%,-6.713,-0.341,3.196,-2.8393,0.826,0.410,10647,0
GO:0006464,"cellular protein modification process",22.683%, 1.085, 1.888,3.595,-2.1162,0.952,0.412,6464,0
GO:0036211,"protein modification process",22.683%,null,null,3.595,-2.1162,0.958,0.726,6464,1
GO:0034154,"toll-like receptor 7 signaling pathway",0.029%,-0.934,-7.841,0.778,-2.3328,0.708,0.417,34154,0
GO:0002697,"regulation of immune effector process",1.922%, 2.281,-7.970,2.524,-3.0603,0.754,0.422,2697,0
GO:0008637,"apoptotic mitochondrial changes",0.675%,-2.231, 5.112,2.072,-2.2920,0.906,0.429,8637,0
GO:0007165,"signal transduction",33.618%,-7.717,-1.293,3.765,-2.3685,0.796,0.436,7165,0
GO:0070887,"cellular response to chemical stimulus",15.701%,-7.341,-2.522,3.435,-10.2069,0.825,0.442,70887,0
GO:0043900,"regulation of multi-organism process",1.379%, 3.743, 3.691,2.380,-11.5624,0.888,0.444,43900,0
GO:0032103,"positive regulation of response to external stimulus",1.518%,-3.896,-6.534,2.422,-6.4066,0.756,0.453,32103,0
GO:0023051,"regulation of signaling",17.946%,-6.420, 3.131,3.493,-2.0301,0.883,0.454,23051,0
GO:0052547,"regulation of peptidase activity",2.325%, 1.601, 3.492,2.606,-3.1073,0.903,0.456,52547,0
GO:0010952,"positive regulation of peptidase activity",0.929%,null,null,2.210,-2.0229,0.862,0.863,52547,1
GO:0052548,"regulation of endopeptidase activity",2.170%,null,null,2.576,-2.6086,0.901,0.802,52547,1
GO:2000116,"regulation of cysteine-type endopeptidase activity",1.235%,null,null,2.332,-2.8167,0.906,0.893,52547,1
GO:0055076,"transition metal ion homeostasis",0.658%, 3.106, 6.192,2.061,-3.2603,0.893,0.460,55076,0
GO:0050801,"ion homeostasis",4.155%,null,null,2.858,-2.0881,0.877,0.803,55076,1
GO:0030003,"cellular cation homeostasis",3.312%,null,null,2.760,-2.0440,0.867,0.752,55076,1
GO:0002274,"myeloid leukocyte activation",3.531%, 2.344,-7.835,2.787,-2.0398,0.807,0.461,2274,0
GO:0034343,"type III interferon production",0.017%, 6.065, 0.104,0.602,-2.0999,0.901,0.463,34343,0
GO:0048522,"positive regulation of cellular process",27.732%,-2.904,-2.671,3.682,-2.0365,0.857,0.479,48522,0
GO:0034344,"regulation of type III interferon production",0.017%, 6.605, 0.281,0.602,-2.0999,0.869,0.479,34344,0
GO:0035455,"response to interferon-alpha",0.115%,-5.482,-3.054,1.322,-4.0886,0.879,0.479,35455,0
GO:0002520,"immune system development",4.605%, 3.736,-6.832,2.903,-4.7968,0.783,0.481,2520,0
GO:0035456,"response to interferon-beta",0.133%,-5.578,-3.086,1.380,-3.7864,0.878,0.485,35456,0
GO:0060760,"positive regulation of response to cytokine stimulus",0.208%,-5.687,-5.470,1.568,-3.0614,0.772,0.504,60760,0
GO:0032101,"regulation of response to external stimulus",3.976%,-4.906,-6.301,2.839,-5.8684,0.778,0.513,32101,0
GO:0080134,"regulation of response to stress",7.657%,-4.951,-6.425,3.123,-4.5566,0.769,0.515,80134,0
GO:0071294,"cellular response to zinc ion",0.110%,-5.439,-1.923,1.301,-4.4537,0.865,0.517,71294,0
GO:0071276,"cellular response to cadmium ion",0.179%,null,null,1.505,-3.2347,0.859,0.719,71294,1
GO:0048585,"negative regulation of response to stimulus",8.003%,-4.034,-6.972,3.142,-2.0881,0.765,0.519,48585,0
GO:0002252,"immune effector process",6.896%, 2.315,-7.895,3.078,-13.8791,0.808,0.524,2252,0
GO:0051561,"positive regulation of mitochondrial calcium ion concentration",0.058%, 2.713, 5.254,1.041,-2.5426,0.905,0.533,51561,0
GO:0051336,"regulation of hydrolase activity",7.934%, 1.336, 3.442,3.139,-3.0101,0.928,0.537,51336,0
GO:0044248,"cellular catabolic process",9.221%, 1.685, 4.520,3.204,-2.5383,0.956,0.540,44248,0
GO:0043066,"negative regulation of apoptotic process",4.749%, 4.077,-4.071,2.916,-2.8921,0.817,0.542,43066,0
GO:0060548,"negative regulation of cell death",5.222%,null,null,2.957,-3.6545,0.822,0.739,43066,1
GO:0043069,"negative regulation of programmed cell death",4.812%,null,null,2.922,-2.7308,0.818,0.920,43066,1
GO:0043067,"regulation of programmed cell death",8.234%,null,null,3.155,-2.1922,0.842,0.886,43066,1
GO:0012501,"programmed cell death",11.246%,null,null,3.290,-2.7349,0.886,0.846,43066,1
GO:0010941,"regulation of cell death",8.800%,null,null,3.184,-2.5286,0.850,0.802,43066,1
GO:0042981,"regulation of apoptotic process",8.159%,null,null,3.151,-2.0971,0.840,0.825,43066,1
GO:0006915,"apoptotic process",10.537%,null,null,3.262,-2.7308,0.885,0.732,43066,1
GO:0034340,"response to type I interferon",0.485%,-1.136,-7.652,1.929,-18.8975,0.716,0.544,34340,0
GO:0002698,"negative regulation of immune effector process",0.606%, 2.742,-7.454,2.025,-2.9244,0.740,0.550,2698,0
GO:0050777,"negative regulation of immune response",0.721%,null,null,2.100,-2.6828,0.670,0.748,2698,1
GO:1902106,"negative regulation of leukocyte differentiation",0.496%,null,null,1.940,-2.0589,0.686,0.721,2698,1
GO:0002833,"positive regulation of response to biotic stimulus",0.231%,-2.740,-6.691,1.613,-4.3782,0.774,0.559,2833,0
GO:0002832,"negative regulation of response to biotic stimulus",0.208%,null,null,1.568,-4.0825,0.776,0.782,2833,1
GO:0050688,"regulation of defense response to virus",0.514%,null,null,1.954,-3.9836,0.631,0.844,2833,1
GO:0044419,"interspecies interaction between organisms",4.334%, 3.827, 3.625,2.876,-7.2624,0.919,0.562,44419,0
GO:0042168,"heme metabolic process",0.167%, 0.912, 3.779,1.477,-4.5099,0.912,0.563,42168,0
GO:0006783,"heme biosynthetic process",0.115%,null,null,1.322,-3.9836,0.913,0.937,42168,1
GO:0006779,"porphyrin-containing compound biosynthetic process",0.138%,null,null,1.398,-3.6059,0.938,0.967,42168,1
GO:0006778,"porphyrin-containing compound metabolic process",0.208%,null,null,1.568,-3.9957,0.939,0.907,42168,1
GO:0046501,"protoporphyrinogen IX metabolic process",0.058%,null,null,1.041,-2.6418,0.942,0.890,42168,1
GO:0033014,"tetrapyrrole biosynthetic process",0.156%,null,null,1.447,-3.4101,0.943,0.886,42168,1
GO:0046148,"pigment biosynthetic process",0.300%,null,null,1.724,-2.3097,0.956,0.907,42168,1
GO:0000266,"mitochondrial fission",0.225%,-1.756, 5.306,1.602,-2.1294,0.979,0.569,266,0
GO:0006882,"cellular zinc ion homeostasis",0.144%, 2.907, 6.079,1.415,-3.3543,0.895,0.575,6882,0
GO:0055069,"zinc ion homeostasis",0.156%,null,null,1.447,-3.2347,0.901,0.768,6882,1
GO:0046916,"cellular transition metal ion homeostasis",0.496%,null,null,1.940,-3.2105,0.884,0.848,6882,1
GO:0070142,"synaptic vesicle budding",0.023%, 5.339, 2.695,0.699,-2.0278,0.965,0.580,70142,0
GO:0019725,"cellular homeostasis",4.784%, 2.902, 6.100,2.919,-2.5429,0.873,0.584,19725,0
GO:0048878,"chemical homeostasis",6.001%,null,null,3.017,-3.4880,0.879,0.733,19725,1
GO:0002683,"negative regulation of immune system process",2.152%, 2.776,-7.430,2.573,-2.9394,0.734,0.584,2683,0
GO:0071310,"cellular response to organic substance",12.977%,-7.200,-2.547,3.352,-6.3948,0.812,0.590,71310,0
GO:0090022,"regulation of neutrophil chemotaxis",0.185%,-2.102,-7.424,1.519,-2.4180,0.684,0.591,90022,0
GO:0050921,"positive regulation of chemotaxis",0.739%,null,null,2.111,-2.1280,0.734,0.815,90022,1
GO:1902622,"regulation of neutrophil migration",0.208%,null,null,1.568,-2.0301,0.784,0.829,90022,1
GO:0002688,"regulation of leukocyte chemotaxis",0.589%,null,null,2.013,-2.0064,0.652,0.909,90022,1
GO:0046688,"response to copper ion",0.162%,-4.439,-1.737,1.462,-4.0405,0.879,0.593,46688,0
GO:0010033,"response to organic substance",16.515%,-7.178,-2.914,3.457,-5.7182,0.841,0.594,10033,0
GO:0060216,"definitive hemopoiesis",0.115%, 3.339,-7.089,1.322,-2.3097,0.820,0.603,60216,0
GO:0010273,"detoxification of copper ion",0.012%,-3.761,-3.793,0.477,-5.6101,0.858,0.606,10273,0
GO:0071280,"cellular response to copper ion",0.075%,null,null,1.146,-5.3561,0.864,0.789,10273,1
GO:1990169,"stress response to copper ion",0.012%,null,null,0.477,-5.6101,0.869,0.923,10273,1
GO:2000026,"regulation of multicellular organismal development",9.821%, 6.291,-2.093,3.231,-2.2920,0.825,0.615,2000026,0
GO:0002887,"negative regulation of myeloid leukocyte mediated immunity",0.058%, 2.915,-7.688,1.041,-2.5228,0.780,0.617,2887,0
GO:0045088,"regulation of innate immune response",2.279%,-1.046,-7.727,2.598,-6.2427,0.632,0.619,45088,0
GO:0050778,"positive regulation of immune response",4.501%,null,null,2.893,-3.2105,0.618,0.779,45088,1
GO:0031349,"positive regulation of defense response",2.441%,null,null,2.627,-4.7143,0.709,0.827,45088,1
GO:0002221,"pattern recognition receptor signaling pathway",1.027%,null,null,2.253,-2.9300,0.616,0.866,45088,1
GO:0002218,"activation of innate immune response",1.662%,null,null,2.461,-3.6545,0.612,0.917,45088,1
GO:0002253,"activation of immune response",3.716%,null,null,2.810,-2.2466,0.621,0.839,45088,1
GO:0045089,"positive regulation of innate immune response",1.910%,null,null,2.521,-4.1365,0.610,0.801,45088,1
GO:0002758,"innate immune response-activating signal transduction",1.621%,null,null,2.450,-2.9559,0.599,0.945,45088,1
GO:0009967,"positive regulation of signal transduction",8.309%,-6.418,-4.534,3.159,-3.2075,0.710,0.620,9967,0
GO:1902533,"positive regulation of intracellular signal transduction",5.263%,null,null,2.960,-2.0881,0.719,0.804,9967,1
GO:0097190,"apoptotic signaling pathway",3.358%,-6.426, 1.802,2.766,-2.7282,0.789,0.625,97190,0
GO:0006955,"immune response",11.858%,-0.196,-7.680,3.313,-9.4899,0.732,0.627,6955,0
GO:0032606,"type I interferon production",0.687%, 5.564,-1.258,2.079,-4.6630,0.872,0.634,32606,0
GO:0001819,"positive regulation of cytokine production",2.256%,null,null,2.593,-2.3882,0.776,0.881,32606,1
GO:0001817,"regulation of cytokine production",3.387%,null,null,2.769,-2.9144,0.803,0.756,32606,1
GO:0019060,"intracellular transport of viral protein in host cell",0.029%, 3.820, 4.722,0.778,-2.2355,0.826,0.637,19060,0
GO:0030581,"symbiont intracellular protein transport in host",0.029%,null,null,0.778,-2.2355,0.918,1.000,19060,1
GO:0061687,"detoxification of inorganic compound",0.023%,-3.958,-0.894,0.699,-5.2911,0.906,0.637,61687,0
GO:0002831,"regulation of response to biotic stimulus",0.802%,-3.215,-6.752,2.146,-6.7235,0.793,0.637,2831,0
GO:0010043,"response to zinc ion",0.306%,-5.213,-1.727,1.732,-3.3634,0.873,0.643,10043,0
GO:0001836,"release of cytochrome c from mitochondria",0.323%,-4.686, 4.002,1.756,-2.8185,0.814,0.648,1836,0
GO:0002682,"regulation of immune system process",8.344%, 2.275,-7.953,3.160,-6.0692,0.767,0.653,2682,0
GO:0044764,"multi-organism cellular process",4.120%, 4.190, 4.612,2.854,-4.5142,0.917,0.660,44764,0
GO:0042743,"hydrogen peroxide metabolic process",0.242%, 0.392, 0.372,1.633,-4.7755,0.976,0.666,42743,0
GO:0045824,"negative regulation of innate immune response",0.225%, 0.331,-7.895,1.602,-2.3659,0.666,0.671,45824,0
GO:0061515,"myeloid cell development",0.317%, 3.420,-6.850,1.748,-3.6545,0.791,0.671,61515,0
GO:0009966,"regulation of signal transduction",15.915%,-6.835,-3.948,3.441,-2.5658,0.729,0.674,9966,0
GO:0031347,"regulation of defense response",3.964%,-4.960,-7.113,2.838,-5.3276,0.739,0.677,31347,0
GO:0045087,"innate immune response",5.124%,null,null,2.949,-11.9308,0.709,0.711,31347,1
GO:0046719,"regulation by virus of viral protein levels in host cell",0.063%, 3.431, 4.937,1.079,-2.4547,0.830,0.677,46719,0
GO:0022603,"regulation of anatomical structure morphogenesis",5.430%, 5.805,-3.364,2.974,-2.0862,0.893,0.680,22603,0
GO:0046686,"response to cadmium ion",0.323%,-4.678,-1.815,1.756,-2.1200,0.872,0.682,46686,0
GO:0043301,"negative regulation of leukocyte degranulation",0.063%, 2.878,-6.806,1.079,-2.3834,0.766,0.685,43301,0
GO:0002704,"negative regulation of leukocyte mediated immunity",0.260%,null,null,1.663,-2.3044,0.753,0.762,43301,1
GO:0051607,"defense response to virus",1.327%, 0.098,-7.739,2.364,-25.2134,0.688,0.689,51607,0
GO:1900245,"positive regulation of MDA-5 signaling pathway",0.023%,null,null,0.699,-2.0209,0.609,0.933,51607,1
GO:0098586,"cellular response to virus",0.225%,null,null,1.602,-6.2427,0.856,0.761,51607,1
GO:0002753,"cytoplasmic pattern recognition receptor signaling pathway",0.335%,null,null,1.771,-3.7234,0.644,0.740,51607,1
GO:0039533,"regulation of MDA-5 signaling pathway",0.040%,null,null,0.903,-3.0461,0.597,0.847,51607,1
GO:0039534,"negative regulation of MDA-5 signaling pathway",0.023%,null,null,0.699,-2.0440,0.595,0.921,51607,1
GO:0039528,"cytoplasmic pattern recognition receptor signaling pathway in response to virus",0.144%,null,null,1.415,-5.0749,0.584,0.729,51607,1
GO:0039529,"RIG-I signaling pathway",0.110%,null,null,1.301,-2.2290,0.590,0.915,51607,1
GO:0039530,"MDA-5 signaling pathway",0.058%,null,null,1.041,-5.4307,0.608,0.869,51607,1
GO:0039531,"regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway",0.110%,null,null,1.301,-2.2290,0.570,0.958,51607,1
GO:0039532,"negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway",0.058%,null,null,1.041,-2.0383,0.571,0.892,51607,1
GO:0002684,"positive regulation of immune system process",6.047%, 1.088,-7.876,3.021,-4.2953,0.701,0.691,2684,0
GO:0050776,"regulation of immune response",5.799%,null,null,3.003,-3.9687,0.640,0.805,2684,1
GO:0019221,"cytokine-mediated signaling pathway",3.260%,-7.404,-1.587,2.753,-9.7545,0.765,0.692,19221,0
GO:0034341,"response to interferon-gamma",0.935%,null,null,2.212,-6.0324,0.698,0.719,19221,1
GO:0071345,"cellular response to cytokine stimulus",4.172%,null,null,2.860,-7.8444,0.811,0.882,19221,1
GO:0060759,"regulation of response to cytokine stimulus",0.877%,null,null,2.185,-2.0881,0.775,0.713,19221,1
GO:0060333,"interferon-gamma-mediated signaling pathway",0.496%,-2.335,-6.740,1.940,-7.5562,0.672,0.697,60333,0
GO:0071346,"cellular response to interferon-gamma",0.808%,null,null,2.149,-5.2794,0.689,0.914,60333,1
